Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2019-05-15,346.66,Community,LANDMARK TRADING (STAMFORD) LTD,,
2019-05-22,16.67,Community,ALLSTAR BUSINESS SOLUTIONS LTD,,
2019-05-01,12.50,Community,ALLSTAR BUSINESS SOLUTIONS LTD,,
2019-05-13,33.42,Community,BANNER GROUP LTD,,
2019-05-08,388.50,Community,DR R SPENCER,,
2019-05-08,407.00,Community,DR SOPHIE ELIZABETH LORD,,
2019-05-08,1110.00,Community,DR VIVIENNE JAYNE POSKITT,,
2019-05-08,212.25,Community,FACULTATIEVE TECHNOLOGIES LTD,,
2019-05-29,1793.02,Community,FACULTATIEVE TECHNOLOGIES LTD,,
2019-05-08,1949.25,Community,FACULTATIEVE TECHNOLOGIES LTD,,
2019-05-01,675.00,Community,HEIGHT FOR HIRE LTD,,
2019-05-01,455.00,Community,ICCM PAYMENTS,,
2019-05-29,295.00,Community,MASON CLARK ASSOCIATES LTD,,
2019-05-29,2542.50,Community,NPS LEEDS LTD,,
2019-05-15,344.17,Community,STEPHENSONS MEMORIAL WORKS,,
2019-05-08,963.11,Community,TELESHORE UK LTD,,
2019-05-29,672.80,Community,TELESHORE UK LTD,,
2019-05-29,255.00,Community,VIVEDIA LTD T/A OBITUS,,
2019-05-22,1365.08,Community,W BOWERS,,
2019-05-29,321.85,Community,BULLOUGHS CLEANING SERVICES LTD,,
2019-05-01,600.00,Community,BULLOUGHS CLEANING SERVICES LTD,,
2019-05-29,678.48,Community,BULLOUGHS CLEANING SERVICES LTD,,
2019-05-29,822.11,Community,BULLOUGHS CLEANING SERVICES LTD,,
2019-05-15,282.24,Community,CORDANT PEOPLE LIMITED,,
2019-05-08,358.44,Community,CORDANT PEOPLE LIMITED,,
2019-05-29,371.85,Community,CORDANT PEOPLE LIMITED,,
2019-05-29,398.67,Community,CORDANT PEOPLE LIMITED,,
2019-05-22,253.00,Community,NORTHGATE VEHICLE HIRE LTD,,
2019-05-22,253.00,Community,NORTHGATE VEHICLE HIRE LTD,,
2019-05-22,253.00,Community,NORTHGATE VEHICLE HIRE LTD,,
2019-05-22,253.00,Community,NORTHGATE VEHICLE HIRE LTD,,
2019-05-08,213.76,Community,PHS GROUP PLC,,
2019-05-15,350.00,Community,PROFESSIONAL PAPER SUPPLIES LTD,,
