Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2021-04-12,672.00,Economy & Culture,CARRINGTON WEST LTD,,
2021-04-12,1281.00,Economy & Culture,CARRINGTON WEST LTD,,
2021-04-20,1281.00,Economy & Culture,CARRINGTON WEST LTD,,
2021-04-08,603.85,Community,BS PROJECT SERVICES LTD,,
2021-04-27,382.72,Community,BS PROJECT SERVICES LTD,,
2021-04-23,510.30,Community,BS PROJECT SERVICES LTD,,
2021-04-27,510.30,Community,BS PROJECT SERVICES LTD,,
2021-04-27,595.35,Community,BS PROJECT SERVICES LTD,,
2021-04-27,595.35,Community,BS PROJECT SERVICES LTD,,
2021-04-27,637.87,Community,BS PROJECT SERVICES LTD,,
2021-04-30,637.87,Community,BS PROJECT SERVICES LTD,,
2021-04-22,1905.50,Economy & Culture,VIVID RESOURCING LIMITED,,
2021-04-30,1905.50,Economy & Culture,VIVID RESOURCING LIMITED,,
2021-04-30,1554.00,Economy & Culture,CARRINGTON WEST LTD,,
2021-04-19,600.00,Economy & Culture,DISTRICT SURVEYORS ASSOCIATION LTD,,
2021-04-23,300.00,Community,MALLARD CONSULTANCY LTD,,
2021-04-20,550.00,HCC,SMARTSTYLE TECHNOLOGY TRAINING LTD,,
2021-04-21,900.00,Economy & Culture,WINTERSMITH CONSULTING LTD,,
2021-04-22,620.49,Economy & Culture,TRAVAIL EMPLOYMENT GROUP LTD,,
2021-04-30,620.49,Economy & Culture,TRAVAIL EMPLOYMENT GROUP LTD,,
2021-04-09,377.33,Economy & Culture,TRAVAIL EMPLOYMENT GROUP LTD,,
2021-04-19,494.72,Economy & Culture,TRAVAIL EMPLOYMENT GROUP LTD,,
2021-04-27,324.00,Economy & Culture,BLUETOWNONLINE LTD,,
2021-04-28,324.00,Economy & Culture,BLUETOWNONLINE LTD,,
2021-04-29,324.00,Economy & Culture,BLUETOWNONLINE LTD,,
2021-04-29,324.00,Economy & Culture,BLUETOWNONLINE LTD,,
2021-04-09,1660.00,Economy & Culture,HAYMARKET MEDIA GROUP LIMITED,,
2021-04-08,695.00,Economy & Culture,REDACTIVE PUBLISHING LIMITED,,
2021-04-06,337.50,HCC,TIM STUBBS CAD AND VISUALISATION,,
2021-04-14,1905.50,Economy & Culture,VIVID RESOURCING LIMITED,,
2021-04-19,3476.25,Economy & Culture,VIVID RESOURCING LIMITED,,
2021-04-07,8599.90,HCC,GMI POWER SOLUTIONS LTD,,
2021-04-09,12122.56,HCC,AMULET (CHURCHILL SECURITY SOLUTIONS) LTD,,
2021-04-14,400.00,Economy & Culture,DALEBUILD LTD,,
2021-04-14,1350.00,Economy & Culture,DALEBUILD LTD,,
2021-04-23,1100.00,Community,HACS CIVIL ENGINEERING LLP,,
2021-04-14,210.00,Community,PARK LANE SERVICES (KNARESBOROUGH) LTD,,
2021-04-14,5466.93,Community,WOODGREEN CONSTRUCTION LIMITED,,
2021-04-19,3160.00,Economy & Culture,HAMBLETON ROOFING LTD,,
2021-04-09,952.00,Economy & Culture,PREMIER SCAFFOLDING (HARROGATE) LIMITED,,
2021-04-22,30.00,Community,CROMWELL POLYTHENE LTD,,
2021-04-22,1427.58,Community,CROMWELL POLYTHENE LTD,,
2021-04-29,800.00,HCC,MR J LEWIS T/A HARROGATE SCAFFOLDING,,
2021-04-29,800.00,HCC,MR J LEWIS T/A HARROGATE SCAFFOLDING,,
2021-04-21,4875.00,Economy & Culture,CLC CONTRACTORS LIMITED,,
2021-04-28,200.00,Community,BIFFA WASTE SERVICES LTD,,
2021-04-28,200.00,Community,BIFFA WASTE SERVICES LTD,,
2021-04-28,200.00,Community,BIFFA WASTE SERVICES LTD,,
2021-04-09,4625.00,Community,ODEON CINEMAS LTD,,
2021-04-09,570.00,Community,PAUL WHITAKER,,
2021-04-28,60473.00,Community,NORTH YORKSHIRE COUNTY COUNCIL,,
2021-04-28,69277.00,Community,NORTH YORKSHIRE COUNTY COUNCIL,,
2021-04-14,68780.08,HCC,RESTEK UK LTD,,
2021-04-12,263.24,Community,SCOTTISH WATER BUSINESS STREAM LTD,,
2021-04-28,625.00,Community,NIDDERDALE AGRICULTURAL SOCIETY,,
2021-04-01,1980.83,Community,VIZSEC (UK) LTD T/A VISUAL SECURITY SYSTEMS,,
2021-04-26,1072.50,Community,NORTH YORKSHIRE MOUNTED RANGER,,
2021-04-12,1365.00,Community,NORTH YORKSHIRE MOUNTED RANGER,,
2021-04-07,675.00,Economy & Culture,CLARIUS BUSINESS SERVICES LTD,,
2021-04-09,879.50,HCC,WETHERBY SKIP HIRE SERVICES,,
2021-04-22,850.00,Community,WHARFEDALE LTD,,
2021-04-28,2560.48,Community,LEEDS FEDERATED HOUSING ASSOCIATION LTD,,
2021-04-22,494.17,Community,SCOTTISH WATER BUSINESS STREAM LTD,,
2021-04-01,1427.58,Community,CROMWELL POLYTHENE LTD,,
2021-04-22,1427.58,Community,CROMWELL POLYTHENE LTD,,
2021-04-08,684.71,Economy & Culture,SIMON JERSEY,,
2021-04-09,420.84,Economy & Culture,SIMON JERSEY,,
2021-04-19,219.00,Economy & Culture,PRS FOR MUSIC LIMITED,,
2021-04-30,263.44,Economy & Culture,JANGRO NETWORK LIMITED,,
2021-04-08,1551.60,Community,JOHN NIXON LIMITED,,
2021-04-08,7465.71,Community,BRITANNIA HOTELS LTD,,
2021-04-23,6816.00,Community,BRITANNIA HOTELS LTD,,
2021-04-28,572.28,Community,SELECTA UK LIMITED,,
2021-04-30,510.46,HCC,BNP PARIBAS LEASING SOLUTIONS LIMITED,,
2021-04-12,489.80,Economy & Culture,TMP (UK) LTD,,
2021-04-21,800.00,Community,NEIL & SONYA MILSTED INDEPENDENT FUNERAL DIRECTORS LTD,,
2021-04-07,480.22,Community,EDEN FARM LTD,,
2021-04-16,340.00,Economy & Culture,OPULENT COLLECTION LTD,,
2021-04-07,358.35,Economy & Culture,J P LENNARD LTD,,
