Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2016-11-30,355.00,Housing Services,PARTNERSHIP MEDIA GROUP LTD,,
2016-11-30,40.78,Children's & Education Services,DUNELM LTD,,
2016-11-30,49.10,Children's & Education Services,DUNELM LTD,,
2016-11-30,37.84,Children's & Education Services,ASDA HOME SHOPPING CAR,,
2016-11-30,22.00,Central Services,ASDA HOME SHOPPING CAR,,
2016-11-30,26.00,Central Services,ASDA HOME SHOPPING CAR,,
2016-11-30,63.68,Central Services,ASDA HOME SHOPPING CAR,,
2016-11-30,149.20,Central Services,ASDA HOME SHOPPING CAR,,
2016-11-30,51.59,Children's & Education Services,ALDI,,
2016-11-30,68.16,Children's & Education Services,ALDI,,
2016-11-30,69.53,Children's & Education Services,ALDI,,
2016-11-30,94.92,Children's & Education Services,ALDI,,
2016-11-30,101.00,Children's & Education Services,ALDI,,
2016-11-30,20.60,Children's & Education Services,ALDI,,
2016-11-30,46.63,Children's & Education Services,ALDI,,
2016-11-30,25.00,Environmental & Regulatory Services,ANNE THOMAS WORKWEAR LID,,
2016-11-30,32.54,Cultural & Related Services,BOOKERECOMM,,
2016-11-30,69.34,Cultural & Related Services,BOOKERECOMM,,
2016-11-30,30.80,Children's & Education Services,H&M 816 SILVERLINK,,
2016-11-30,75.82,Children's & Education Services,BRITISH HEART FOUNDATION,,
2016-11-30,33.33,Children's & Education Services,ADVENTURE TOYS LTD,,
2016-11-30,8.10,Adult Social Care,REDBRIDGE PRODUCE & FLOWERS,,
2016-11-30,6.54,Adult Social Care,REDBRIDGE PRODUCE & FLOWERS,,
2016-11-30,0.56,Adult Social Care,REDBRIDGE PRODUCE & FLOWERS,,
2016-11-30,0.56,Adult Social Care,REDBRIDGE PRODUCE & FLOWERS,,
2016-11-30,0.65,Adult Social Care,REDBRIDGE PRODUCE & FLOWERS,,
2016-11-30,0.65,Adult Social Care,REDBRIDGE PRODUCE & FLOWERS,,
2016-11-30,0.68,Adult Social Care,REDBRIDGE PRODUCE & FLOWERS,,
2016-11-30,0.68,Adult Social Care,REDBRIDGE PRODUCE & FLOWERS,,
2016-11-30,0.76,Adult Social Care,REDBRIDGE PRODUCE & FLOWERS,,
2016-11-30,0.81,Adult Social Care,REDBRIDGE PRODUCE & FLOWERS,,
2016-11-30,0.83,Adult Social Care,REDBRIDGE PRODUCE & FLOWERS,,
