Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2022-05-04,330.72,Capital,Redacted Personal Data,,
2022-05-05,408.31,Capital,Redacted Personal Data,,
2022-05-05,408.31,Capital,Redacted Personal Data,,
2022-05-05,452.85,Capital,LINSKILL TRADING LTD,,
2022-05-06,383.31,Capital,SHIREMOOR PRIMARY SCHOOL,,
2022-05-06,316.65,Capital,SHIREMOOR PRIMARY SCHOOL,,
2022-05-06,383.31,Capital,CARVILLE PRIMARY SCHOOL,,
2022-05-10,408.31,Capital,DUDLEY PRE SCHOOL,,
2022-05-10,408.31,Capital,DUDLEY PRE SCHOOL,,
2022-05-12,408.31,Capital,NEW YORK PRIMARY SCHOOL,,
2022-05-18,383.31,Capital,RIVERSIDE PRIMARY SCHOOL,,
2022-05-18,1250.40,Capital,MICHAEL REEVES EDUCATION CONSULTANT,,
2022-05-18,1252.80,Capital,MICHAEL REEVES EDUCATION CONSULTANT,,
2022-05-19,308.32,Capital,SIR JAMES KNOTT NURSERY SCHOOL,,
2022-05-19,374.98,Capital,SIR JAMES KNOTT NURSERY SCHOOL,,
2022-05-20,408.31,Capital,RICHARDSON DEES PRIMARY SCHOOL,,
2022-05-20,4666.67,Capital,Redacted Personal Data,,
2022-05-20,341.65,Capital,Redacted Personal Data,,
2022-05-20,374.98,Capital,Redacted Personal Data,,
2022-05-20,10500.00,Capital,ANGEL SOLUTIONS LTD,,
2022-05-21,408.31,Capital,BALLIOL PRIMARY SCHOOL,,
2022-05-06,39.69,Capital,OCE (UK) LIMITED,,
2022-05-06,39.69,Capital,OCE (UK) LIMITED,,
2022-05-06,39.69,Capital,OCE (UK) LIMITED,,
2022-05-06,39.69,Capital,OCE (UK) LIMITED,,
2022-05-06,39.69,Capital,OCE (UK) LIMITED,,
2022-05-06,39.69,Capital,OCE (UK) LIMITED,,
2022-05-06,39.69,Capital,OCE (UK) LIMITED,,
2022-05-06,124.24,Capital,OCE (UK) LIMITED,,
2022-05-06,127.11,Capital,OCE (UK) LIMITED,,
2022-05-06,127.11,Capital,OCE (UK) LIMITED,,
2022-05-06,236.44,Capital,OCE (UK) LIMITED,,
2022-05-11,350.00,Capital,G O'BRIEN & SONS (NDC) LTD,,
2022-05-17,1966.90,Capital,TYNE TEES SECURITY LTD,,
2022-05-31,3000.00,,NEOPOST LTD,,
2022-05-19,5280.00,Capital,COOPERS TOURMASTER TRAVEL LIMITED,,
2022-05-10,1040.00,Capital,BARNARDO'S,,
2022-05-11,720.00,Capital,MEADOW WELL CONNECTED,,
2022-05-11,900.00,Capital,MEADOW WELL CONNECTED,,
2022-05-11,3240.00,Capital,MEADOW WELL CONNECTED,,
2022-05-12,285.70,Capital,Redacted Personal Data,,
2022-05-06,39.69,Capital,OCE (UK) LIMITED,,
2022-05-06,255.00,Capital,CALM TRAINING SERVICES LTD,,
2022-05-14,3600.00,Capital,CALM TRAINING SERVICES LTD,,
2022-05-14,672.90,Capital,IODA LTD,,
2022-05-18,1960.00,Capital,NORTHUMBRIA UNIVERSITY,,
2022-05-20,3350.00,Capital,SERCO LIMITED,,
2022-05-25,1700.00,Capital,BLOSSOM SOCIAL CARE TRAINING,,
2022-05-26,651.20,Capital,NORTHUMBRIA UNIVERSITY,,
2022-05-28,900.00,Capital,ASPIRE PSYCHOLOGICAL SERVICES LTD,,
2022-05-06,39.69,Capital,OCE (UK) LIMITED,,
2022-05-06,178.36,Capital,OCE (UK) LIMITED,,
2022-05-12,3.75,Capital,PEARSON EDUCATION LTD,,
2022-05-12,523.20,Capital,PEARSON EDUCATION LTD,,
2022-05-19,3.75,Capital,PEARSON EDUCATION LTD,,
2022-05-19,465.60,Capital,PEARSON EDUCATION LTD,,
2022-05-10,5801.00,Capital,CITY OF SUNDERLAND COLLEGE,,
2022-05-05,4350.00,Capital,GUST INDEPENDENT SCHOOL,,
2022-05-05,6670.00,Capital,GUST INDEPENDENT SCHOOL,,
2022-05-05,5606.94,Capital,YOUNG FOUNDATIONS LTD,,
2022-05-05,5606.94,Capital,YOUNG FOUNDATIONS LTD,,
2022-05-05,6706.94,Capital,YOUNG FOUNDATIONS LTD,,
2022-05-05,7557.17,Capital,YOUNG FOUNDATIONS LTD,,
2022-05-05,7599.93,Capital,YOUNG FOUNDATIONS LTD,,
2022-05-18,3750.00,Capital,RADICAL SERVICES LTD,,
2022-05-18,3750.00,Capital,RADICAL SERVICES LTD,,
2022-05-20,7147.75,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-20,11279.11,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-20,14199.15,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-20,14295.50,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-20,14676.56,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-20,15786.00,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-20,16485.27,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-20,16671.78,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-20,22558.22,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-20,28398.30,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-20,29353.12,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-20,31572.00,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-20,32970.54,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-20,33343.56,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-20,91588.05,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-20,91588.05,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-20,91588.05,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-28,162920.88,Capital,PERCY HEDLEY FOUNDATION,,
2022-05-06,2500.15,Capital,LIQUIDLOGIC LIMITED,,
2022-05-07,940.10,Capital,ARK SEARCH LIMITED,,
2022-05-10,1089.98,Capital,ARK SEARCH LIMITED,,
2022-05-14,752.08,Capital,ARK SEARCH LIMITED,,
2022-05-14,752.08,Capital,ARK SEARCH LIMITED,,
2022-05-20,940.10,Capital,ARK SEARCH LIMITED,,
2022-05-20,940.10,Capital,ARK SEARCH LIMITED,,
2022-05-26,940.10,Capital,ARK SEARCH LIMITED,,
2022-05-26,940.10,Capital,ARK SEARCH LIMITED,,
2022-05-27,5970.00,Capital,UNIVERSITY OF SUNDERLAND ENTERPRISES LTD,,
2022-05-04,275.00,Capital,PERMANENT FUTURES LTD,,
2022-05-04,550.00,Capital,PERMANENT FUTURES LTD,,
2022-05-04,1100.00,Capital,PERMANENT FUTURES LTD,,
2022-05-06,308.80,Capital,DE POEL MANAGED SERVICES LIMITED,,
2022-05-06,39.69,Capital,OCE (UK) LIMITED,,
2022-05-06,233.16,Capital,OCE (UK) LIMITED,,
2022-05-10,690.00,Capital,DIRECT CARS,,
2022-05-10,275.00,Children's & Education Services,PERMANENT FUTURES LTD,,
2022-05-10,550.00,Children's & Education Services,PERMANENT FUTURES LTD,,
2022-05-14,308.80,Capital,DE POEL MANAGED SERVICES LIMITED,,
2022-05-19,350.00,Capital,CHAPEL MEDIATION AND CONSULTANCY SERVICE,,
2022-05-27,308.80,Capital,DE POEL MANAGED SERVICES LIMITED,,
2022-05-28,355.00,Capital,A HEALTHY AWARENESS CIC,,
2022-05-31,874.00,,DIRECT CARS,,
2022-06-01,308.80,,DE POEL MANAGED SERVICES LIMITED,,
2022-05-20,3546.59,Capital,NATIONAL GOVERNORS ASSOCIATION,,
2022-05-17,1500.00,Capital,WINCKWORTH SHERWOOD LLP,,
2022-05-17,1500.00,Children's & Education Services,WINCKWORTH SHERWOOD LLP,,
2022-05-21,1500.00,Capital,CAPITA SYMONDS LTD,,
2022-05-21,1998.50,Capital,CAPITA SYMONDS LTD,,
2022-05-21,2500.00,Capital,CAPITA SYMONDS LTD,,
2022-05-24,250.00,Capital,COMPLIANCE365,,
2022-05-07,1279.00,Capital,JOHN NIXON LTD,,
2022-05-19,645.31,Capital,SCHNEIDER ELECTRIC BUILDING BUSINESS,,
2022-05-19,645.31,Capital,SCHNEIDER ELECTRIC BUILDING BUSINESS,,
2022-05-21,269.00,Capital,RISE ELEVATOR LIMITED,,
2022-05-21,1200.00,Capital,RISE ELEVATOR LIMITED,,
2022-05-25,419.00,Capital,CDS SECURITY & FIRE SERVICES LTD,,
2022-05-25,673.00,Capital,CDS SECURITY & FIRE SERVICES LTD,,
2022-05-27,289.50,Capital,LYRECO LTD,,
2022-05-27,464.00,Capital,ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD,,
2022-05-04,800.00,Capital,EVOLUTION CHILDCARE,,
2022-05-04,800.00,Capital,TYNEMOUTH NURSERY,,
2022-05-10,800.00,Capital,LITTLE CYGNETS CHILDCARE LTD,,
2022-05-12,800.00,Capital,FOREST HALL DAY NURSERY,,
2022-05-12,800.00,Capital,BAILEY'S BUTTERFLIES,,
2022-05-12,800.00,Capital,BAILEY'S BUTTERFLIES,,
2022-05-12,800.00,Capital,KIDS 1ST DAY NURSERIES,,
2022-05-14,800.00,Capital,LITTLE TWISTERS LTD,,
2022-05-14,800.00,Capital,FOREST HALL DAY NURSERY,,
2022-05-19,1600.00,Capital,FIELD HOUSE DAY NURSERY,,
2022-05-27,800.00,Capital,KIDS 1ST DAY NURSERIES,,
2022-05-07,3150.00,Capital,KAJIMA NORTH TYNESIDE LTD,,
