Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2022-03-24,67.5,Adult Social Care,HMCTS,,
2022-03-24,67.5,Adult Social Care,HMCTS,,
2022-03-24,67.5,Adult Social Care,HMCTS,,
2022-03-24,22,Children's & Education Services,HMCTS,,
2022-03-24,23.5,Children's & Education Services,WILD AS THE WIND SHOP,,
2022-03-24,0.01,Housing Services,GALLANT SPORT,,
2022-03-24,108.32,Housing Services,GALLANT SPORT,,
2022-03-24,31.6,Children's & Education Services,SOUTH GOSFORTH FISHERIES,,
2022-03-24,58.44,Children's & Education Services,TELECOMRECY,,
2022-03-24,68,Children's & Education Services,SWIM ENGLAND,,
2022-03-24,666.67,Central Services,OBJECTIVE CORPORATION,,
2022-03-24,242.88,Children's & Education Services,TURNING PAGES,,
2022-03-24,129.16,Environmental & Regulatory Services,THE ROYAL BRITISH LEGION,,
2022-03-24,-15,Environmental & Regulatory Services,ROSIES PLACE DOG DAYCARE,,
2022-03-24,15,Environmental & Regulatory Services,ROSIES PLACE DOG DAYCARE,,
2022-03-24,420,Children's & Education Services,KIDS FIRST,,
2022-03-24,14.96,Children's & Education Services,MOJANG,,
2022-03-24,95,Children's & Education Services,LUKE HOMES,,
2022-03-24,415.83,Children's & Education Services,LUKE HOMES,,
2022-03-24,417.5,Children's & Education Services,LUKE HOMES,,
2022-03-24,457.5,Environmental & Regulatory Services,KITCHEN AID,,
2022-03-24,82.67,Cultural & Related Services,KINGDOM HYGEINE,,
2022-03-24,-165.83,Children's & Education Services,HOME ESSENTIALS,,
2022-03-24,-5.83,Children's & Education Services,HOME ESSENTIALS,,
2022-03-24,-2.92,Children's & Education Services,HOME ESSENTIALS,,
2022-03-24,2.92,Children's & Education Services,HOME ESSENTIALS,,
2022-03-24,5.83,Children's & Education Services,HOME ESSENTIALS,,
2022-03-24,165.83,Children's & Education Services,HOME ESSENTIALS,,
2022-03-24,715,Children's & Education Services,HSE,,
2022-03-24,340,Children's & Education Services,HFMA,,
2022-03-24,30,Children's & Education Services,GREENBANKS,,
2022-03-24,212.17,Environmental & Regulatory Services,GEORGE CARR,,
2022-03-24,-83.33,Children's & Education Services,FAIRWAYS LODGE,,
2022-03-24,83.33,Children's & Education Services,FAIRWAYS LODGE,,
2022-03-24,83.33,Children's & Education Services,FAIRWAYS LODGE,,
2022-03-24,196.95,Cultural & Related Services,EARTH ANCHORS LTD,,
2022-03-24,654,Adult Social Care,DEAL DIRECT BLINDS,,
2022-03-24,13.99,Adult Social Care,BUY A PLAN,,
2022-03-24,135,Central Services,ANGLIAN,,
2022-03-24,65.83,Environmental & Regulatory Services,DIAMOND PEOPLE,,
2022-03-24,58.95,Housing Services,JUPITER BLUE,,
2022-03-24,59.98,Cultural & Related Services,TUDOR ENVIRONMENTAL,,
2022-03-24,219.44,Cultural & Related Services,TUDOR ENVIRONMENTAL,,
2022-03-24,471.57,Cultural & Related Services,TUDOR ENVIRONMENTAL,,
2022-03-24,6.75,Children's & Education Services,BETTER,,
2022-03-24,122.09,Children's & Education Services,PRO CATERING EQUIPMENT,,
2022-03-24,208.63,Children's & Education Services,PRO CATERING EQUIPMENT,,
2022-03-24,428.76,Children's & Education Services,PRO CATERING EQUIPMENT,,
2022-03-24,12.59,Planning Services,ZEBRA ELECTRONICS LTD T/A DOMAINCHECK,,
2022-03-24,14.58,Children's & Education Services,FRESHA FIDGETS,,
2022-03-24,12.5,Children's & Education Services,ETSY,,
2022-03-24,64.84,Housing Services,HOTEL 52,,
2022-03-24,7.99,Children's & Education Services,UNLIMITED,,
2022-03-24,167.64,Cultural & Related Services,GEORDIE MUGS,,
2022-03-24,421.12,Cultural & Related Services,SUREGREEN,,
2022-03-24,22,Children's & Education Services,NCS CITB,,
2022-03-24,22,Children's & Education Services,NCS CITB,,
2022-03-24,22,Children's & Education Services,NCS CITB,,
2022-03-24,22,Children's & Education Services,NCS CITB,,
2022-03-24,22,Children's & Education Services,NCS CITB,,
2022-03-24,22,Children's & Education Services,NCS CITB,,
2022-03-24,79.9,Adult Social Care,DISNEY PLUS,,
2022-03-24,-0.01,Children's & Education Services,EON CONTROL SOLUTIONS LIMITED,,
2022-03-24,-0.01,Children's & Education Services,EON CONTROL SOLUTIONS LIMITED,,
2022-03-24,-0.01,Children's & Education Services,EON CONTROL SOLUTIONS LIMITED,,
2022-03-24,47.62,Children's & Education Services,EON CONTROL SOLUTIONS LIMITED,,
2022-03-24,95.24,Children's & Education Services,EON CONTROL SOLUTIONS LIMITED,,
2022-03-24,207.81,Children's & Education Services,EON CONTROL SOLUTIONS LIMITED,,
2022-03-24,25,Children's & Education Services,THE DIGITAL HUB,,
2022-03-24,50,Children's & Education Services,THE DIGITAL HUB,,
2022-03-24,320,Children's & Education Services,THE DIGITAL HUB,,
2022-03-24,19,Children's & Education Services,BOOK WHEN,,
2022-03-24,8,Children's & Education Services,BLUE LINE TAXIS,,
2022-03-24,217.78,Housing Services,THEMEL ROSEGUES,,
2022-03-24,217.78,Housing Services,THEMEL ROSEGUES,,
2022-03-24,217.78,Housing Services,THEMEL ROSEGUES,,
2022-03-24,217.78,Housing Services,THEMEL ROSEGUES,,
2022-03-24,217.78,Housing Services,THEMEL ROSEGUES,,
2022-03-24,217.78,Housing Services,THEMEL ROSEGUES,,
2022-03-24,248.89,Housing Services,THEMEL ROSEGUES,,
2022-03-24,-41.53,Housing Services,EBAY,,
2022-03-24,-0.01,Cultural & Related Services,EBAY,,
2022-03-24,0.01,Housing Services,EBAY,,
2022-03-24,4.96,Children's & Education Services,EBAY,,
2022-03-24,6.25,Children's & Education Services,EBAY,,
2022-03-24,9.16,Children's & Education Services,EBAY,,
2022-03-24,24.91,Housing Services,EBAY,,
2022-03-24,29.63,Cultural & Related Services,EBAY,,
2022-03-24,91.8,Housing Services,EBAY,,
2022-03-24,308,Cultural & Related Services,JOANNE WISHART GALLERY,,
2022-03-24,683.73,Children's & Education Services,MENTIMETER,,
2022-03-24,-0.01,Children's & Education Services,SHARK NINJA,,
2022-03-24,66.63,Children's & Education Services,SHARK NINJA,,
2022-03-24,83.33,Children's & Education Services,SHARK NINJA,,
2022-03-24,141.66,Cultural & Related Services,SHARK NINJA,,
2022-03-24,10,Children's & Education Services,PAYPOINT GENERAL,,
2022-03-24,75.2,Public Health,JURYS INN NEWCASTLE,,
2022-03-24,-119.45,Children's & Education Services,TOTAL PRODUCE GATESHEAD,,
2022-03-24,-50.97,Children's & Education Services,TOTAL PRODUCE GATESHEAD,,
2022-03-24,-31.5,Children's & Education Services,TOTAL PRODUCE GATESHEAD,,
2022-03-24,-29.88,Children's & Education Services,TOTAL PRODUCE GATESHEAD,,
2022-03-24,-26.25,Children's & Education Services,TOTAL PRODUCE GATESHEAD,,
2022-03-24,-23.38,Children's & Education Services,TOTAL PRODUCE GATESHEAD,,
2022-03-24,-23.38,Children's & Education Services,TOTAL PRODUCE GATESHEAD,,
2022-03-24,-23.38,Children's & Education Services,TOTAL PRODUCE GATESHEAD,,
2022-03-24,-21.98,Children's & Education Services,TOTAL PRODUCE GATESHEAD,,
2022-03-24,-21.98,Children's & Education Services,TOTAL PRODUCE GATESHEAD,,
2022-03-24,-21.8,Children's & Education Services,TOTAL PRODUCE GATESHEAD,,
2022-03-24,-19.99,Children's & Education Services,TOTAL PRODUCE GATESHEAD,,
2022-03-24,-16.75,Children's & Education Services,TOTAL PRODUCE GATESHEAD,,
2022-03-24,-16.35,Children's & Education Services,TOTAL PRODUCE GATESHEAD,,
2022-03-24,-15.4,Children's & Education Services,TOTAL PRODUCE GATESHEAD,,
