Payment Date,Benificiary Name,Amount,Organisational Unit
2015-05-15,123 REG R/T,86.26,Deputy Chief Executive-Human Resources
2015-12-07,3 TIER CAKES,3.28,Children and Young People-Schools and Children's Services - Non-School
2015-12-07,3 TIER CAKES,7.92,Children and Young People-Schools and Children's Services - Non-School
2015-12-07,3 TIER CAKES,21.92,Children and Young People-Schools and Children's Services - Non-School
2015-12-08,3 TIER CAKES,2.36,Children and Young People-Schools and Children's Services - Non-School
2015-11-03,3 TIER CAKES,37.68,Children and Young People-Schools and Children's Services - Non-School
2015-11-10,3 TIER CAKES,13.75,Children and Young People-Schools and Children's Services - Non-School
2015-11-10,3 TIER CAKES,20.85,Children and Young People-Schools and Children's Services - Non-School
2015-11-19,3 TIER CAKES,13.25,Children and Young People-Schools and Children's Services - Non-School
2015-11-19,3 TIER CAKES,1.45,Children and Young People-Schools and Children's Services - Non-School
2015-10-29,43032170 COSTA COFFEE,6.90,Children and Young People-Childrens Care Services
2015-11-20,43035580 COSTA COFFEE,9.35,Children and Young People-Childrens Care Services
2015-10-30,43036255 COSTA COFFEE,4.83,Children and Young People-Childrens Care Services
2015-11-09,43036255 COSTA COFFEE,4.58,Children and Young People-Childrens Care Services
2015-11-16,43036255 COSTA COFFEE,5.08,Children and Young People-Childrens Care Services
2015-11-24,43036255 COSTA COFFEE,6.20,Children and Young People-Childrens Care Services
2015-12-14,43036255 COSTA COFFEE,4.75,Children and Young People-Childrens Care Services
2015-09-14,99P STORES,18.15,"Adults, Health and Social Care-Adult Health & Social Care"
2015-11-17,99P STORES,2.47,Children and Young People-Childrens Care Services
2015-11-27,99P STORES,49.58,Children and Young People-Childrens Care Services
2015-12-03,A ONE TOOL & FIXING LT,416.67,Economy and Environment-Housing Services
2015-12-03,A ONE TOOL & FIXING LT,111.54,Economy and Environment-Housing Services
2015-10-30,A ONE TOOL & FIXING LT,191.02,Economy and Environment-Housing Services
2015-11-06,A ONE TOOL & FIXING LT,53.32,Economy and Environment-Housing Services
2015-11-05,A ONE TOOL & FIXING LT,76.86,Economy and Environment-Housing Services
2015-11-24,A ONE TOOL & FIXING LT,315.39,Economy and Environment-Housing Services
2015-09-07,ADTECH SIGNS,20.00,Chief Executive's Office-Law & Administration Service
2015-11-05,ALDI,6.85,Children and Young People-Schools and Children's Services - Non-School
2015-11-30,ALDI,11.04,Children and Young People-Schools and Children's Services - Non-School
2015-11-30,ALDI,37.55,Children and Young People-Schools and Children's Services - Non-School
2015-11-30,ALDI,5.34,Children and Young People-Schools and Children's Services - Non-School
2015-12-01,ALDI,44.43,Children and Young People-Schools and Children's Services - Non-School
2015-12-04,ALDI,15.83,Children and Young People-Schools and Children's Services - Non-School
2015-12-07,ALDI,2.29,Children and Young People-Schools and Children's Services - Non-School
2015-12-07,ALDI,37.60,Children and Young People-Schools and Children's Services - Non-School
2015-12-07,ALDI,17.20,Children and Young People-Schools and Children's Services - Non-School
2015-12-07,ALDI,2.15,Children and Young People-Schools and Children's Services - Non-School
2015-12-08,ALDI,5.97,Children and Young People-Schools and Children's Services - Non-School
2015-11-02,ALDI,27.17,Children and Young People-Schools and Children's Services - Non-School
2015-11-02,ALDI,21.81,Children and Young People-Schools and Children's Services - Non-School
2015-11-02,ALDI,14.55,Children and Young People-Schools and Children's Services - Non-School
2015-11-04,ALDI,15.45,Children and Young People-Schools and Children's Services - Non-School
2015-11-08,ALDI,20.18,Children and Young People-Schools and Children's Services - Non-School
2015-11-08,ALDI,36.55,Children and Young People-Schools and Children's Services - Non-School
2015-11-11,ALDI,31.72,Children and Young People-Schools and Children's Services - Non-School
2015-11-16,ALDI,22.23,Children and Young People-Schools and Children's Services - Non-School
2015-11-18,ALDI,17.53,Children and Young People-Schools and Children's Services - Non-School
2015-11-18,ALDI,26.27,Children and Young People-Schools and Children's Services - Non-School
2015-11-23,ALDI,5.70,Children and Young People-Schools and Children's Services - Non-School
2015-11-25,ALDI,10.24,Children and Young People-Schools and Children's Services - Non-School
2015-10-04,ALDI,19.30,Children and Young People-Schools and Children's Services - Non-School
2015-10-07,ALDI,35.95,Children and Young People-Schools and Children's Services - Non-School
2015-10-07,ALDI,15.39,Children and Young People-Schools and Children's Services - Non-School
2015-10-08,ALDI,10.59,Children and Young People-Schools and Children's Services - Non-School
2015-10-16,ALDI,1.88,Children and Young People-Schools and Children's Services - Non-School
2015-10-18,ALDI,7.76,Children and Young People-Schools and Children's Services - Non-School
2015-10-18,ALDI,22.28,Children and Young People-Schools and Children's Services - Non-School
2015-09-22,ALLIANZ TICKETMASTER,9.98,Children and Young People-Childrens Care Services
2015-11-30,ALLIED VEHICLES,900.00,Communities & Service Support-Customer Services and Communications
2015-12-01,ALLIED VEHICLES,300.00,Communities & Service Support-Customer Services and Communications
2015-12-03,ALLIED VEHICLES,600.00,Communities & Service Support-Customer Services and Communications
2015-12-07,ALLPAY.NET VISA AND MAST,76.58,Economy and Environment-Housing Services
2015-12-24,AMF BOWLING,15.30,Children and Young People-Childrens Care Services
2015-11-30,ANCESTRY.CO.UK,10.95,Communities & Service Support-Customer Services and Communications
