Payment Date,Benificiary Name,Amount,Organisational Unit
2017-04-06,43035580 COSTA COFFEE,5.90,Children and Young People-Childrens Care Services
2017-04-25,43036255 COSTA COFFEE,5.58,Children and Young People-Childrens Care Services
2017-04-03,43036255 COSTA COFFEE,8.75,Children and Young People-Childrens Care Services
2017-04-04,43036255 COSTA COFFEE,6.94,Children and Young People-Childrens Care Services
2017-04-13,43036255 COSTA COFFEE,5.90,Children and Young People-Childrens Care Services
2017-04-19,43036255 COSTA COFFEE,4.50,Children and Young People-Childrens Care Services
2017-04-25,43036255 COSTA COFFEE,7.79,Children and Young People-Childrens Care Services
2017-04-20,ADOBE SYSTEMS SOFTWARE,149.99,Communities & Service Support-Customer Services and Communications
2017-04-07,AFZAL FOOD STORE,173.75,Economy and Environment-Housing Services
2017-03-27,ALDI,7.71,Children and Young People-Childrens Care Services
2017-03-28,ALDI,37.50,Communities & Service Support-Community Safety & Support
2017-03-28,ALDI,16.71,Communities & Service Support-Community Safety & Support
2017-04-04,ALDI,7.50,Communities & Service Support-Community Safety & Support
2017-03-28,AMAZON UK RETAIL AMAZON.C,13.96,Children and Young People-Schools and Children's Services - Non-School
2017-04-16,AMAZON UK RETAIL AMAZON.C,29.95,Communities & Service Support-Customer Services and Communications
2017-04-17,AMAZON UK RETAIL AMAZON.C,38.90,Communities & Service Support-Customer Services and Communications
2017-04-17,AMAZON UK RETAIL AMAZON.C,58.95,Communities & Service Support-Customer Services and Communications
2017-03-26,AMAZON UK RETAIL AMAZON.C,12.76,Communities & Service Support-Libraries Info & Tourism
2017-04-07,AMAZON UK RETAIL AMAZON.C,17.98,Communities & Service Support-Libraries Info & Tourism
2017-04-09,AMAZON UK RETAIL AMAZON.C,89.90,Communities & Service Support-Libraries Info & Tourism
2017-04-24,AMAZON UK RETAIL AMAZON.C,16.97,Communities & Service Support-Libraries Info & Tourism
2017-03-30,AMAZON UK RETAIL AMAZON.C,3.99,Communities & Service Support-Libraries Info & Tourism
2017-04-09,AMAZON UK RETAIL AMAZON.C,20.82,Communities & Service Support-Libraries Info & Tourism
2017-04-09,AMAZON UK RETAIL AMAZON.C,15.98,Communities & Service Support-Libraries Info & Tourism
2017-04-12,AMAZON UK RETAIL AMAZON.C,6.88,Communities & Service Support-Libraries Info & Tourism
2017-04-12,AMAZON UK RETAIL AMAZON.C,11.98,Communities & Service Support-Libraries Info & Tourism
2017-04-12,AMAZON UK RETAIL AMAZON.C,17.56,Communities & Service Support-Libraries Info & Tourism
2017-03-30,ANCESTRY.CO.UK,10.95,Communities & Service Support-Customer Services and Communications
2017-04-22,ARGOS HALIFAX INSI,5.41,Children and Young People-Childrens Care Services
2017-03-30,ARGOS LTD,73.72,"Adults, Health and Social Care-Adult Health & Social Care"
2017-04-07,ARGOS RETAIL GROUP,142.86,Economy and Environment-Housing Services
2017-04-11,ASDA GEORGE COM LEEDS,19.13,Communities & Service Support-Libraries Info & Tourism
2017-04-05,ASDA HOME SHOPPING,268.93,"Adults, Health and Social Care-Adult Health & Social Care"
2017-04-11,ASDA RETAIL HALIFAX,33.00,Children and Young People-Childrens Care Services
2017-04-03,ASDA STORE,163.93,Children and Young People-Childrens Care Services
2017-04-03,ASDA STORE,8.96,Children and Young People-Childrens Care Services
2017-04-06,ASDA STORE,23.39,Children and Young People-Childrens Care Services
2017-04-06,ASDA STORE,15.00,Children and Young People-Childrens Care Services
2017-04-09,ASDA STORE,35.82,Children and Young People-Childrens Care Services
2017-04-09,ASDA STORE,12.50,Children and Young People-Childrens Care Services
2017-04-09,ASDA STORE,5.42,Children and Young People-Childrens Care Services
2017-03-27,ASDA STORE,11.75,Children and Young People-Childrens Care Services
2017-04-03,ASDA STORE,121.39,Children and Young People-Childrens Care Services
2017-04-24,ASDA STORE,112.85,Children and Young People-Childrens Care Services
2017-04-24,ASDA STORE,13.08,Children and Young People-Childrens Care Services
2017-04-24,ASDA STORE,2.00,Children and Young People-Childrens Care Services
2017-03-27,ASDA STORE,7.49,Children and Young People-Childrens Care Services
2017-04-10,ASDA STORE,81.17,Children and Young People-Childrens Care Services
2017-04-11,ASDA STORE,12.75,Children and Young People-Childrens Care Services
2017-04-13,ASDA STORE,47.10,Children and Young People-Childrens Care Services
2017-03-31,ASDA STORE,22.57,Children and Young People-Schools and Children's Services - Non-School
2017-03-31,ASDA STORE,21.46,Children and Young People-Schools and Children's Services - Non-School
2017-04-11,ASDA STORE,6.67,Children and Young People-Childrens Care Services
2017-04-26,ASDA STORE,10.00,Children and Young People-Schools and Children's Services - Non-School
2017-04-03,ASDA STORE,16.67,Children and Young People-Childrens Care Services
2017-03-31,ASDA STORE,123.82,Economy and Environment-Housing Services
2017-04-05,ASDA STORE,1.63,Children and Young People-Children and Young People's Serv - Central Depts.
2017-04-13,ASDA STORE,4.00,Children and Young People-Childrens Care Services
2017-04-07,ASDA STORE,10.96,Communities & Service Support-Community Safety & Support
2017-04-13,ASDA STORES 5819,34.58,Children and Young People-Childrens Care Services
2017-04-05,ASDA STORES 5819,10.01,Communities & Service Support-Community Safety & Support
2017-03-30,ASDA SUPERSTORE,112.50,Children and Young People-Childrens Care Services
2017-03-30,ASDA SUPERSTORE,20.07,Children and Young People-Childrens Care Services
2017-03-30,ASDA SUPERSTORE,61.86,Children and Young People-Childrens Care Services
2017-04-07,ATKINS LGV TRAINING LTD,23.00,Communities & Service Support-Recreation & Support
2017-03-31,Amazon Svcs Europe SAR,8.93,Communities & Service Support-Sport & Leisure Management DSO
2017-04-18,Amazon UK Marketplace,9.72,Children and Young People-Childrens Care Services
2017-04-21,Amazon UK Marketplace,12.49,Children and Young People-Childrens Care Services
2017-03-27,Amazon UK Marketplace,2.81,Children and Young People-Schools and Children's Services - Non-School
2017-04-19,Amazon UK Marketplace,16.78,Children and Young People-Schools and Children's Services - Non-School
2017-04-25,Amazon UK Marketplace,16.48,Children and Young People-Schools and Children's Services - Non-School
2017-03-29,Amazon UK Marketplace,9.99,Children and Young People-Childrens Services Unit
2017-03-29,Amazon UK Marketplace,17.98,Children and Young People-Childrens Services Unit
2017-03-29,Amazon UK Marketplace,169.90,Children and Young People-Childrens Services Unit
2017-03-29,Amazon UK Marketplace,53.90,Children and Young People-Childrens Services Unit
2017-03-29,Amazon UK Marketplace,49.94,Children and Young People-Childrens Services Unit
2017-03-30,Amazon UK Marketplace,18.99,Children and Young People-Childrens Services Unit
2017-03-27,Amazon UK Marketplace,12.48,Children and Young People-Schools and Children's Services - Non-School
2017-03-27,Amazon UK Marketplace,24.95,Children and Young People-Schools and Children's Services - Non-School
2017-03-29,Amazon UK Marketplace,13.32,Children and Young People-Schools and Children's Services - Non-School
