Payment Date,Benificiary Name,Amount,Organisational Unit
2017-04-04,AMAZON UK RETAIL AMAZON.C,112.50,Deputy Chief Executive-ICT Services
2017-04-04,AMAZON UK RETAIL AMAZON.C,19.99,Deputy Chief Executive-ICT Services
2017-04-20,AMAZON UK RETAIL AMAZON.C,164.97,Deputy Chief Executive-ICT Services
2017-05-23,AMAZON.CO.UK,11.26,Communities & Service Support-Libraries Info & Tourism
2017-06-25,AMAZON.CO.UK,22.25,Children and Young People-Schools and Children's Services - Non-School
2017-06-12,AMAZON.CO.UK,78.93,Communities & Service Support-Libraries Info & Tourism
2017-06-13,AMAZON.CO.UK,13.12,Communities & Service Support-Libraries Info & Tourism
2017-05-30,AMAZON.CO.UK,38.92,Communities & Service Support-Libraries Info & Tourism
2017-05-31,AMAZON.CO.UK,14.19,Communities & Service Support-Libraries Info & Tourism
2017-06-22,AMAZON.CO.UK,21.12,Communities & Service Support-Libraries Info & Tourism
2017-06-26,AMAZON.CO.UK,29.75,Communities & Service Support-Sport & Leisure Management DSO
2017-05-16,AMAZON.CO.UK,4.08,Communities & Service Support-Customer Services and Communications
2017-05-30,AMAZON.CO.UK,14.95,Communities & Service Support-Museums & Arts
2017-06-02,AMAZON.CO.UK,28.00,Children and Young People-Childrens Care Services
2017-06-09,AMAZON.CO.UK,8.92,Deputy Chief Executive-ICT Services
2017-05-18,AMZ*AMAZON.CO.UK +44 207,11.20,Communities & Service Support-Libraries Info & Tourism
2017-05-26,AMZ*Rankie-Direct,12.20,Children and Young People-Childrens Services Unit
2017-06-25,ARGOS HALIFAX INSI,14.98,Children and Young People-Childrens Care Services
2017-06-16,ARGOS LTD,66.66,Children and Young People-Childrens Care Services
2017-05-17,ARGOS LTD,38.31,Children and Young People-Childrens Care Services
2017-05-25,ARGOS LTD,33.32,"Adults, Health and Social Care-Adult Health & Social Care"
2017-05-30,ARGOS LTD,9.99,Children and Young People-Childrens Care Services
2017-06-16,ARGOS LTD,21.65,Children and Young People-Childrens Care Services
2017-04-24,ARGOS RETAIL GROUP,119.99,Children and Young People-Childrens Care Services
2017-06-27,ARGOS RETAIL GROUP,24.98,Children and Young People-Childrens Services Unit
2017-05-31,ARGOS RETAIL GROUP,47.90,"Adults, Health and Social Care-Adult Health & Social Care"
2017-05-18,ARGOS RETAIL GROUP,50.00,"Adults, Health and Social Care-Adult Health & Social Care"
2017-05-19,ARGOS RETAIL GROUP,12.50,"Adults, Health and Social Care-Adult Health & Social Care"
2017-06-21,ARGOS RETAIL GROUP,14.99,Children and Young People-Childrens Care Services
2017-06-05,ASDA STORE,7.07,Children and Young People-Childrens Care Services
2017-06-08,ASDA STORE,64.92,Children and Young People-Childrens Care Services
2017-05-27,ASDA STORE,3.33,Communities & Service Support-Museums & Arts
2017-05-30,ASDA STORE,2.92,Communities & Service Support-Museums & Arts
2017-06-05,ASDA STORE,1.50,Communities & Service Support-Museums & Arts
2017-04-30,ASDA STORE,30.07,Communities & Service Support-Museums & Arts
2017-05-09,ASDA STORE,1.61,Communities & Service Support-Museums & Arts
2017-05-11,ASDA STORE,9.70,Communities & Service Support-Museums & Arts
2017-05-11,ASDA STORE,2.49,Communities & Service Support-Museums & Arts
2017-05-23,ASDA STORE,2.08,Communities & Service Support-Museums & Arts
2017-04-28,ASDA STORE,6.85,Communities & Service Support-Community Safety & Support
2017-05-29,ASDA STORE,122.54,Children and Young People-Childrens Care Services
2017-05-29,ASDA STORE,18.96,Children and Young People-Childrens Care Services
2017-05-29,ASDA STORE,15.00,Children and Young People-Childrens Care Services
2017-05-29,ASDA STORE,6.67,Children and Young People-Childrens Care Services
2017-06-04,ASDA STORE,109.72,Children and Young People-Childrens Care Services
2017-06-11,ASDA STORE,76.23,Children and Young People-Childrens Care Services
2017-06-26,ASDA STORE,19.50,Children and Young People-Childrens Care Services
2017-06-26,ASDA STORE,14.10,Children and Young People-Childrens Care Services
2017-06-01,ASDA STORE,51.64,Children and Young People-Childrens Care Services
2017-06-01,ASDA STORE,12.08,Children and Young People-Childrens Care Services
2017-05-02,ASDA STORE,1.04,Children and Young People-Childrens Care Services
2017-05-04,ASDA STORE,11.66,Children and Young People-Childrens Care Services
2017-05-10,ASDA STORE,13.00,Children and Young People-Childrens Care Services
2017-05-31,ASDA STORE,77.80,"Adults, Health and Social Care-Adult Health & Social Care"
2017-06-05,ASDA STORE,159.57,Communities & Service Support-Libraries Info & Tourism
2017-06-20,ASDA STORE,53.92,Communities & Service Support-Libraries Info & Tourism
2017-05-23,ASDA STORE,9.07,Communities & Service Support-Community Safety & Support
2017-06-10,ASDA STORE,4.74,Children and Young People-Children and Young People's Serv - Central Depts.
2017-05-11,ASDA STORE,13.20,Children and Young People-Children and Young People's Serv - Central Depts.
2017-05-19,ASDA STORE,11.67,"Adults, Health and Social Care-Adult Health & Social Care"
2017-05-30,ASDA STORE,2.50,Children and Young People-Childrens Care Services
2017-06-15,ASDA STORE,36.95,Children and Young People-Childrens Care Services
2017-06-15,ASDA STORE,8.41,Children and Young People-Childrens Care Services
2017-06-18,ASDA STORE,19.80,Children and Young People-Childrens Care Services
2017-06-24,ASDA STORE,5.83,Children and Young People-Childrens Care Services
2017-06-09,ASDA STORE,11.67,Children and Young People-Childrens Care Services
2017-06-10,ASDA STORE,5.86,Children and Young People-Childrens Care Services
2017-06-10,ASDA STORE,4.00,Children and Young People-Childrens Care Services
2017-06-19,ASDA STORE,137.79,Children and Young People-Childrens Care Services
2017-06-19,ASDA STORE,4.25,Children and Young People-Childrens Care Services
2017-06-22,ASDA STORE,14.21,Children and Young People-Childrens Care Services
2017-05-26,ASDA STORE,34.08,Children and Young People-Childrens Care Services
2017-05-26,ASDA STORE,13.33,Children and Young People-Childrens Care Services
2017-05-29,ASDA STORE,131.42,Children and Young People-Childrens Care Services
2017-06-01,ASDA STORE,57.43,Children and Young People-Childrens Care Services
2017-06-01,ASDA STORE,12.08,Children and Young People-Childrens Care Services
2017-06-04,ASDA STORE,27.58,Children and Young People-Childrens Care Services
2017-06-07,ASDA STORE,23.61,Children and Young People-Childrens Care Services
2017-06-16,ASDA STORE,12.71,Children and Young People-Childrens Care Services
2017-06-20,ASDA STORE,15.00,Children and Young People-Childrens Care Services
2017-05-28,ASDA STORE,29.53,Children and Young People-Childrens Care Services
2017-06-05,ASDA STORE,20.83,Children and Young People-Childrens Care Services
2017-06-07,ASDA STORE,52.30,Children and Young People-Childrens Care Services
2017-06-18,ASDA STORE,76.15,Children and Young People-Childrens Care Services
2017-06-21,ASDA STORE,37.36,Children and Young People-Childrens Care Services
2017-06-03,ASDA STORE,21.94,Children and Young People-Childrens Care Services
2017-06-05,ASDA STORE,5.00,Children and Young People-Childrens Care Services
2017-06-05,ASDA STORE,3.00,Children and Young People-Childrens Care Services
2017-06-06,ASDA STORE,3.00,Children and Young People-Childrens Care Services
2017-06-08,ASDA STORE,1.10,Children and Young People-Childrens Care Services
2017-06-11,ASDA STORE,31.81,Children and Young People-Childrens Care Services
2017-06-11,ASDA STORE,4.58,Children and Young People-Childrens Care Services
2017-06-23,ASDA STORE,4.17,Children and Young People-Childrens Care Services
2017-05-02,ASDA STORE,15.00,Children and Young People-Childrens Care Services
2017-05-08,ASDA STORE,49.22,Children and Young People-Childrens Care Services
2017-05-08,ASDA STORE,8.33,Children and Young People-Childrens Care Services
2017-05-08,ASDA STORE,2.50,Children and Young People-Childrens Care Services
2017-05-17,ASDA STORE,2.08,Children and Young People-Childrens Care Services
2017-05-23,ASDA STORE,2.50,Children and Young People-Childrens Care Services
2017-04-10,ASDA STORE,4.60,Children and Young People-Children and Young People's Serv - Central Depts.
2017-04-18,ASDA STORE,57.84,Children and Young People-Children and Young People's Serv - Central Depts.
2017-04-18,ASDA STORE,5.28,Children and Young People-Children and Young People's Serv - Central Depts.
2017-06-19,ASDA STORE,9.80,Communities & Service Support-Community Safety & Support
2017-04-15,ASDA STORE,159.83,Communities & Service Support-Sport & Leisure Management DSO
2017-04-15,ASDA STORE,144.67,Communities & Service Support-Sport & Leisure Management DSO
2017-05-04,ASDA STORES,20.52,Children and Young People-Childrens Care Services
2017-06-07,ASDA STORES 5819,17.62,Children and Young People-Childrens Care Services
2017-06-12,ASDA SUPERSTORE,34.28,Children and Young People-Schools and Children's Services - Non-School
2017-06-12,ASDA SUPERSTORE,14.00,Children and Young People-Schools and Children's Services - Non-School
2017-06-25,ASDA SUPERSTORE,24.01,Children and Young People-Schools and Children's Services - Non-School
2017-06-25,ASDA SUPERSTORE,30.15,Children and Young People-Schools and Children's Services - Non-School
2017-05-01,ASDA SUPERSTORE,29.72,Children and Young People-Schools and Children's Services - Non-School
2017-06-17,Amazon Prime,7.99,Children and Young People-Children and Young People's Serv - Central Depts.
2017-06-13,Amazon Svcs Europe SAR,18.38,Communities & Service Support-Libraries Info & Tourism
2017-06-20,Amazon Svcs Europe SAR,28.84,Communities & Service Support-Libraries Info & Tourism
2017-06-19,Amazon Svcs Europe SAR,31.22,Communities & Service Support-Sport & Leisure Management DSO
2017-06-02,Amazon UK Marketplace,7.44,Children and Young People-Childrens Care Services
2017-06-08,Amazon UK Marketplace,58.17,Children and Young People-Childrens Care Services
2017-06-08,Amazon UK Marketplace,52.35,Children and Young People-Childrens Care Services
2017-06-12,Amazon UK Marketplace,34.90,Children and Young People-Childrens Care Services
2017-05-12,Amazon UK Marketplace,3.29,Children and Young People-Childrens Care Services
2017-05-16,Amazon UK Marketplace,33.32,Children and Young People-Childrens Care Services
2017-05-17,Amazon UK Marketplace,16.67,Children and Young People-Childrens Care Services
2017-05-18,Amazon UK Marketplace,18.99,Children and Young People-Childrens Care Services
2017-04-24,Amazon UK Marketplace,28.21,Communities & Service Support-Sport & Leisure Management DSO
2017-04-20,Amazon UK Marketplace,9.15,Children and Young People-Childrens Care Services
2017-04-28,Amazon UK Marketplace,17.75,Communities & Service Support-Libraries Info & Tourism
2017-05-03,Amazon UK Marketplace,17.48,Communities & Service Support-Libraries Info & Tourism
2017-05-03,Amazon UK Marketplace,18.80,Communities & Service Support-Libraries Info & Tourism
2017-05-08,Amazon UK Marketplace,18.48,Communities & Service Support-Libraries Info & Tourism
2017-05-10,Amazon UK Marketplace,7.84,Communities & Service Support-Libraries Info & Tourism
2017-05-10,Amazon UK Marketplace,18.49,Communities & Service Support-Libraries Info & Tourism
2017-05-13,Amazon UK Marketplace,2.81,Communities & Service Support-Libraries Info & Tourism
2017-05-15,Amazon UK Marketplace,3.67,Communities & Service Support-Libraries Info & Tourism
2017-05-19,Amazon UK Marketplace,2.81,Communities & Service Support-Libraries Info & Tourism
2017-05-23,Amazon UK Marketplace,8.30,Communities & Service Support-Libraries Info & Tourism
2017-05-24,Amazon UK Marketplace,2.81,Communities & Service Support-Libraries Info & Tourism
2017-06-05,Amazon UK Marketplace,3.30,Communities & Service Support-Museums & Arts
2017-06-13,Amazon UK Marketplace,5.30,Communities & Service Support-Recreation & Support
2017-06-21,Amazon UK Marketplace,16.19,Communities & Service Support-Recreation & Support
2017-06-12,Amazon UK Marketplace,24.98,Communities & Service Support-Museums & Arts
2017-06-19,Amazon UK Marketplace,37.49,Communities & Service Support-Museums & Arts
2017-06-21,Amazon UK Marketplace,17.65,Communities & Service Support-Museums & Arts
2017-06-01,Amazon UK Marketplace,9.14,Children and Young People-Schools and Children's Services - Non-School
2017-05-21,Amazon UK Marketplace,2.96,Children and Young People-Childrens Care Services
2017-04-28,Amazon UK Marketplace,2.99,Children and Young People-Children and Young People's Serv - Central Depts.
2017-05-10,Amazon UK Marketplace,16.65,Children and Young People-Children and Young People's Serv - Central Depts.
2017-06-08,Amazon UK Marketplace,20.79,Deputy Chief Executive-ICT Services
2017-06-11,Amazon UK Marketplace,16.45,Communities & Service Support-Community Safety & Support
2017-06-12,Amazon UK Marketplace,8.99,Communities & Service Support-Libraries Info & Tourism
2017-06-12,Amazon UK Marketplace,56.26,Communities & Service Support-Libraries Info & Tourism
2017-06-12,Amazon UK Marketplace,8.99,Communities & Service Support-Libraries Info & Tourism
2017-06-12,Amazon UK Marketplace,62.49,Communities & Service Support-Libraries Info & Tourism
2017-06-12,Amazon UK Marketplace,39.00,Communities & Service Support-Libraries Info & Tourism
2017-06-12,Amazon UK Marketplace,3.29,Communities & Service Support-Libraries Info & Tourism
2017-06-13,Amazon UK Marketplace,2.18,Communities & Service Support-Libraries Info & Tourism
2017-06-08,Amazon UK Marketplace,5.99,Communities & Service Support-Libraries Info & Tourism
2017-06-13,Amazon UK Marketplace,15.99,Communities & Service Support-Libraries Info & Tourism
2017-06-17,Amazon UK Marketplace,19.60,Communities & Service Support-Libraries Info & Tourism
2017-06-19,Amazon UK Marketplace,4.38,Communities & Service Support-Libraries Info & Tourism
2017-06-05,Amazon UK Marketplace,30.54,Communities & Service Support-Libraries Info & Tourism
2017-06-05,Amazon UK Marketplace,10.75,Communities & Service Support-Libraries Info & Tourism
2017-06-06,Amazon UK Marketplace,29.48,Communities & Service Support-Libraries Info & Tourism
2017-06-19,Amazon UK Marketplace,8.84,Communities & Service Support-Libraries Info & Tourism
2017-06-20,Amazon UK Marketplace,18.80,Communities & Service Support-Libraries Info & Tourism
2017-06-20,Amazon UK Marketplace,2.81,Communities & Service Support-Libraries Info & Tourism
2017-06-20,Amazon UK Marketplace,2.85,Communities & Service Support-Libraries Info & Tourism
2017-06-20,Amazon UK Marketplace,2.81,Communities & Service Support-Libraries Info & Tourism
2017-06-21,Amazon UK Marketplace,5.69,Communities & Service Support-Libraries Info & Tourism
2017-06-22,Amazon UK Marketplace,3.78,Communities & Service Support-Libraries Info & Tourism
2017-06-22,Amazon UK Marketplace,2.81,Communities & Service Support-Libraries Info & Tourism
2017-06-22,Amazon UK Marketplace,28.22,Communities & Service Support-Libraries Info & Tourism
2017-06-01,Amazon UK Marketplace,2.81,Communities & Service Support-Libraries Info & Tourism
2017-06-13,Amazon UK Marketplace,2.81,Communities & Service Support-Libraries Info & Tourism
2017-06-13,Amazon UK Marketplace,2.81,Communities & Service Support-Libraries Info & Tourism
2017-05-30,Amazon UK Marketplace,22.26,Communities & Service Support-Sport & Leisure Management DSO
2017-05-21,Amazon UK Marketplace,9.16,Communities & Service Support-Customer Services and Communications
2017-06-09,Amazon UK Marketplace,70.81,Communities & Service Support-Museums & Arts
2017-06-23,Amazon UK Marketplace,13.65,Children and Young People-Childrens Services Unit
2017-06-23,Amazon UK Marketplace,18.30,Children and Young People-Childrens Services Unit
2017-05-06,Amazon UK Marketplace,43.96,Economy and Environment-Transport Services
2017-06-26,Amazon UK Marketplace,18.69,Children and Young People-Childrens Care Services
2017-06-01,Amazon UK Marketplace,28.49,Communities & Service Support-Museums & Arts
2017-06-07,Amazon UK Marketplace,79.98,Communities & Service Support-Museums & Arts
2017-05-05,Amazon UK Marketplace,2.41,Deputy Chief Executive-ICT Services
2017-04-23,Amazon UK Marketplace,8.32,Deputy Chief Executive-ICT Services
2017-05-29,Amazon UK Retail,26.49,Children and Young People-Childrens Care Services
2017-05-04,Amazon UK Retail,18.74,Children and Young People-Childrens Care Services
2017-05-12,Amazon UK Retail,47.75,Communities & Service Support-Libraries Info & Tourism
2017-05-16,Amazon UK Retail,19.26,Communities & Service Support-Libraries Info & Tourism
2017-05-22,Amazon UK Retail,31.49,Communities & Service Support-Libraries Info & Tourism
2017-05-24,Amazon UK Retail,27.04,Communities & Service Support-Libraries Info & Tourism
2017-06-02,Amazon UK Retail,10.05,Communities & Service Support-Museums & Arts
2017-06-08,Amazon UK Retail,19.23,Children and Young People-Schools and Children's Services - Non-School
2017-05-19,Amazon UK Retail,42.88,Children and Young People-Children and Young People's Serv - Central Depts.
2017-06-05,Amazon UK Retail,24.99,Communities & Service Support-Libraries Info & Tourism
2017-06-08,Amazon UK Retail,41.65,Communities & Service Support-Libraries Info & Tourism
2017-06-08,Amazon UK Retail,19.20,Communities & Service Support-Libraries Info & Tourism
2017-06-15,Amazon UK Retail,16.66,Communities & Service Support-Libraries Info & Tourism
2017-06-25,Amazon UK Retail,29.06,Communities & Service Support-Libraries Info & Tourism
2017-05-29,Amazon UK Retail,4.94,Communities & Service Support-Libraries Info & Tourism
2017-06-01,Amazon UK Retail,12.74,Communities & Service Support-Libraries Info & Tourism
2017-06-04,Amazon UK Retail,24.13,Communities & Service Support-Libraries Info & Tourism
2017-06-04,Amazon UK Retail,45.45,Communities & Service Support-Libraries Info & Tourism
2017-06-04,Amazon UK Retail,13.59,Communities & Service Support-Libraries Info & Tourism
2017-06-05,Amazon UK Retail,8.01,Communities & Service Support-Libraries Info & Tourism
2017-06-07,Amazon UK Retail,13.23,Communities & Service Support-Libraries Info & Tourism
2017-06-08,Amazon UK Retail,12.84,Communities & Service Support-Libraries Info & Tourism
2017-06-08,Amazon UK Retail,19.98,Communities & Service Support-Libraries Info & Tourism
2017-06-09,Amazon UK Retail,68.00,Communities & Service Support-Libraries Info & Tourism
2017-06-11,Amazon UK Retail,20.38,Communities & Service Support-Libraries Info & Tourism
2017-06-19,Amazon UK Retail,10.00,Communities & Service Support-Libraries Info & Tourism
2017-06-20,Amazon UK Retail,49.34,Communities & Service Support-Libraries Info & Tourism
2017-06-22,Amazon UK Retail,46.56,Communities & Service Support-Libraries Info & Tourism
2017-06-23,Amazon UK Retail,8.99,Communities & Service Support-Libraries Info & Tourism
2017-06-01,Amazon UK Retail,6.99,Communities & Service Support-Libraries Info & Tourism
2017-06-03,Amazon UK Retail,11.03,Communities & Service Support-Libraries Info & Tourism
2017-06-03,Amazon UK Retail,9.50,Communities & Service Support-Libraries Info & Tourism
2017-06-21,Amazon UK Retail,10.03,Children and Young People-Childrens Care Services
2017-06-22,Amazon UK Retail,15.49,Children and Young People-Childrens Care Services
2017-06-17,Amazon UK Retail,20.19,Children and Young People-Childrens Services Unit
2017-07-20,Amazon UK Retail,11.23,Deputy Chief Executive-ICT Services
2017-04-30,B & M RETAIL,3.99,Children and Young People-Schools and Children's Services - Non-School
2017-06-28,B & M RETAIL,12.48,Communities & Service Support-Recreation & Support
2017-05-12,B & Q 1371,16.25,Communities & Service Support-Safer Cleaner Greener
2017-06-01,B & Q 1371,18.42,"Adults, Health and Social Care-Adult Health & Social Care"
2017-06-02,B & Q 1371,31.67,"Adults, Health and Social Care-Adult Health & Social Care"
2017-06-08,B & Q 1371,15.15,"Adults, Health and Social Care-Adult Health & Social Care"
2017-06-09,B & Q 1371,28.02,"Adults, Health and Social Care-Adult Health & Social Care"
2017-06-19,B & Q 1371,18.33,"Adults, Health and Social Care-Adult Health & Social Care"
2017-06-19,B & Q 1371,25.81,"Adults, Health and Social Care-Adult Health & Social Care"
2017-06-20,B & Q 1371,24.11,"Adults, Health and Social Care-Adult Health & Social Care"
2017-06-22,B & Q 1371,38.33,"Adults, Health and Social Care-Adult Health & Social Care"
2017-06-23,B & Q 1371,11.32,"Adults, Health and Social Care-Adult Health & Social Care"
2017-06-27,B & Q 1371,31.48,"Adults, Health and Social Care-Adult Health & Social Care"
2017-06-26,B & Q 1371,43.11,Children and Young People-Childrens Care Services
2017-06-24,B & Q 1371,5.70,Children and Young People-Childrens Care Services
2017-06-01,B&M RETAIL LTD,65.38,Children and Young People-Childrens Care Services
2017-06-06,B&M RETAIL LTD,27.34,Children and Young People-Childrens Care Services
2017-06-06,B&M RETAIL LTD,7.89,Children and Young People-Childrens Care Services
2017-06-17,B&M RETAIL LTD,7.51,Children and Young People-Childrens Care Services
2017-06-17,B&M RETAIL LTD,4.98,Children and Young People-Childrens Care Services
2017-06-23,B&M RETAIL LTD,45.87,Children and Young People-Childrens Care Services
2017-05-11,BAPP INDUSTRIAL SU,4.80,Communities & Service Support-Safer Cleaner Greener
2017-05-12,BAPP INDUSTRIAL SU,11.67,Communities & Service Support-Safer Cleaner Greener
2017-04-26,BBN SUTCLIFFE,3.37,Communities & Service Support-Safer Cleaner Greener
2017-06-05,BIRMINGHAMTELECOM,50.94,Deputy Chief Executive-Human Resources
2017-06-08,BLS*GREENTRAMSOFTWARE,120.00,Economy and Environment-Planning & Building Control
2017-06-23,BODYCARE,10.75,Children and Young People-Childrens Care Services
2017-06-03,BODYCARE,8.12,Children and Young People-Childrens Care Services
2017-05-20,BODYCARE,5.80,Children and Young People-Childrens Care Services
2017-06-01,BOOTS 5072,6.90,Children and Young People-Childrens Care Services
2017-06-14,BOOTS 5072,10.00,Children and Young People-Childrens Care Services
2017-06-27,BRADFORD BROADWAY,1.67,Children and Young People-Childrens Care Services
2017-06-07,BREWERS FAYRE 40521550,4.17,Children and Young People-Childrens Care Services
2017-06-12,BRIGGS PRIESTLEY LIMITED,60.00,Communities & Service Support-Sport & Leisure Management DSO
2017-06-06,BRIGGS PRIESTLEY LIMITED,79.80,Communities & Service Support-Museums & Arts
2017-06-16,BRIGHOUSE POOL,2.45,Children and Young People-Childrens Care Services
2017-07-11,BRITISH STANDARDS,75.00,Communities & Service Support-Sport & Leisure Management DSO
2017-05-12,BROOKES CLEANERS,9.58,Chief Executive's Office-Law & Administration Service
2017-05-16,BROOKES CLEANERS,12.50,Chief Executive's Office-Law & Administration Service
2017-06-19,BT BILL PAYMENT 2,48.99,Children and Young People-Childrens Care Services
2017-06-24,BURGER KING HALIFAX,8.88,Children and Young People-Childrens Care Services
2017-06-10,C.E.X LIMITED,1.00,Children and Young People-Childrens Care Services
2017-06-27,CABLES 2 U LTD,30.09,Children and Young People-Schools and Children's Services - Non-School
2017-06-24,CAFE PASSION,17.00,Children and Young People-Childrens Care Services
2017-06-24,CAFE PASSION,11.50,Children and Young People-Childrens Care Services
2017-05-27,CAFE PASSION,34.50,Children and Young People-Childrens Care Services
2017-06-27,CALDER VALLEY AGRICULTURA,47.60,Communities & Service Support-Safer Cleaner Greener
2017-06-19,CALDERDALE MBC,39.92,Children and Young People-Childrens Care Services
2017-05-12,CALDERDALE MBC,15.00,"Adults, Health and Social Care-Adult Health & Social Care"
2017-05-26,CALDERDALE METROPOLITAN,5.00,Communities & Service Support-Libraries Info & Tourism
2017-05-26,CALDERDALE METROPOLITAN,5.00,Communities & Service Support-Libraries Info & Tourism
2017-05-12,CARPET MILL,75.00,Children and Young People-Childrens Care Services
2017-05-26,CENTRAL BOOKS LTD,3.15,Children and Young People-Children and Young People's Serv - Central Depts.
2017-06-09,CERTIFIKATI.GOV.MT,19.33,Children and Young People-Childrens Care Services
2017-05-05,CHARLES WATSON (IRON),36.00,Communities & Service Support-Safer Cleaner Greener
2017-06-23,CMBC MOTO,20.00,"Adults, Health and Social Care-Adult Health & Social Care"
2017-06-14,CMS,248.08,Deputy Chief Executive-ICT Services
2017-06-13,COBBLESTONES BAR & GRI,5.53,Children and Young People-Childrens Care Services
2017-06-20,COBBLESTONES BAR & GRI,6.37,Children and Young People-Childrens Care Services
2017-06-27,COBBLESTONES BAR & GRI,5.83,Children and Young People-Childrens Care Services
2017-05-29,COFFEE CULTURE CATERING,7.29,Children and Young People-Childrens Care Services
2017-06-07,COSTA COFFEE,5.68,Children and Young People-Childrens Care Services
2017-06-16,COSTA COFFEE,5.13,Children and Young People-Childrens Care Services
2017-06-19,COSTA COFFEE,4.05,Children and Young People-Childrens Care Services
2017-06-22,COSTA COFFEE,4.64,Children and Young People-Childrens Care Services
2017-06-26,COSTA COFFEE,4.23,Children and Young People-Childrens Care Services
2017-05-26,COSTA COFFEE,5.28,Children and Young People-Childrens Care Services
2017-05-26,COSTA COFFEE,7.47,Children and Young People-Childrens Care Services
2017-06-01,COSTA COFFEE,5.91,Children and Young People-Childrens Care Services
2017-06-06,COSTA COFFEE,6.52,Children and Young People-Childrens Care Services
2017-06-12,COSTA COFFEE,6.50,Children and Young People-Childrens Care Services
2017-06-26,COSTA COFFEE,13.10,Children and Young People-Childrens Care Services
2017-05-23,CPR SKIPS,111.67,Children and Young People-Childrens Care Services
2017-06-21,CTS IRONMONGERY LTD,79.74,Children and Young People-Childrens Care Services
2017-05-26,DAVID BROSTER LTD,7.40,Children and Young People-Childrens Care Services
2017-05-09,DSA,115.00,Economy and Environment-Transport Services
2017-05-09,DSA,115.00,Economy and Environment-Transport Services
2017-06-06,DSA THEORY TEST,26.00,Economy and Environment-Transport Services
2017-05-23,DSA THEORY TEST,11.00,Economy and Environment-Transport Services
2017-05-23,DSA THEORY TEST,26.00,Economy and Environment-Transport Services
