Payment Date,Benificiary Name,Amount,Organisational Unit
2016-04-22,ARGOS LTD,80.79,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-27,ARGOS LTD,6.66,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-14,ARGOS LTD,10.82,Children and Young People-Childrens Care Services
2016-04-21,ARGOS LTD,24.99,Children and Young People-Schools and Children's Services - Non-School
2016-04-21,ARGOS LTD,41.66,Children and Young People-Childrens Care Services
2016-04-21,ARGOS LTD,26.66,Children and Young People-Childrens Care Services
2016-03-07,ARGOS LTD,54.11,Communities & Service Support-Sport & Countryside
2016-04-14,ARGOS RETAIL GROUP,14.57,Children and Young People-Childrens Care Services
2016-04-07,ARGOS RETAIL GROUP,62.44,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-21,ARGOS RETAIL GROUP,326.60,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-22,ARGOS RETAIL GROUP,149.99,Children and Young People-Childrens Care Services
2016-04-25,ARGOS RETAIL GROUP,234.99,Children and Young People-Childrens Care Services
2016-04-18,ARGOS RETAIL GROUP,24.16,"Adults, Health and Social Care-Adult Health & Social Care"
2016-03-30,ARTHUR WALTON LTD,64.18,Children and Young People-Childrens Care Services
2016-04-15,ASDA STORE,130.00,Communities & Service Support-Community Services - Community Engagemt & Cohesion
2016-04-15,ASDA STORE,20.00,Communities & Service Support-Community Services - Community Engagemt & Cohesion
2016-04-11,ASDA STORE,48.04,Children and Young People-Childrens Care Services
2016-04-11,ASDA STORE,11.67,Children and Young People-Childrens Care Services
2016-04-14,ASDA STORE,42.72,Children and Young People-Childrens Care Services
2016-04-14,ASDA STORE,11.67,Children and Young People-Childrens Care Services
2016-04-21,ASDA STORE,58.72,Children and Young People-Childrens Care Services
2016-04-24,ASDA STORE,53.33,Children and Young People-Childrens Care Services
2016-04-25,ASDA STORE,4.60,Children and Young People-Childrens Care Services
2016-04-06,ASDA STORE,11.35,Children and Young People-Children and Young People's Serv - Central Depts.
2016-04-14,ASDA STORE,8.35,Children and Young People-Children and Young People's Serv - Central Depts.
2016-04-23,ASDA STORE,5.82,Children and Young People-Childrens Care Services
2016-04-22,ASDA STORE,21.29,Children and Young People-Childrens Care Services
2016-04-04,ASDA STORE,61.06,Children and Young People-Childrens Care Services
2016-04-13,ASDA STORE,20.49,Children and Young People-Childrens Care Services
2016-04-20,ASDA STORE,175.02,Children and Young People-Childrens Care Services
2016-04-07,ASDA STORE,8.58,Children and Young People-Childrens Care Services
2016-04-09,ASDA STORE,32.28,Children and Young People-Childrens Care Services
2016-04-09,ASDA STORE,4.33,Children and Young People-Childrens Care Services
2016-04-25,ASDA STORE,5.83,Children and Young People-Childrens Care Services
2016-04-20,ASDA STORE,37.47,Children and Young People-Childrens Care Services
2016-04-26,ASDA STORE,17.49,Children and Young People-Childrens Care Services
2016-04-26,ASDA STORE,16.67,Children and Young People-Childrens Care Services
2016-04-26,ASDA STORE,4.17,Children and Young People-Childrens Care Services
2016-04-04,ASDA STORE,50.84,Children and Young People-Childrens Care Services
2016-04-06,ASDA STORE,39.17,Children and Young People-Childrens Care Services
2016-04-07,ASDA STORE,59.21,Children and Young People-Childrens Care Services
2016-04-07,ASDA STORE,5.09,Children and Young People-Childrens Care Services
2016-04-06,ASDA STORE,26.54,Children and Young People-Childrens Care Services
2016-04-21,Amazon Prime,79.00,Children and Young People-Schools and Children's Services - Non-School
2016-04-26,Amazon Prime,79.00,Children and Young People-Schools and Children's Services - Non-School
2016-03-31,Amazon Svcs Europe SAR,4.80,Communities & Service Support-Libraries Info & Tourism
2016-03-30,Amazon Svcs Europe SAR,8.81,Communities & Service Support-Libraries Info & Tourism
2016-03-30,Amazon Svcs Europe SAR,21.46,Communities & Service Support-Libraries Info & Tourism
2016-03-29,Amazon UK Marketplace,4.93,Communities & Service Support-Libraries Info & Tourism
2016-03-30,Amazon UK Marketplace,49.20,Communities & Service Support-Libraries Info & Tourism
2016-03-30,Amazon UK Marketplace,92.61,Communities & Service Support-Libraries Info & Tourism
2016-04-14,Amazon UK Marketplace,2.81,Communities & Service Support-Libraries Info & Tourism
2016-04-15,Amazon UK Marketplace,7.84,Communities & Service Support-Customer Services and Communications
2016-04-06,Amazon UK Marketplace,2.48,Chief Executive's Office-Law & Administration Service
2016-04-14,Amazon UK Marketplace,3.32,Children and Young People-Schools and Children's Services - Non-School
2016-04-05,Amazon UK Marketplace,10.84,Children and Young People-Childrens Care Services
2016-04-12,Amazon UK Marketplace,8.40,Children and Young People-Childrens Care Services
2016-04-12,Amazon UK Marketplace,10.73,Children and Young People-Childrens Care Services
2016-04-22,Amazon UK Marketplace,6.66,Children and Young People-Childrens Care Services
2016-04-22,Amazon UK Marketplace,9.95,Children and Young People-Childrens Care Services
2016-04-26,Amazon UK Marketplace,3.22,Children and Young People-Childrens Care Services
2016-03-31,Amazon UK Marketplace,17.90,"Adults, Health and Social Care-Adult Health & Social Care"
2016-03-29,Amazon UK Marketplace,14.16,Communities & Service Support-Museums & Arts
2016-04-12,Amazon UK Marketplace,13.60,Communities & Service Support-Libraries Info & Tourism
2016-04-19,Amazon UK Marketplace,3.20,Communities & Service Support-Libraries Info & Tourism
2016-04-19,Amazon UK Marketplace,6.95,Communities & Service Support-Libraries Info & Tourism
2016-04-19,Amazon UK Marketplace,3.05,Children and Young People-Childrens Care Services
2016-04-13,Amazon UK Marketplace,8.14,Children and Young People-Childrens Care Services
2016-04-14,Amazon UK Marketplace,4.35,Children and Young People-Childrens Care Services
2016-04-22,Amazon UK Marketplace,7.40,Children and Young People-Schools and Children's Services - Non-School
2016-03-30,Amazon UK Marketplace,25.98,Chief Executive's Office-Public Health
2016-04-20,Amazon UK Marketplace,2.05,Children and Young People-Childrens Care Services
2016-03-30,Amazon UK Marketplace,2.81,Communities & Service Support-Libraries Info & Tourism
2016-03-30,Amazon UK Marketplace,6.56,Communities & Service Support-Libraries Info & Tourism
2016-03-31,Amazon UK Marketplace,10.80,Communities & Service Support-Libraries Info & Tourism
2016-03-31,Amazon UK Marketplace,8.60,Communities & Service Support-Libraries Info & Tourism
2016-04-02,Amazon UK Marketplace,11.79,Communities & Service Support-Libraries Info & Tourism
2016-04-15,Amazon UK Marketplace,5.83,Communities & Service Support-Libraries Info & Tourism
2016-04-07,Amazon UK Marketplace,16.67,Communities & Service Support-Sport & Leisure Management DSO
2016-03-29,Amazon UK Retail,32.74,Communities & Service Support-Libraries Info & Tourism
2016-04-01,Amazon UK Retail,36.33,Communities & Service Support-Libraries Info & Tourism
2016-04-07,Amazon UK Retail,39.87,Communities & Service Support-Libraries Info & Tourism
2016-04-10,Amazon UK Retail,14.92,Communities & Service Support-Libraries Info & Tourism
2016-04-08,Amazon UK Retail,14.99,Communities & Service Support-Customer Services and Communications
2016-04-14,Amazon UK Retail,62.30,Communities & Service Support-Customer Services and Communications
2016-04-25,Amazon UK Retail,18.69,Children and Young People-Childrens Care Services
2016-04-27,Amazon UK Retail,116.66,Children and Young People-Childrens Care Services
2016-03-30,Amazon UK Retail,18.34,Children and Young People-Childrens Services Unit
2016-04-19,Amazon UK Retail,49.48,Children and Young People-Childrens Services Unit
2016-04-20,Amazon UK Retail,185.48,Children and Young People-Childrens Services Unit
2016-03-30,Amazon UK Retail,9.15,Communities & Service Support-Museums & Arts
2016-03-29,Amazon UK Retail,4.17,Communities & Service Support-Libraries Info & Tourism
2016-03-30,Amazon UK Retail,8.19,Communities & Service Support-Libraries Info & Tourism
2016-04-03,Amazon UK Retail,18.33,Communities & Service Support-Libraries Info & Tourism
2016-04-09,Amazon UK Retail,33.33,Communities & Service Support-Libraries Info & Tourism
2016-04-18,Amazon UK Retail,8.71,Communities & Service Support-Libraries Info & Tourism
2016-04-12,Amazon UK Retail,11.41,Children and Young People-Childrens Care Services
2016-03-30,Amazon UK Retail,16.98,Communities & Service Support-Libraries Info & Tourism
2016-03-31,Amazon UK Retail,22.03,Communities & Service Support-Libraries Info & Tourism
2016-04-02,Amazon UK Retail,7.99,Communities & Service Support-Libraries Info & Tourism
2016-04-02,Amazon UK Retail,35.14,Communities & Service Support-Libraries Info & Tourism
2016-04-02,Amazon UK Retail,32.93,Communities & Service Support-Libraries Info & Tourism
2016-04-06,Amazon UK Retail,10.36,Communities & Service Support-Libraries Info & Tourism
2016-04-06,Amazon UK Retail,5.99,Communities & Service Support-Libraries Info & Tourism
2016-04-06,Amazon UK Retail,7.99,Communities & Service Support-Libraries Info & Tourism
2016-04-06,Amazon UK Retail,16.98,Communities & Service Support-Libraries Info & Tourism
2016-04-06,Amazon UK Retail,35.67,Communities & Service Support-Libraries Info & Tourism
2016-04-12,Amazon UK Retail,21.06,Communities & Service Support-Libraries Info & Tourism
2016-04-13,Amazon UK Retail,17.98,Communities & Service Support-Libraries Info & Tourism
2016-04-18,Amazon UK Retail,37.84,Communities & Service Support-Libraries Info & Tourism
2016-04-20,Amazon UK Retail,70.66,Communities & Service Support-Libraries Info & Tourism
2016-04-26,Amazon UK Retail,14.35,Children and Young People-Childrens Care Services
2016-04-04,B AND Q 1371,7.50,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-07,B AND Q 1371,23.03,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-18,B AND Q 1371,17.50,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-27,B AND Q 1371,7.69,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-15,B AND Q 1371,8.33,Children and Young People-Childrens Care Services
2016-03-30,B AND Q 1371,14.70,Communities & Service Support-Safer Cleaner Greener
2016-04-04,B AND Q 1371,19.05,Communities & Service Support-Safer Cleaner Greener
2016-04-12,B AND Q 1371,43.64,Children and Young People-Childrens Care Services
2016-04-13,B AND Q 1371,39.50,Children and Young People-Childrens Care Services
2016-04-13,B AND Q 1371,25.84,Children and Young People-Childrens Care Services
2016-03-30,B AND Q 1371,12.46,Communities & Service Support-Sport & Countryside
2016-03-31,B AND Q 1371,4.92,Children and Young People-Childrens Care Services
2016-03-31,B AND Q 1371,14.88,Children and Young People-Childrens Care Services
2016-04-22,B AND Q 1371,17.50,Children and Young People-Childrens Care Services
2016-04-25,B&M RETAIL LTD,11.58,Communities & Service Support-Sport & Leisure Management DSO
2016-04-25,B&M RETAIL LTD,4.16,Children and Young People-Childrens Care Services
2016-04-05,B&M RETAIL LTD,2.90,Children and Young People-Childrens Care Services
2016-04-11,B&M RETAIL LTD,4.95,Children and Young People-Childrens Care Services
2016-04-21,B&M RETAIL LTD,7.12,Children and Young People-Childrens Care Services
2016-04-05,B&M RETAIL LTD,15.01,Communities & Service Support-Sport & Leisure Management DSO
2016-04-11,B&M RETAIL LTD,16.74,Communities & Service Support-Sport & Leisure Management DSO
2016-04-05,BANSON TOOL HIRE LTD,21.00,Communities & Service Support-Recreation & Support
2016-04-11,BANSON TOOL HIRE LTD,60.00,Communities & Service Support-Recreation & Support
2016-04-17,BHS 047,39.80,Children and Young People-Childrens Care Services
2016-04-05,BIZZIE LIZZIES,7.25,Children and Young People-Childrens Care Services
2016-04-12,BOB WILD GRASS MACHINE,111.59,Communities & Service Support-Sport & Countryside
2016-04-20,BOLSTER MOOR FARM SHOP,16.83,Children and Young People-Schools and Children's Services - Non-School
2016-04-19,BRADFORD REGISTER,33.00,Children and Young People-Childrens Care Services
2016-04-22,BRADFORD REGISTER,36.00,Children and Young People-Childrens Care Services
2016-03-30,BRITISH HEART FOUNDATI,125.00,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-22,BRITISH HEART FOUNDATI,30.00,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-27,BRITISH HEART FOUNDATI,145.00,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-03,BURGER KING,6.04,Children and Young People-Childrens Care Services
2016-03-31,BURGER KING HALIFAX,5.23,Children and Young People-Childrens Care Services
2016-04-11,BURY MBC /INTERNET,21.00,Children and Young People-Childrens Care Services
2016-04-01,CALDERDALE METROPOLITAN,11.60,Children and Young People-Childrens Care Services
2016-04-15,CARPET MILL,116.67,Communities & Service Support-Customer Services and Communications
2016-04-18,CARPET MILL,116.67,Communities & Service Support-Customer Services and Communications
2016-04-19,CARPET MILL,633.33,Communities & Service Support-Customer Services and Communications
2016-04-26,CARPET MILL,116.67,Communities & Service Support-Customer Services and Communications
2016-04-27,CARPET MILL,116.67,Communities & Service Support-Customer Services and Communications
2016-04-04,CARPET MILL,116.67,Communities & Service Support-Customer Services and Communications
2016-04-08,CHATSWORTH CAVENDISH PAV,10.40,Children and Young People-Childrens Care Services
2016-04-14,CILIP.ORG.UK,795.00,Communities & Service Support-Libraries Info & Tourism
2016-04-15,CO-OP GROUP 014232,25.00,Children and Young People-Children and Young People's Serv - Central Depts.
2016-04-19,CO-OP GROUP 108298,3.38,Children and Young People-Childrens Care Services
2016-04-26,CO-OP GROUP 108298,4.49,Children and Young People-Childrens Care Services
2016-04-06,CO-OP GROUP 108446,2.00,Children and Young People-Childrens Care Services
2016-04-14,CO-OP GROUP 190379,5.92,Children and Young People-Childrens Care Services
2016-04-27,COFFEE CULTURE CATERING,5.00,Children and Young People-Childrens Care Services
2016-03-30,COMBINED COURT,2055.00,Children and Young People-Childrens Care Services
2016-04-06,COMBINED COURT,2055.00,Children and Young People-Childrens Care Services
2016-04-07,COMBINED COURT,215.00,Children and Young People-Childrens Care Services
2016-04-07,COMBINED COURT,2055.00,Children and Young People-Childrens Care Services
2016-04-14,COMBINED COURT,2055.00,Children and Young People-Childrens Care Services
2016-04-19,COMBINED COURT,455.00,Children and Young People-Childrens Care Services
2016-04-20,COMBINED COURT,2055.00,Children and Young People-Childrens Care Services
2016-04-26,COMBINED COURT,155.00,Children and Young People-Childrens Care Services
2016-04-05,COMBINED COURT,455.00,Children and Young People-Childrens Care Services
2016-04-11,COMBINED COURT,215.00,Children and Young People-Childrens Care Services
2016-04-14,COMBINED COURT,2055.00,Children and Young People-Childrens Care Services
2016-04-25,COMBINED COURT,455.00,Children and Young People-Childrens Care Services
2016-04-11,COSTA COFFEE,4.86,Children and Young People-Childrens Care Services
2016-04-14,COSTA COFFEE,4.57,Children and Young People-Childrens Care Services
2016-04-18,COSTA COFFEE,4.86,Children and Young People-Childrens Care Services
2016-04-22,COSTA COFFEE,4.57,Children and Young People-Childrens Care Services
2016-04-04,COSTA COFFEE,4.38,Children and Young People-Childrens Care Services
2016-04-04,COSTA COFFEE,4.15,Children and Young People-Childrens Care Services
2016-04-05,COSTA COFFEE,4.15,Children and Young People-Childrens Care Services
2016-03-30,COSTA COFFEE,8.12,Children and Young People-Childrens Care Services
2016-04-08,COUNTRY 4 HARVEST,6.40,Children and Young People-Schools and Children's Services - Non-School
2016-04-08,COUNTY COURT,355.00,Chief Executive's Office-Law & Administration Service
2016-04-05,CRAVEN DISTRICT COUNCI,2.30,Children and Young People-Childrens Care Services
2016-03-31,CREDIT CONTROL,500.00,Communities & Service Support-Customer Services and Communications
2016-04-27,CURRYS,10.82,Children and Young People-Childrens Care Services
2016-04-21,DEMCO EUROPE,102.55,Communities & Service Support-Libraries Info & Tourism
2016-04-26,DIRECT DISCOUNTS,333.33,Communities & Service Support-Customer Services and Communications
2016-04-04,DIRECT DISCOUNTS,208.32,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-19,DIRECT DISCOUNTS,250.00,Children and Young People-Childrens Care Services
2016-04-20,DIRECT DISCOUNTS,125.00,Communities & Service Support-Museums & Arts
2016-04-21,DONCASTER MBC#,21.00,Children and Young People-Childrens Care Services
2016-04-11,DULUX DECORATOR CENTRE,33.15,Communities & Service Support-Recreation & Support
2016-04-05,DULUX DECORATOR CENTRE,34.52,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-12,DULUX DECORATOR CENTRE,38.20,"Adults, Health and Social Care-Adult Health & Social Care"
2016-03-09,DULUX DECORATOR CENTRE,57.85,Communities & Service Support-Sport & Countryside
2016-04-21,DUNELM LTD,1.63,Children and Young People-Childrens Care Services
2016-04-11,EASTERN PRIDE SUPERMAR,15.02,Children and Young People-Childrens Care Services
2016-04-23,EB POWER TO THE PLAYF,99.00,Chief Executive's Office-Public Health
2016-04-08,ELECTRIC BOWL,8.00,Children and Young People-Childrens Care Services
2016-04-14,ELECTRIC BOWL,6.20,Children and Young People-Childrens Care Services
2016-04-14,ELECTRIC BOWL,7.50,Children and Young People-Childrens Care Services
2016-03-31,FACEBOOK 262WF9E4X2,6.50,Communities & Service Support-Museums & Arts
2016-03-31,FACEBOOK Z52WF9E4X2,111.47,Communities & Service Support-Museums & Arts
2016-03-30,GORDON RIGG (NRSIES) LTD,29.34,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-07,GORDON RIGG (NRSIES) LTD,52.49,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-22,GORDON RIGG (NRSIES) LTD,25.22,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-14,GORDON RIGG (NRSIES) LTD,43.48,Children and Young People-Childrens Care Services
2016-04-02,GORDON RIGG (NRSIES) LTD,14.54,Children and Young People-Childrens Care Services
2016-03-31,GRAND CENTRAL RAIL,437.00,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-14,GRAND CENTRAL RAIL,304.60,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-18,GRAND CENTRAL RAIL,106.80,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-20,GRAVITY,22.42,Children and Young People-Childrens Care Services
2016-04-07,GREGGS - S1967,31.70,Children and Young People-Childrens Care Services
2016-04-08,GSG PIANOS LIMITED,75.00,Communities & Service Support-Museums & Arts
2016-04-12,HALIFAX SELL IT,322.50,Communities & Service Support-Customer Services and Communications
2016-04-27,HALIFAX SNOOKER CLUB &,11.70,Children and Young People-Childrens Care Services
2016-04-17,HALIFAX STN TO,19.25,Children and Young People-Childrens Care Services
2016-04-11,HARTLEPOOL BC CNP,24.43,Children and Young People-Childrens Care Services
2016-04-14,HARTLEPOOL BC CNP,24.43,Children and Young People-Childrens Care Services
2016-04-24,HARVESTER BROAD ST,55.68,Children and Young People-Childrens Care Services
2016-04-26,HARVESTER BROAD ST,21.68,Children and Young People-Childrens Care Services
2016-03-30,HEBDEN BRIDGE STN TO,94.80,Children and Young People-Children and Young People's Serv - Central Depts.
2016-04-06,HEMMING GROUP LTD,140.00,Communities & Service Support-Recreation & Support
2016-04-07,HM PASSPORT OFFICE,72.50,Children and Young People-Childrens Care Services
2016-04-19,HM PASSPORT OFFICE,46.00,Children and Young People-Childrens Care Services
2016-04-01,HMCOURTS-SERVICE.G,205.00,Chief Executive's Office-Law & Administration Service
2016-03-29,HMCOURTS-SERVICE.G,20.00,"Adults, Health and Social Care-Adult Health & Social Care"
2016-03-29,HMCOURTS-SERVICE.G,150.00,Communities & Service Support-Customer Services and Communications
2016-04-05,HMCOURTS-SERVICE.G,687.00,Communities & Service Support-Customer Services and Communications
2016-04-12,HMCOURTS-SERVICE.G,450.00,Communities & Service Support-Customer Services and Communications
2016-04-19,HMCOURTS-SERVICE.G,1914.00,Communities & Service Support-Customer Services and Communications
2016-04-26,HMCOURTS-SERVICE.G,525.00,Communities & Service Support-Customer Services and Communications
2016-04-13,HOME BARGAINS,6.60,Communities & Service Support-Community Safety & Support
2016-04-15,HSO*BERGFREUNDE GMBH,78.59,Children and Young People-Schools and Children's Services - Non-School
2016-04-18,IKEA ONLINE,324.17,Children and Young People-Childrens Services Unit
2016-04-08,INGLESPORT,2.49,Children and Young People-Schools and Children's Services - Non-School
2016-04-12,J & K FLORAL DESIGN,62.50,Chief Executive's Office-Law & Administration Service
2016-03-18,J. G. HARRISON & SONS LT,35.20,Communities & Service Support-Sport & Countryside
2016-04-26,JAMES CHAMBERS (TIMBER,8.90,Communities & Service Support-Recreation & Support
2016-04-22,JANET GREEN PHOTO,20.00,Communities & Service Support-Libraries Info & Tourism
2016-04-27,JOHN TRAFFORD,35.04,Communities & Service Support-Recreation & Support
2016-04-05,KCJONESCONF,309.80,Children and Young People-Childrens Care Services
2016-04-16,KEIGHLEY & WORTH VALLEY,25.00,Children and Young People-Childrens Care Services
2016-04-08,KFC HALIFAX,9.63,Children and Young People-Childrens Care Services
2016-04-18,KFC HALIFAX DT,3.98,Children and Young People-Childrens Care Services
2016-04-15,KIRKLEES COUNCIL,33.66,Children and Young People-Childrens Care Services
2016-04-14,KNIGHT GRAPHICS,48.00,Communities & Service Support-Museums & Arts
2016-04-03,LAKELAND LIMITED,18.99,Children and Young People-Schools and Children's Services - Non-School
2016-04-11,LANCASHIRE CC WEBSITE,20.00,Children and Young People-Childrens Care Services
2016-03-29,LANIKA RESTAURANT,34.67,Children and Young People-Childrens Care Services
2016-04-22,LEGO,49.99,Children and Young People-Schools and Children's Services - Non-School
2016-03-28,LIDL UK,3.98,Children and Young People-Schools and Children's Services - Non-School
2016-04-03,LIDL UK,5.00,Children and Young People-Schools and Children's Services - Non-School
2016-04-08,LIDL UK,13.00,Communities & Service Support-Sport & Leisure Management DSO
2016-04-15,MAD LABELS,15.00,Children and Young People-Childrens Care Services
2016-04-07,MARKS&SPENCER PLC,41.67,Communities & Service Support-Sport & Leisure Management DSO
2016-04-20,MARKS&SPENCER PLC SACA,30.00,Economy and Environment-Planning & Building Control
2016-04-05,MARKS&SPENCER PLC SACA,12.60,Children and Young People-Childrens Care Services
2016-04-06,MARKS&SPENCER PLC SACA,11.20,Children and Young People-Childrens Care Services
2016-04-11,MARY'S FLORIST,4.17,Communities & Service Support-Sport & Leisure Management DSO
2016-04-15,MCDONALDS,2.47,Children and Young People-Childrens Care Services
2016-04-05,MCDONALDS,2.07,Children and Young People-Childrens Care Services
2016-04-06,MCDONALDS,5.80,Children and Young People-Childrens Care Services
2016-04-11,MCDONALDS,5.87,Children and Young People-Childrens Care Services
2016-04-21,MCDONALDS,2.07,Children and Young People-Childrens Care Services
2016-04-08,MCDONALDS,7.90,Children and Young People-Childrens Care Services
2016-04-08,MCDONALDS,2.58,Children and Young People-Childrens Care Services
2016-04-15,MCDONALDS,3.08,Children and Young People-Childrens Care Services
2016-04-21,MCDONALDS,7.08,Children and Young People-Childrens Care Services
2016-04-02,MCDONALDS,13.55,Children and Young People-Childrens Care Services
2016-04-05,MCDONALDS,17.83,Children and Young People-Childrens Care Services
2016-04-17,MCDONALDS,4.14,Children and Young People-Childrens Care Services
2016-03-31,MCDONALDS,4.05,Children and Young People-Childrens Care Services
2016-03-31,MCDONALDS,4.13,Children and Young People-Childrens Care Services
2016-04-01,MCDONALDS,6.56,Children and Young People-Childrens Care Services
2016-04-04,MCDONALDS,3.88,Children and Young People-Childrens Care Services
2016-04-09,MCDONALDS,2.72,Children and Young People-Childrens Care Services
2016-04-09,MCDONALDS,3.77,Children and Young People-Childrens Care Services
2016-04-10,MCDONALDS,3.55,Children and Young People-Childrens Care Services
2016-04-10,MCDONALDS,10.55,Children and Young People-Childrens Care Services
2016-04-15,MCDONALDS,5.64,Children and Young People-Childrens Care Services
2016-04-18,MCDONALDS,5.23,Children and Young People-Childrens Care Services
2016-04-20,MCDONALDS,3.97,Children and Young People-Childrens Care Services
2016-04-26,MCDONALDS,5.06,Children and Young People-Childrens Care Services
2016-04-27,MCDONALDS,1.79,Children and Young People-Childrens Care Services
2016-04-08,MCDONALDS,12.64,Children and Young People-Childrens Care Services
2016-04-15,MCDONALDS,1.65,Children and Young People-Childrens Care Services
2016-04-07,MEDIBARGAINS.CO.UK,9.99,Children and Young People-Childrens Care Services
2016-04-02,MORRISON PETROL,29.99,Children and Young People-Childrens Care Services
2016-04-11,MORRISON PETROL,32.30,Children and Young People-Childrens Care Services
2016-03-31,MORRISONS PETROL,31.67,Children and Young People-Childrens Care Services
2016-03-29,MR THOMAS`S,27.50,Children and Young People-Childrens Care Services
2016-04-27,Magic Carpets-ThankYou,116.67,Communities & Service Support-Customer Services and Communications
2016-04-22,Magic Carpets-ThankYou,54.17,"Adults, Health and Social Care-Adult Health & Social Care"
2016-04-15,NATIONAL YOUTH AGENCY,14.37,Children and Young People-Schools and Children's Services - Non-School
2016-03-30,NBN INTERNATIONAL,80.73,Children and Young People-Schools and Children's Services - Non-School
2016-04-15,NEW LOOK 1619,7.92,Children and Young People-Childrens Care Services
2016-04-21,NEWBANK GARDEN CEN,19.78,Communities & Service Support-Recreation & Support
2016-04-20,NIKE00526,29.17,Children and Young People-Childrens Care Services
2016-04-13,NORDGREEN NURSERIES,165.36,Communities & Service Support-Recreation & Support
2016-03-30,NORDGREEN NURSERIES,14.15,Communities & Service Support-Recreation & Support
2016-04-06,NORTHERN MOBILE,192.10,Communities & Service Support-Community Safety & Support
2016-04-03,NORTHERN RAIL LTD,2.50,Children and Young People-Childrens Care Services
2016-04-14,NORTHERNRAILWAY.CO.UK,97.10,Economy and Environment-Regeneration
2016-04-20,NORTHERNRAILWAY.CO.UK,60.90,Communities & Service Support-Recreation & Support
2016-04-14,O2 RETAIL,17.49,Children and Young People-Childrens Care Services
2016-04-21,O2 UK PAY & GO,25.00,Economy and Environment-Planning & Building Control
2016-04-07,OFFICIALRECORDCOUK,15.98,Children and Young People-Childrens Care Services
2016-04-10,OLD STABLES AT TOWNELE,10.40,Children and Young People-Childrens Care Services
2016-04-01,OLD STABLES AT TOWNELE,9.95,Children and Young People-Childrens Care Services
