Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2020-07-08,5960.76,Adult Services and Wellbeing-Adult Health & Social Care,2020:04D  Dementia,,
2020-07-08,42043.48,Adult Services and Wellbeing-Adult Health & Social Care,2020:04FTIFrailty And/Or Temporary Illness,,
2020-07-08,18557.46,Adult Services and Wellbeing-Adult Health & Social Care,2020:04LD Learning Disabilities,,
2020-07-08,19331.40,Adult Services and Wellbeing-Adult Health & Social Care,2020:04OV Other Vulnerable People,,
2020-07-08,17906.98,Adult Services and Wellbeing-Adult Health & Social Care,2020:04PD Physically Disabled,,
2020-07-08,31927.68,Adult Services and Wellbeing-Adult Health & Social Care,2020:05D  Dementia,,
2020-07-08,1532.00,Adult Services and Wellbeing-Adult Health & Social Care,2020:05DSLDual Sensory Loss,,
2020-07-08,128860.48,Adult Services and Wellbeing-Adult Health & Social Care,2020:05FTIFrailty And/Or Temporary Illness,,
2020-07-08,6176.64,Adult Services and Wellbeing-Adult Health & Social Care,2020:05HI Hearing Impairment,,
2020-07-08,273405.02,Adult Services and Wellbeing-Adult Health & Social Care,2020:05LD Learning Disabilities,,
2020-07-08,18996.08,Adult Services and Wellbeing-Adult Health & Social Care,2020:05MH Mental Health (Except Dementia),,
2020-07-08,37187.04,Adult Services and Wellbeing-Adult Health & Social Care,2020:05OV Other Vulnerable People,,
2020-07-08,279501.96,Adult Services and Wellbeing-Adult Health & Social Care,2020:05PD Physically Disabled,,
2020-07-08,12374.12,Adult Services and Wellbeing-Adult Health & Social Care,2020:05VI Visual Impairment,,
2020-07-03,450.00,Adult Services and Wellbeing-Adult Health & Social Care,A1 Risk Solutions Ltd,,
2020-07-10,756.00,Economy and Environment (obsolete)-Transport Services,A1 Ziggys,,
2020-07-10,720.00,Economy and Environment (obsolete)-Transport Services,A1 Ziggys,,
2020-07-10,720.00,Economy and Environment (obsolete)-Transport Services,A1 Ziggys,,
2020-07-10,1731.65,Economy and Environment (obsolete)-Highways & Engineering Services - Capital,AECOM,,
2020-07-02,2440.00,Children and Young People's Services-Schools and Children's Services - Non-School,AFD Software Ltd,,
2020-07-09,1093.00,Children and Young People (obsolete)-Education - Capital,AHR Building Consultancy Limited,,
2020-07-28,19293.83,Children and Young People (obsolete)-Education - Capital,AHR Building Consultancy Limited,,
2020-07-28,3874.30,Children and Young People (obsolete)-Education - Capital,AHR Building Consultancy Limited,,
2020-07-28,2122.05,Children and Young People (obsolete)-Education - Capital,AHR Building Consultancy Limited,,
2020-07-07,904.50,Adult Services and Wellbeing-Adult Health & Social Care,ALS Support,,
2020-07-07,1845.18,Adult Services and Wellbeing-Adult Health & Social Care,ALS Support,,
2020-07-23,2442.00,Economy and Environment (obsolete)-Highways and Engineering Services,APSE,,
2020-07-10,443.00,Communities & Service Support (obsolete)-Libraries Info & Tourism,ASE Autogate Ltd,,
2020-07-01,80641.72,Economy and Environment (obsolete)-Environmental Services,AWM Ltd,,
2020-07-01,78658.13,Economy and Environment (obsolete)-Environmental Services,AWM Ltd,,
2020-07-15,85828.11,Economy and Environment (obsolete)-Environmental Services,AWM Ltd,,
2020-07-15,97258.14,Economy and Environment (obsolete)-Environmental Services,AWM Ltd,,
2020-07-15,90238.81,Economy and Environment (obsolete)-Environmental Services,AWM Ltd,,
2020-07-15,86978.64,Economy and Environment (obsolete)-Environmental Services,AWM Ltd,,
2020-07-02,48000.00,Adult Services and Wellbeing-Adult Health & Social Care,AYP Healthcare Ltd,,
2020-07-07,1251.00,Adult Services and Wellbeing-Adult Health & Social Care,Accora Ltd,,
2020-07-29,8685.00,Adult Services and Wellbeing-Adult Health & Social Care,Accora Ltd,,
