Payment Date,Benificiary Name,Amount,Organisational Unit
2016-03-07,43036255 COSTA COFFEE,4.83,Children and Young People-Childrens Care Services
2016-03-17,99P STORES,11.88,Children and Young People-Schools and Children's Services - Non-School
2015-10-21,A ONE TOOL & FIXING LT,41.83,Communities & Service Support-Sport & Leisure Management DSO
2016-03-04,ABBEY HOUSE MUSEUM,8.40,Communities & Service Support-Museums & Arts
2016-03-04,ABBEY HOUSE MUSEUM CAF,9.40,Communities & Service Support-Museums & Arts
2016-03-27,AIRKIX MK LIMITED,122.37,Children and Young People-Childrens Care Services
2016-03-08,ALDI,30.71,Chief Executive's Office-Public Health
2016-02-01,ALDI,13.76,"Adults, Health and Social Care-Adult Health & Social Care"
2016-02-03,ALDI,16.44,"Adults, Health and Social Care-Adult Health & Social Care"
2016-02-12,ALDI,15.40,"Adults, Health and Social Care-Adult Health & Social Care"
2016-02-19,ALDI,8.85,"Adults, Health and Social Care-Adult Health & Social Care"
2016-02-22,ALDI,18.47,"Adults, Health and Social Care-Adult Health & Social Care"
2015-10-29,ALDI,15.06,"Adults, Health and Social Care-Adult Health & Social Care"
2015-11-02,ALDI,43.77,"Adults, Health and Social Care-Adult Health & Social Care"
2015-11-06,ALDI,34.81,"Adults, Health and Social Care-Adult Health & Social Care"
2015-11-10,ALDI,27.67,"Adults, Health and Social Care-Adult Health & Social Care"
2015-11-16,ALDI,48.38,"Adults, Health and Social Care-Adult Health & Social Care"
2015-11-19,ALDI,19.97,"Adults, Health and Social Care-Adult Health & Social Care"
2015-11-20,ALDI,61.67,"Adults, Health and Social Care-Adult Health & Social Care"
2015-11-20,ALDI,14.10,"Adults, Health and Social Care-Adult Health & Social Care"
2015-11-23,ALDI,19.73,"Adults, Health and Social Care-Adult Health & Social Care"
2016-02-15,ALDI,6.33,Children and Young People-Schools and Children's Services - Non-School
2015-12-24,ALDI,38.68,Children and Young People-Schools and Children's Services - Non-School
2016-02-28,ALDI,31.86,Children and Young People-Schools and Children's Services - Non-School
2016-02-28,ALDI,6.75,Children and Young People-Schools and Children's Services - Non-School
2016-03-02,ALDI,24.95,Children and Young People-Schools and Children's Services - Non-School
2016-03-03,ALDI,4.82,Children and Young People-Schools and Children's Services - Non-School
2016-03-06,ALDI,9.44,Children and Young People-Schools and Children's Services - Non-School
2016-03-08,ALDI,9.64,Children and Young People-Schools and Children's Services - Non-School
2016-03-08,ALDI,11.94,Children and Young People-Schools and Children's Services - Non-School
2016-03-11,ALDI,28.61,Children and Young People-Schools and Children's Services - Non-School
2016-03-14,ALDI,5.43,Children and Young People-Schools and Children's Services - Non-School
2016-03-14,ALDI,5.15,Children and Young People-Schools and Children's Services - Non-School
2016-03-14,ALDI,28.32,Children and Young People-Schools and Children's Services - Non-School
2016-03-01,ALDI,6.42,Children and Young People-Childrens Care Services
2016-03-08,ALDI,7.60,Children and Young People-Childrens Care Services
2016-03-14,ALDI,8.32,Children and Young People-Childrens Care Services
2016-03-15,ALDI,4.01,Children and Young People-Childrens Care Services
2016-03-22,ALDI,4.92,Children and Young People-Childrens Care Services
2016-03-03,ALDI,18.29,"Adults, Health and Social Care-Adult Health & Social Care"
2016-03-09,ALDI,6.26,"Adults, Health and Social Care-Adult Health & Social Care"
2016-03-15,ALDI,44.37,"Adults, Health and Social Care-Adult Health & Social Care"
2016-03-21,ALDI,66.71,"Adults, Health and Social Care-Adult Health & Social Care"
2016-03-21,ALDI,12.99,"Adults, Health and Social Care-Adult Health & Social Care"
2016-02-03,ALDI,60.49,"Adults, Health and Social Care-Adult Health & Social Care"
2016-03-12,AMF BOWLING,16.97,Children and Young People-Childrens Care Services
2016-03-22,AMZ*CARVED - Custom,46.38,Children and Young People-Childrens Care Services
2016-03-01,ANCESTRY.CO.UK,10.95,Communities & Service Support-Customer Services and Communications
2016-03-09,ANDREW PAGE,19.51,Communities & Service Support-Safer Cleaner Greener
2016-02-17,AO RETAIL LIMITED,107.50,Economy and Environment-Housing Services
2016-01-11,AO RETAIL LIMITED,107.50,Economy and Environment-Housing Services
2016-02-03,APPLIANCE WORLD,135.00,Economy and Environment-Housing Services
2016-01-12,APPLIANCE WORLD,300.00,Economy and Environment-Housing Services
2016-03-01,APPLIANCE WORLD,370.00,Economy and Environment-Housing Services
2016-02-01,ARCO LTD,56.78,Communities & Service Support-Museums & Arts
2016-03-10,ARCO LTD,53.71,Economy and Environment-Environmental Services
2016-03-10,ARCO LTD,43.18,Economy and Environment-Environmental Services
2016-03-10,ARCO LTD,104.33,Economy and Environment-Environmental Services
2016-03-14,ARCO LTD,65.58,Economy and Environment-Environmental Services
2016-01-22,ARCO LTD,16.88,Economy and Environment-Environmental Services
2016-03-04,ARGOS LTD,110.79,Economy and Environment-Housing Services
2016-02-29,ARGOS LTD,155.07,"Adults, Health and Social Care-Adult Health & Social Care"
2016-02-29,ARGOS LTD,4.75,"Adults, Health and Social Care-Adult Health & Social Care"
2016-03-18,ARGOS LTD,63.28,"Adults, Health and Social Care-Adult Health & Social Care"
2016-03-21,ARGOS LTD,2.50,"Adults, Health and Social Care-Adult Health & Social Care"
2016-02-09,ARGOS LTD,20.82,Children and Young People-Childrens Care Services
2015-11-25,ARGOS LTD,55.42,Children and Young People-Childrens Care Services
2015-11-26,ARGOS LTD,25.32,Children and Young People-Childrens Care Services
2015-10-02,ARGOS LTD,44.32,Children and Young People-Childrens Care Services
2015-09-10,ARGOS LTD,64.80,Children and Young People-Childrens Care Services
2015-09-11,ARGOS LTD,158.32,Children and Young People-Childrens Care Services
2016-03-14,ARGOS LTD,95.70,Children and Young People-Schools and Children's Services - Non-School
2016-02-10,ARGOS LTD,42.73,Communities & Service Support-Sport & Leisure Management DSO
2016-02-12,ARGOS LTD,42.73,Communities & Service Support-Sport & Leisure Management DSO
2016-01-21,ARGOS LTD,45.82,Economy and Environment-Housing Services
2015-11-03,ARGOS LTD,41.62,"Adults, Health and Social Care-Adult Health & Social Care"
2015-03-24,ARGOS LTD,127.42,"Adults, Health and Social Care-Adult Health & Social Care"
2015-12-22,ARGOS LTD,30.67,Children and Young People-Schools and Children's Services - Non-School
2016-01-21,ARGOS LTD,29.27,Children and Young People-Childrens Care Services
2016-03-03,ARGOS LTD,73.29,Children and Young People-Childrens Care Services
2016-03-17,ARGOS LTD,33.29,Children and Young People-Childrens Care Services
2015-09-15,ARGOS LTD,61.72,Children and Young People-Childrens Care Services
2015-09-15,ARGOS LTD,15.82,Children and Young People-Childrens Care Services
2015-09-15,ARGOS LTD,7.91,Children and Young People-Childrens Care Services
2016-01-14,ARGOS LTD,84.14,"Adults, Health and Social Care-Adult Health & Social Care"
2015-11-19,ARGOS LTD,34.99,"Adults, Health and Social Care-Adult Health & Social Care"
2016-02-29,ARGOS LTD,82.31,Children and Young People-Schools and Children's Services - Non-School
2016-03-17,ARGOS LTD,92.97,Children and Young People-Schools and Children's Services - Non-School
2016-03-24,ARGOS LTD,104.47,Children and Young People-Schools and Children's Services - Non-School
2016-03-24,ARGOS LTD,101.95,Children and Young People-Schools and Children's Services - Non-School
2016-03-24,ARGOS LTD,100.97,Children and Young People-Schools and Children's Services - Non-School
2016-03-24,ARGOS LTD,111.97,Children and Young People-Schools and Children's Services - Non-School
2016-03-24,ARGOS LTD,102.94,Children and Young People-Schools and Children's Services - Non-School
2016-03-04,ARGOS LTD,48.31,Children and Young People-Childrens Care Services
2016-01-11,ARGOS LTD,26.91,Economy and Environment-Housing Services
2016-02-11,ARGOS LTD,9.49,Economy and Environment-Corporate Asset and Facilities Management
2015-10-14,ARGOS LTD,66.66,Communities & Service Support-Sport & Leisure Management DSO
2016-02-25,ARGOS RETAIL GROUP,31.98,"Adults, Health and Social Care-Adult Health & Social Care"
2016-02-26,ARGOS RETAIL GROUP,275.87,Children and Young People-Childrens Care Services
2016-03-24,ARGOS RETAIL GROUP,107.49,"Adults, Health and Social Care-Adult Health & Social Care"
2015-11-12,ARGOS RETAIL GROUP,38.96,Economy and Environment-Housing Services
2015-11-12,ARGOS RETAIL GROUP,124.97,Economy and Environment-Housing Services
2016-02-29,ARGOS RETAIL GROUP,119.94,"Adults, Health and Social Care-Adult Health & Social Care"
2016-03-15,ARGOS RETAIL GROUP,39.98,"Adults, Health and Social Care-Adult Health & Social Care"
2016-03-17,ARGOS RETAIL GROUP,36.62,"Adults, Health and Social Care-Adult Health & Social Care"
2016-03-07,ARGOS RETAIL GROUP,12.99,Children and Young People-Childrens Care Services
2016-02-16,ARGOS RETAIL GROUP,35.61,Children and Young People-Childrens Care Services
2016-03-01,ARGOS RETAIL GROUP,133.32,Children and Young People-Childrens Services Unit
2016-03-01,ARGOS RETAIL GROUP,17.90,Children and Young People-Childrens Services Unit
