Payment Date,Benificiary Name,Amount,Organisational Unit
2017-09-04,A ONE TOOL & FIXING LT,83.33,Economy and Environment-Housing Services
2017-09-04,A ONE TOOL & FIXING LT,83.33,Economy and Environment-Housing Services
2017-09-04,A ONE TOOL & FIXING LT,83.33,Economy and Environment-Housing Services
2017-09-04,A ONE TOOL & FIXING LT,83.33,Economy and Environment-Housing Services
2017-09-04,A ONE TOOL & FIXING LT,6.67,Economy and Environment-Housing Services
2017-12-31,AAGRAH RESTAURANTS,105.04,Children and Young People-Childrens Care Services
2018-01-06,ABBEYSIDE FILLING,53.49,Communities & Service Support-Museums & Arts
2018-01-12,ABSOLUTEPRODUCT.CO,51.92,Communities & Service Support-Museums & Arts
2017-07-26,ALDI,42.28,Children and Young People-Schools and Children's Services - Non-School
2017-05-28,ALDI,62.75,Children and Young People-Schools and Children's Services - Non-School
2017-06-03,ALDI,64.18,Children and Young People-Schools and Children's Services - Non-School
2017-12-07,ALDI 15 779,12.22,Children and Young People-Children and Young People's Serv - Central Depts.
2018-01-04,ALDI 15 779,43.06,Communities & Service Support-Museums & Arts
2016-07-27,ALTHAMS TRAVEL,455.85,Chief Executive's Office-Other Services
2018-01-17,ALTHAMS TRAVEL HEAD OF,142.60,Children and Young People-Childrens Care Services
2018-01-22,ALTHAMS TRAVEL HEAD OF,432.00,Children and Young People-Childrens Care Services
2017-10-29,ALTON TOWERS,5.00,Children and Young People-Childrens Care Services
2017-10-29,ALTON TOWERS,49.37,Children and Young People-Childrens Care Services
2017-10-29,ALTON TOWERS,8.50,Children and Young People-Childrens Care Services
2017-11-07,AMAZON EU AMAZON.CO.UK,24.64,Children and Young People-Schools and Children's Services - Non-School
2017-12-28,AMAZON EU AMAZON.CO.UK,22.19,Communities & Service Support-Libraries Info & Tourism
2018-01-09,AMAZON EU AMAZON.CO.UK,3.99,Communities & Service Support-Libraries Info & Tourism
2018-01-11,AMAZON EU AMAZON.CO.UK,2.50,Communities & Service Support-Libraries Info & Tourism
2017-12-10,AMAZON EU AMAZON.CO.UK,16.64,Communities & Service Support-Libraries Info & Tourism
2017-11-14,AMAZON EU AMAZON.CO.UK,18.60,Deputy Chief Executive-Human Resources
2018-01-22,AMAZON SVCS EU-UK AMAZON.,88.11,Communities & Service Support-Customer Services and Communications
2018-01-03,AMAZON SVCS EU-UK AMAZON.,6.57,"Adults, Health and Social Care-Adult Health & Social Care"
2018-01-06,AMAZON SVCS EU-UK AMAZON.,36.41,"Adults, Health and Social Care-Adult Health & Social Care"
