Payment Date,Benificiary Name,Amount,Organisational Unit
2015-05-26,ASDA STORE,7.04,Children and Young People-Childrens Care Services
2015-04-27,ASDA STORE,86.67,Children and Young People-Childrens Care Services
2015-05-01,ASDA STORE,37.83,Children and Young People-Childrens Care Services
2015-04-08,ASDA STORE,48.00,Children and Young People-Childrens Care Services
2015-05-28,ASDA STORE,251.80,Communities & Service Support-Libraries Info & Tourism
2015-06-15,ASDA STORE,155.02,Communities & Service Support-Libraries Info & Tourism
2015-06-23,ASDA STORE,135.43,Communities & Service Support-Libraries Info & Tourism
2015-05-18,ASDA STORE,11.04,Communities & Service Support-Community Safety & Support
2015-06-24,ASDA STORE,10.27,Children and Young People-Childrens Care Services
2015-07-01,ASDA STORE,15.83,Children and Young People-Childrens Care Services
2015-07-13,ASDA STORE,146.97,Children and Young People-Childrens Care Services
2015-06-26,ASDA STORE,41.67,Children and Young People-Childrens Care Services
2015-06-26,ASDA STORE,3.41,Children and Young People-Childrens Care Services
2015-07-02,ASDA STORE,1.49,Children and Young People-Childrens Care Services
2015-07-17,ASDA STORE,12.50,Children and Young People-Childrens Care Services
2015-07-20,ASDA STORE,107.42,Children and Young People-Childrens Care Services
2015-07-14,ASDA STORE,8.00,Children and Young People-Childrens Care Services
2015-06-15,ASDA STORE,96.18,Children and Young People-Childrens Care Services
2015-06-16,ASDA STORE,6.25,Children and Young People-Childrens Care Services
2015-06-16,ASDA STORE,5.00,Children and Young People-Childrens Care Services
2015-04-30,ASDA STORE,84.09,Children and Young People-Childrens Care Services
2015-05-22,ASDA STORE,67.40,Children and Young People-Childrens Care Services
2015-04-30,ASDA STORE,20.83,Children and Young People-Childrens Care Services
2015-04-30,ASDA STORE,4.16,Children and Young People-Childrens Care Services
2015-05-17,ASDA STORE,63.97,Children and Young People-Childrens Care Services
2015-05-17,ASDA STORE,18.92,Children and Young People-Childrens Care Services
2015-05-11,ASDA STORE,141.40,Children and Young People-Childrens Care Services
2015-04-10,ASDA STORE,12.02,Children and Young People-Childrens Care Services
2015-04-22,ASDA STORE,16.67,Children and Young People-Childrens Care Services
2015-06-04,ASDA STORE,69.47,Economy and Environment-Environmental Services
2015-06-09,ASDA STORE,57.13,Economy and Environment-Environmental Services
2015-07-04,ASDA STORE,17.95,Children and Young People-Childrens Care Services
2015-06-04,ASDA STORE,43.33,Children and Young People-Childrens Care Services
2015-06-04,ASDA STORE,73.01,Children and Young People-Childrens Care Services
2015-06-14,ASDA STORE 4734,3.93,Children and Young People-Childrens Care Services
2015-06-30,ASDA SUPERSTORE,29.95,Children and Young People-Schools and Children's Services - Non-School
2015-06-30,ASDA SUPERSTORE,28.11,Children and Young People-Schools and Children's Services - Non-School
2015-04-18,ASDA SUPERSTORE,5.30,Children and Young People-Schools and Children's Services - Non-School
2015-04-26,ASDA SUPERSTORE,1.92,Children and Young People-Schools and Children's Services - Non-School
2015-06-03,Am zon Svcs Europe SAR,6.64,Children and Young People-Children and Young People's Serv - Central Depts.
2015-06-02,Am zon UK Ret il,5.99,Communities & Service Support-Libraries Info & Tourism
2015-04-01,Amazon Prime,79.00,Children and Young People-Childrens Care Services
2015-04-10,Amazon Prime,79.00,Children and Young People-Childrens Care Services
2015-06-08,Amazon Svcs Europe SAR,13.11,Communities & Service Support-Sport & Leisure Management DSO
2015-06-04,Amazon Svcs Europe SAR,15.98,Communities & Service Support-Libraries Info & Tourism
2015-06-08,Amazon Svcs Europe SAR,2.81,Communities & Service Support-Libraries Info & Tourism
2015-06-10,Amazon Svcs Europe SAR,12.56,Communities & Service Support-Libraries Info & Tourism
2015-06-10,Amazon Svcs Europe SAR,2.81,Communities & Service Support-Libraries Info & Tourism
2015-06-19,Amazon Svcs Europe SAR,6.75,Communities & Service Support-Libraries Info & Tourism
2015-06-22,Amazon Svcs Europe SAR,9.20,Communities & Service Support-Libraries Info & Tourism
2015-06-01,Amazon Svcs Europe SAR,11.64,Children and Young People-Children and Young People's Serv - Central Depts.
2015-06-01,Amazon Svcs Europe SAR,7.94,Children and Young People-Children and Young People's Serv - Central Depts.
2015-04-02,Amazon Svcs Europe SAR,21.78,Children and Young People-Schools and Children's Services - Non-School
2015-06-16,Amazon Svcs Europe SAR,3.99,Deputy Chief Executive-ICT Services
2015-04-24,Amazon Svcs Europe SAR,28.51,Children and Young People-Childrens Care Services
2015-04-24,Amazon Svcs Europe SAR,15.01,Children and Young People-Childrens Care Services
2015-06-07,Amazon Svcs Europe SAR,12.00,Children and Young People-Childrens Care Services
2015-06-22,Amazon Svcs Europe SAR,2.76,Children and Young People-Childrens Care Services
2015-05-21,Amazon Svcs Europe SAR,1.99,Children and Young People-Childrens Care Services
2015-05-22,Amazon Svcs Europe SAR,17.94,Children and Young People-Childrens Care Services
2015-05-26,Amazon Svcs Europe SAR,13.23,Children and Young People-Childrens Care Services
2015-04-29,Amazon Svcs Europe SAR,14.98,Children and Young People-Childrens Care Services
2015-04-29,Amazon Svcs Europe SAR,8.18,Children and Young People-Childrens Care Services
2015-04-02,Amazon Svcs Europe SAR,122.37,Children and Young People-Childrens Care Services
2015-07-20,Amazon Svcs Europe SAR,29.98,Economy and Environment-Environmental Services
2015-07-23,Amazon Svcs Europe SAR,10.82,Economy and Environment-Environmental Services
2015-06-17,Amazon UK Marketplace,22.67,Communities & Service Support-Sport & Leisure Management DSO
2015-04-22,Amazon UK Marketplace,89.11,Communities & Service Support-Customer Services and Communications
2015-04-23,Amazon UK Marketplace,526.73,Communities & Service Support-Customer Services and Communications
2015-05-19,Amazon UK Marketplace,57.33,Communities & Service Support-Museums & Arts
2015-06-23,Amazon UK Marketplace,11.58,Economy and Environment-Corporate Asset and Facilities Management
2015-06-19,Amazon UK Marketplace,2.81,Communities & Service Support-Libraries Info & Tourism
2015-06-23,Amazon UK Marketplace,6.55,Communities & Service Support-Libraries Info & Tourism
2015-06-01,Amazon UK Marketplace,17.48,Children and Young People-Children and Young People's Serv - Central Depts.
2015-03-27,Amazon UK Marketplace,12.58,Children and Young People-Schools and Children's Services - Non-School
2015-04-23,Amazon UK Marketplace,12.58,Children and Young People-Schools and Children's Services - Non-School
2015-06-22,Amazon UK Marketplace,13.30,Communities & Service Support-Libraries Info & Tourism
2015-06-12,Amazon UK Marketplace,4.99,Deputy Chief Executive-ICT Services
2015-04-28,Amazon UK Marketplace,4.25,Children and Young People-Childrens Care Services
2015-04-23,Amazon UK Marketplace,12.62,Children and Young People-Childrens Care Services
2015-04-24,Amazon UK Marketplace,27.05,Children and Young People-Childrens Care Services
2015-07-01,Amazon UK Marketplace,125.60,Children and Young People-Schools and Children's Services - Non-School
2015-06-16,Amazon UK Marketplace,54.90,Children and Young People-Childrens Services Unit
2015-06-23,Amazon UK Marketplace,9.12,Children and Young People-Childrens Care Services
2015-05-22,Amazon UK Marketplace,9.99,Children and Young People-Childrens Care Services
2015-07-17,Amazon UK Marketplace,24.17,Economy and Environment-Environmental Services
2015-07-17,Amazon UK Marketplace,13.47,Economy and Environment-Environmental Services
2015-07-23,Amazon UK Marketplace,13.47,Economy and Environment-Environmental Services
2015-05-24,Amazon UK Retail,35.62,Communities & Service Support-Sport & Leisure Management DSO
2015-05-28,Amazon UK Retail,39.98,Children and Young People-Childrens Care Services
2015-06-04,Amazon UK Retail,11.75,Communities & Service Support-Libraries Info & Tourism
2015-06-06,Amazon UK Retail,13.57,Communities & Service Support-Libraries Info & Tourism
2015-06-07,Amazon UK Retail,12.85,Communities & Service Support-Libraries Info & Tourism
2015-06-16,Amazon UK Retail,16.63,Communities & Service Support-Libraries Info & Tourism
2015-06-16,Amazon UK Retail,14.18,Communities & Service Support-Libraries Info & Tourism
2015-06-21,Amazon UK Retail,17.92,Communities & Service Support-Libraries Info & Tourism
2015-06-21,Amazon UK Retail,31.94,Communities & Service Support-Libraries Info & Tourism
2015-06-25,Amazon UK Retail,10.35,Communities & Service Support-Libraries Info & Tourism
2015-06-07,Amazon UK Retail,18.14,Children and Young People-Schools and Children's Services - Non-School
2015-04-20,Amazon UK Retail,19.99,Children and Young People-Schools and Children's Services - Non-School
2015-04-28,Amazon UK Retail,28.95,Economy and Environment-Highways and Engineering Services
2015-05-30,Amazon UK Retail,4.99,Communities & Service Support-Libraries Info & Tourism
2015-03-27,Amazon UK Retail,194.44,Children and Young People-Childrens Services Unit
2015-03-31,Amazon UK Retail,191.69,Children and Young People-Childrens Services Unit
2015-07-18,Amazon UK Retail,15.90,Children and Young People-Schools and Children's Services - Non-School
2015-06-24,Amazon UK Retail,20.41,Children and Young People-Childrens Care Services
2015-06-05,Amazon UK Retail,19.57,Children and Young People-Childrens Care Services
2015-05-16,Amazon UK Retail,19.16,Children and Young People-Childrens Care Services
2015-05-15,Amazon UK Retail,12.09,Children and Young People-Childrens Care Services
2015-04-16,Amazon UK Retail,80.38,Children and Young People-Childrens Care Services
2015-07-03,Amazon UK Retail,47.49,Economy and Environment-Environmental Services
2015-07-17,Amazon UK Retail,214.91,Economy and Environment-Environmental Services
2015-07-23,Amazon UK Retail,56.98,Economy and Environment-Environmental Services
2015-06-06,B & Q PLC,24.77,Children and Young People-Childrens Care Services
2015-06-12,B & Q PLC,47.89,Children and Young People-Childrens Care Services
2015-06-09,B & Q PLC,8.48,Economy and Environment-Housing Services
2015-06-17,B & Q PLC,75.22,Economy and Environment-Housing Services
2015-06-18,B & Q PLC,35.22,Economy and Environment-Housing Services
2015-06-25,B & Q PLC,45.88,Economy and Environment-Housing Services
2015-05-29,B & Q PLC,31.45,Economy and Environment-Housing Services
2015-05-29,B & Q PLC,13.33,Economy and Environment-Housing Services
2015-06-11,B & Q PLC,7.17,Economy and Environment-Housing Services
2015-06-18,B & Q PLC,18.91,Economy and Environment-Housing Services
2015-05-11,B & Q PLC,8.60,Economy and Environment-Housing Services
2015-05-14,B & Q PLC,46.86,Economy and Environment-Housing Services
2015-05-21,B & Q PLC,11.41,Economy and Environment-Housing Services
2015-03-31,B & Q PLC,12.39,Economy and Environment-Housing Services
2015-04-10,B & Q PLC,17.38,Economy and Environment-Housing Services
2015-04-24,B & Q PLC,16.21,Economy and Environment-Housing Services
2015-05-22,B & Q PLC,2.14,Children and Young People-Childrens Care Services
2015-05-11,B & Q PLC,25.00,Children and Young People-Childrens Care Services
2015-05-05,B & Q PLC,22.96,Communities & Service Support-Sport & Leisure Management DSO
2015-05-18,B & Q PLC,10.00,Communities & Service Support-Sport & Leisure Management DSO
2015-05-19,B & Q PLC,155.83,Communities & Service Support-Sport & Leisure Management DSO
2015-05-22,B & Q PLC,9.73,Communities & Service Support-Sport & Leisure Management DSO
2015-05-27,B & Q PLC,53.57,Communities & Service Support-Sport & Leisure Management DSO
2015-06-06,B & Q PLC,8.00,Children and Young People-Childrens Care Services
2015-06-25,B & Q PLC,51.00,Children and Young People-Childrens Care Services
2015-07-16,B & Q PLC,9.47,Children and Young People-Childrens Care Services
2015-07-10,B & Q PLC,3.02,Children and Young People-Childrens Care Services
2015-06-03,B & Q PLC,23.33,Children and Young People-Childrens Care Services
2015-06-16,B & Q PLC,38.41,Children and Young People-Childrens Care Services
2015-06-22,B & Q PLC,18.22,Children and Young People-Childrens Care Services
2015-06-25,B & Q PLC,27.86,Children and Young People-Childrens Care Services
2015-04-30,B & Q PLC,10.00,Children and Young People-Childrens Care Services
2015-05-20,B & Q PLC,5.40,Children and Young People-Childrens Care Services
2015-05-19,B & Q PLC,15.52,Children and Young People-Childrens Care Services
2015-06-04,B & Q PLC,9.33,Economy and Environment-Housing Services
2015-06-15,B & Q PLC,51.10,Economy and Environment-Housing Services
2015-05-20,B AARON AND SON,20.83,Communities & Service Support-Safer Cleaner Greener
2015-06-17,B AARON AND SON,55.00,Economy and Environment-Planning & Building Control
2015-06-26,B&M RETAIL,4.95,Children and Young People-Schools and Children's Services - Non-School
2015-06-01,B&M RETAIL LTD,6.27,Children and Young People-Childrens Care Services
2015-06-04,B&M RETAIL LTD,13.32,Children and Young People-Childrens Care Services
2015-05-28,B&M RETAIL LTD,25.05,Children and Young People-Childrens Care Services
2015-06-11,B&M RETAIL LTD,6.69,Children and Young People-Childrens Care Services
2015-06-11,B&M RETAIL LTD,6.69,Children and Young People-Childrens Care Services
2015-06-11,B&M RETAIL LTD,24.29,Children and Young People-Childrens Care Services
2015-06-25,B&M RETAIL LTD,4.97,Children and Young People-Childrens Care Services
2015-06-15,B&M RETAIL LTD,41.66,Children and Young People-Childrens Care Services
2015-05-06,B&M RETAIL LTD,5.78,Children and Young People-Childrens Care Services
2015-05-19,B&M RETAIL LTD,102.37,Children and Young People-Childrens Care Services
2015-05-13,BANANA BEACH LTD,10.00,Children and Young People-Childrens Care Services
2015-05-29,BBN SUTCLIFFE,20.30,Economy and Environment-Housing Services
2015-04-29,BBN SUTCLIFFE,28.07,Economy and Environment-Housing Services
2015-05-06,BBN SUTCLIFFE,93.70,Economy and Environment-Housing Services
2015-05-06,BBN SUTCLIFFE,4.00,Economy and Environment-Housing Services
2015-05-07,BBN SUTCLIFFE,93.70,Economy and Environment-Housing Services
2015-06-02,BBN SUTCLIFFE,28.36,Economy and Environment-Housing Services
2015-04-20,BEAUTY ZONE,9.42,Children and Young People-Childrens Care Services
2015-04-07,BIRCH S/W BK,10.97,Children and Young People-Childrens Care Services
2015-04-07,BIRCH S/W EDC,6.50,Children and Young People-Childrens Care Services
2015-06-10,BIRMINGHAMTELECOM,46.48,Communities & Service Support-Libraries Info & Tourism
2015-04-29,BLUE INC,24.98,Children and Young People-Childrens Care Services
2015-05-12,BOB WILD GRASS MACHINE,72.25,Communities & Service Support-Safer Cleaner Greener
2015-07-06,BODYCARE,4.98,Children and Young People-Childrens Care Services
2015-05-22,BOLTON METROPOLITAN BO,10.15,Children and Young People-Childrens Care Services
2015-05-22,BOLTON METROPOLITAN BO,10.15,Children and Young People-Childrens Care Services
2015-06-12,BOOTS  BRADFORD,15.59,Children and Young People-Childrens Care Services
2015-07-01,BOOTS 5692,6.65,Children and Young People-Childrens Care Services
2015-04-02,BRADFORD COUNCIL,57.29,Children and Young People-Childrens Care Services
2015-05-26,BRADFORD ICE ARENA,126.00,Children and Young People-Schools and Children's Services - Non-School
2015-05-27,BRADFORD ICE ARENA,60.00,Children and Young People-Schools and Children's Services - Non-School
2015-05-19,BRADFORD ICE ARENA,76.83,Children and Young People-Childrens Care Services
2015-05-19,BRADFORD ICE ARENA,8.33,Children and Young People-Childrens Care Services
2015-06-10,BRADFORD REGISTER,13.00,Children and Young People-Childrens Care Services
2015-05-27,BRADFORD REGISTER,13.00,Children and Young People-Childrens Care Services
2015-07-13,BRADFORD-THEATRES,44.16,Children and Young People-Childrens Care Services
2015-06-03,BRIT PSYCHOLOGICAL,3.00,Children and Young People-Children and Young People's Serv - Central Depts.
2015-05-27,BRITISH CYCLING FE,595.00,Economy and Environment-Highways and Engineering Services
2015-05-06,BRITISH HEART FOUNDATI,15.00,Children and Young People-Childrens Care Services
2015-05-29,BUMPY LTD,29.17,Children and Young People-Childrens Care Services
2015-05-29,BURGER KING HALIFAX,4.57,Children and Young People-Childrens Care Services
2015-03-27,CAFEXPRESSHOP,3.37,Children and Young People-Childrens Care Services
2015-05-27,CAFFE NERO,9.55,Children and Young People-Childrens Care Services
2015-04-09,CAFFE NERO,5.10,Children and Young People-Childrens Care Services
2015-04-29,CALDER VALLEY AGRICULTURA,80.00,Communities & Service Support-Safer Cleaner Greener
2015-06-12,CALDER VALLEY AGRICULTURA,8.80,Economy and Environment-Housing Services
2015-06-11,CALDERDALE MBC,25.00,Economy and Environment-Housing Services
2015-05-19,CARPET MILL,116.67,Communities & Service Support-Customer Services and Communications
2015-06-18,CARPET MILL,116.67,Communities & Service Support-Customer Services and Communications
2015-04-30,CARPET MILL,112.50,Communities & Service Support-Customer Services and Communications
2015-05-01,CARPET MILL,91.67,Communities & Service Support-Customer Services and Communications
2015-05-12,CARPET MILL,100.00,Communities & Service Support-Customer Services and Communications
2015-05-20,CARPET MILL,100.00,Communities & Service Support-Customer Services and Communications
2015-05-27,CARPET MILL,116.67,Communities & Service Support-Customer Services and Communications
2015-05-27,CARPET MILL,116.67,Communities & Service Support-Customer Services and Communications
2015-05-22,CARPETRIGHT 792,192.27,Communities & Service Support-Customer Services and Communications
2015-06-16,CASH CONVERTERS,9.99,Children and Young People-Childrens Care Services
2015-07-03,CEX,29.50,Children and Young People-Childrens Care Services
2015-05-19,CHARLES WATSON (IRON),40.58,Economy and Environment-Housing Services
2015-04-13,CHESTERS BY THE RIVER LIM,9.99,Children and Young People-Schools and Children's Services - Non-School
2015-04-13,CHESTERS BY THE RIVER LIM,8.99,Children and Young People-Schools and Children's Services - Non-School
2015-04-07,CO-OP GROUP 108481,3.94,Children and Young People-Childrens Care Services
2015-06-23,CO-OP GROUP 190285,5.66,Children and Young People-Childrens Care Services
2015-05-29,COCKROFT TIMBER LTD,111.51,Economy and Environment-Housing Services
2015-05-29,COCKROFT TIMBER LTD,410.63,Economy and Environment-Housing Services
2015-06-04,COCKROFT TIMBER LTD,195.80,Economy and Environment-Housing Services
2015-05-14,COCKROFT TIMBER LTD,390.00,Economy and Environment-Housing Services
2015-05-27,COCKROFT TIMBER LTD,174.16,Economy and Environment-Housing Services
2015-05-11,COCKROFT TIMBER LTD,313.40,Economy and Environment-Housing Services
2015-06-01,COCKROFT TIMBER LTD,329.10,Economy and Environment-Housing Services
2015-06-15,COCKROFT TIMBER LTD,280.00,Economy and Environment-Housing Services
2015-06-05,COFFEE CULTURE CATERING,4.30,Children and Young People-Childrens Care Services
2015-04-04,COFFEE CULTURE CATERING,35.30,Children and Young People-Childrens Care Services
2015-04-04,COFFEE CULTURE CATERING,5.70,Children and Young People-Childrens Care Services
2015-04-26,COFFEE CULTURE CATERING,20.95,Children and Young People-Childrens Care Services
2015-07-08,COLUMBUS TRAINLINE,1.00,Children and Young People-Childrens Services Unit
2015-07-08,COLUMBUS TRAINLINE,1.00,Children and Young People-Childrens Services Unit
2015-05-27,COMFORT INN KINGS CROSS,130.00,Communities & Service Support-Community Safety & Support
2015-06-09,COMPANIES HOUSE,5.00,Economy and Environment-Environmental Services
2015-06-09,COMPANIES HOUSE,4.00,Economy and Environment-Environmental Services
2015-05-27,CONTRACTOR BRADFORD IN,37.50,Children and Young People-Schools and Children's Services - Non-School
2015-06-23,CONTRACTOR LEEDS RP,21.40,Children and Young People-Children and Young People's Serv - Central Depts.
2015-05-21,CONTRADO IMAGING,166.67,Communities & Service Support-Sport & Leisure Management DSO
2015-06-25,COSTA COFFEE,3.75,Children and Young People-Childrens Care Services
2015-05-29,COSTA COFFEE,13.45,Children and Young People-Childrens Care Services
2015-06-11,COSTA COFFEE,4.19,Children and Young People-Childrens Care Services
2015-06-17,COSTA COFFEE,4.75,Children and Young People-Childrens Care Services
2015-05-11,COSTA COFFEE,3.78,Children and Young People-Childrens Care Services
2015-05-15,COSTA COFFEE,3.41,Children and Young People-Childrens Care Services
2015-05-18,COSTA COFFEE,3.37,Children and Young People-Childrens Care Services
2015-05-14,COSTA COFFEE,5.04,Children and Young People-Childrens Care Services
2015-05-20,COSTA COFFEE,7.70,Children and Young People-Childrens Care Services
2015-03-30,COSTA COFFEE,3.14,Children and Young People-Childrens Care Services
2015-04-17,COSTA COFFEE,4.19,Children and Young People-Childrens Care Services
2015-04-27,COSTA COFFEE,4.46,Children and Young People-Childrens Care Services
2015-06-03,COTE HILL SERVICE STAT,25.01,Children and Young People-Childrens Care Services
2015-04-29,CROSS COUNTRY,260.40,Children and Young People-Children and Young People's Serv - Central Depts.
2015-07-02,CURRYS,31.21,Children and Young People-Childrens Care Services
2015-06-24,CURRYS,149.99,Children and Young People-Childrens Care Services
2015-05-15,CURRYS,180.82,Children and Young People-Childrens Care Services
2015-05-28,CURRYS ONLINE,224.17,Communities & Service Support-Customer Services and Communications
2015-06-08,CURRYS ONLINE,224.99,Communities & Service Support-Customer Services and Communications
2015-04-20,CURRYS ONLINE,70.82,Communities & Service Support-Customer Services and Communications
2015-04-29,CURRYS ONLINE,191.66,Communities & Service Support-Customer Services and Communications
2015-05-01,CURRYS ONLINE,133.32,Communities & Service Support-Customer Services and Communications
2015-05-06,CURRYS ONLINE,169.99,Communities & Service Support-Customer Services and Communications
