Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2019-05-22,29.99,Communities & Service Support (obsolete)-Recreation & Support,A ONE TOOL & FIXING LT,,
2019-04-09,6.28,Communities & Service Support (obsolete)-Community Safety & Support,ALDI 15 779,,
2019-05-03,6.66,Communities & Service Support (obsolete)-Recreation & Support,AMAZON PRIME*MN3L12ZA4 AM,,
2019-04-07,2.95,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK AMAZON.CO.UK,,
2019-05-14,6.65,Communities & Service Support (obsolete)-Community Safety & Support,AMAZON.CO.UK*MN9FP8V54 AM,,
2019-04-24,12.99,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ09T2IX4 AM,,
2019-03-28,12.92,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ0HD94H4 AM,,
2019-04-25,28.06,Communities & Service Support (obsolete)-Museums & Arts,AMAZON.CO.UK*MZ1190RB4 AM,,
2019-03-27,6.99,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ1BX34J4 AM,,
2019-03-28,19.22,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ1YC1494 AM,,
2019-03-29,7.98,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ2549Z54 AM,,
2019-03-28,41.97,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ2K93LM4 AM,,
2019-04-07,19.45,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ2M92PN4 AM,,
2019-03-28,10.99,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ2NE5LI4 AM,,
2019-04-24,45.61,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ2VG1IY4 AM,,
2019-03-28,6.63,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ33904V4 AM,,
2019-04-07,12.99,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ3AK0PN4 AM,,
2019-04-19,10.00,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ3DW7SH4 AM,,
2019-03-28,11.17,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ4YZ2LY4 AM,,
2019-03-28,90.96,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ5HK1464 AM,,
2019-03-28,52.95,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ5MW6LC4 AM,,
2019-03-28,27.98,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ5TG3LG4 AM,,
2019-04-11,45.83,Communities & Service Support (obsolete)-Museums & Arts,AMAZON.CO.UK*MZ6BX8HD4 AM,,
2019-03-28,93.29,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ81L2LK4 AM,,
2019-03-28,42.14,Communities & Service Support (obsolete)-Libraries Info & Tourism,AMAZON.CO.UK*MZ9LS5LG4 AM,,
2019-04-25,50.08,Communities & Service Support (obsolete)-Museums & Arts,AMBERSPHERE SOL LTD,,
2018-12-02,4.15,Economy and Environment (obsolete)-Economy and Investment,AMZN MKTP UK*M004I1164 AM,,
2018-12-04,12.48,Economy and Environment (obsolete)-Economy and Investment,AMZN MKTP UK*M024V55J4 AM,,
2018-12-03,26.65,Economy and Environment (obsolete)-Economy and Investment,AMZN MKTP UK*M062Q7XC4 AM,,
2019-05-14,5.82,Communities & Service Support (obsolete)-Community Safety & Support,AMZN MKTP UK*MN2614VY4 AM,,
2019-05-14,7.46,Communities & Service Support (obsolete)-Community Safety & Support,AMZN MKTP UK*MN6O77XT4 AM,,
