Body,Body Name,Date,Transaction number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Registration Number,Expense Area,Expense Type,Expense Code,BVACOP,Proclass,Extended Description,SOURCE,SUBSOURCE,Definition,Explanation
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-05-20,24812811,1229,755.00,1st Ability Ltd,S276031,,Economy and Environment-Housing Services - Capital,Other Fees,53037290,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-05-20,24812810,1229,3272.00,1st Ability Ltd,S276031,,Economy and Environment-Housing Services - Capital,Other Fees,53037290,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-05-19,24810652,2015:02D  Demen,30390.95,2015:02D  Dementia,Personal Budgets,,,,884A6501,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-05-19,24810653,2015:02DSLDual,558.64,2015:02DSLDual Sensory Loss,Personal Budgets,,,,884A6502,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-05-19,24810654,2015:02FTIFrail,237205.00,2015:02FTIFrailty And/Or Temporary Illness,Personal Budgets,,,,884A6501,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-05-19,24810655,2015:02HI Heari,1339.61,2015:02HI Hearing Impairment,Personal Budgets,,,,884A6502,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-05-19,24810656,2015:02LD Learn,57467.84,2015:02LD Learning Disabilities,Personal Budgets,,,,884B6503,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-05-19,24810657,2015:02MH Menta,8242.61,2015:02MH Mental Health (Except Dementia),Personal Budgets,,,,884C6504,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-05-19,24810658,2015:02OV Other,13123.50,2015:02OV Other Vulnerable People,Personal Budgets,,,,884A6505,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-05-19,24810659,2015:02PD Physi,78061.40,2015:02PD Physically Disabled,Personal Budgets,,,,884A6502,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
