Payment Date,Benificiary Name,Amount,Organisational Unit
2018-09-04,A ONE TOOL & FIXING LT,94.00,Adult Services and Wellbeing-Adult Health & Social Care
2018-09-18,A1 NOWAZ SUPERSTOR 82439,31.92,Communities & Service Support (obsolete)-Community Safety & Support
2018-07-27,A1 NOWAZ SUPERSTOR 82439,11.97,Communities & Service Support (obsolete)-Community Safety & Support
2018-09-24,AJPRODUCTSCOUK,115.00,Children and Young People's Services-Schools and Children's Services - Non-School
2018-09-04,ALDI 15 779,19.93,Children and Young People's Services-Childrens Care Services
2018-09-04,ALDI 15 779,38.29,Children and Young People's Services-Childrens Care Services
2018-08-06,ALDI 15 779,29.01,Children and Young People's Services-Schools and Children's Services - Non-School
2018-08-13,ALDI 15 779,5.06,Children and Young People's Services-Schools and Children's Services - Non-School
2018-08-22,ALDI 15 779,14.95,Children and Young People's Services-Schools and Children's Services - Non-School
2018-08-17,ALTON TOWERS PARK,224.58,Children and Young People's Services-Schools and Children's Services - Non-School
2018-08-17,ALTON TOWERS PARK,224.58,Children and Young People's Services-Schools and Children's Services - Non-School
2018-07-24,AMAZON EU AMAZON.CO.UK,6.00,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-07-24,AMAZON EU AMAZON.CO.UK,36.77,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-07-26,AMAZON EU AMAZON.CO.UK,30.86,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-07-04,AMAZON EU AMAZON.CO.UK,54.99,Communities & Service Support (obsolete)-Customer Services and Communications
2018-07-19,AMAZON SVCS EU-UK AMAZON.,20.22,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-07-20,AMAZON SVCS EU-UK AMAZON.,2.69,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-07-20,AMAZON SVCS EU-UK AMAZON.,2.80,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-07-20,AMAZON SVCS EU-UK AMAZON.,36.02,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-07-24,AMAZON SVCS EU-UK AMAZON.,12.88,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-07-25,AMAZON SVCS EU-UK AMAZON.,21.60,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-06-04,AMAZON SVCS EU-UK AMAZON.,27.06,Communities & Service Support (obsolete)-Community Safety & Support
2018-06-04,AMAZON SVCS EU-UK AMAZON.,15.80,Communities & Service Support (obsolete)-Community Safety & Support
2018-06-29,AMAZON SVCS EU-UK AMAZON.,90.83,Communities & Service Support (obsolete)-Customer Services and Communications
2018-07-01,AMAZON SVCS EU-UK AMAZON.,3.74,Communities & Service Support (obsolete)-Customer Services and Communications
2018-07-02,AMAZON SVCS EU-UK AMAZON.,4.99,Communities & Service Support (obsolete)-Customer Services and Communications
2018-07-02,AMAZON SVCS EU-UK AMAZON.,8.25,Communities & Service Support (obsolete)-Customer Services and Communications
2018-07-02,AMAZON SVCS EU-UK AMAZON.,11.66,Communities & Service Support (obsolete)-Customer Services and Communications
2018-07-05,AMAZON SVCS EU-UK AMAZON.,67.92,Economy and Environment (obsolete)-Economy and Investment
2018-09-11,AMAZON.CO.UK AMAZON.CO.UK,6.61,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-09-12,AMAZON.CO.UK AMAZON.CO.UK,49.37,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-08-12,AMAZON.CO.UK AMAZON.CO.UK,6.99,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-08-17,AMAZON.CO.UK AMAZON.CO.UK,12.20,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-08-17,AMAZON.CO.UK AMAZON.CO.UK,12.99,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-08-21,AMAZON.CO.UK AMAZON.CO.UK,17.49,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-08-22,AMAZON.CO.UK AMAZON.CO.UK,96.59,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-08-22,AMAZON.CO.UK AMAZON.CO.UK,8.39,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-09-09,AMAZON.CO.UK AMAZON.CO.UK,4.34,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-09-10,AMAZON.CO.UK AMAZON.CO.UK,45.48,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-09-13,AMAZON.CO.UK AMAZON.CO.UK,18.06,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-09-24,AMAZON.CO.UK AMAZON.CO.UK,30.86,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-09-24,AMAZON.CO.UK AMAZON.CO.UK,83.04,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-09-25,AMAZON.CO.UK AMAZON.CO.UK,65.21,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-09-20,AMZ*Amazon.co.uk,0.15,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-07-31,AMZ*COSSuppliesltd,13.53,Children and Young People's Services-Schools and Children's Services - Non-School
2018-08-07,AMZ*COSSuppliesltd,13.86,Children and Young People's Services-Schools and Children's Services - Non-School
2018-07-27,AMZ*bigmouthstore-UK,5.31,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-09-08,AMZN MKTP UK AMAZON.CO.UK,18.72,Chief Executive's Office (obsolete)-Law & Administration Service
2018-09-17,AMZN MKTP UK AMAZON.CO.UK,4.12,Economy and Environment (obsolete)-Highways and Engineering Services
2018-09-19,AMZN MKTP UK AMAZON.CO.UK,24.47,Economy and Environment (obsolete)-Highways and Engineering Services
2018-09-05,AMZN MKTP UK AMAZON.CO.UK,11.43,Children and Young People's Services-Childrens Care Services
2018-09-05,AMZN MKTP UK AMAZON.CO.UK,9.99,Children and Young People's Services-Childrens Care Services
2018-09-04,AMZN MKTP UK AMAZON.CO.UK,8.32,Children and Young People's Services-Schools and Children's Services - Non-School
2018-09-05,AMZN MKTP UK AMAZON.CO.UK,5.82,Children and Young People's Services-Schools and Children's Services - Non-School
