Payment Date,Benificiary Name,Amount,Organisational Unit
2017-09-03,123 REG R/T,7.99,Communities & Service Support-Recreation & Support
2017-09-14,123 REG R/T,7.99,Communities & Service Support-Recreation & Support
2017-09-07,A ONE TOOL & FIXING LT,224.92,Economy and Environment-Housing Services
2017-08-24,A1 NOWAZ SUPERSTOR 82439,15.46,Communities & Service Support-Community Safety & Support
2017-08-09,ADRENALINE INTERNA,16.66,Children and Young People-Schools and Children's Services - Non-School
2017-08-10,AKBAR BALTI (YORK) LTD,37.50,Children and Young People-Childrens Care Services
2017-09-20,ALDI 15 779,8.91,Children and Young People-Childrens Care Services
2017-08-31,ALTON TOWERS,5.00,Children and Young People-Childrens Care Services
2017-08-31,ALTON TOWERS,177.51,Children and Young People-Childrens Care Services
2017-08-31,ALTON TOWERS,12.50,Children and Young People-Childrens Care Services
2017-09-20,AMAZON UK RETAIL AMAZON.C,10.99,Communities & Service Support-Libraries Info & Tourism
2017-09-27,AMAZON UK RETAIL AMAZON.C,15.35,Communities & Service Support-Libraries Info & Tourism
2017-08-10,AMAZON UK RETAIL AMAZON.C,12.35,Children and Young People-Childrens Care Services
2017-07-05,AMAZON UK RETAIL AMAZON.C,6.99,Communities & Service Support-Libraries Info & Tourism
2017-07-05,AMAZON UK RETAIL AMAZON.C,8.00,Communities & Service Support-Libraries Info & Tourism
2017-07-18,AMAZON UK RETAIL AMAZON.C,5.00,Communities & Service Support-Libraries Info & Tourism
2017-07-19,AMAZON UK RETAIL AMAZON.C,19.98,Communities & Service Support-Libraries Info & Tourism
2017-07-03,AMAZON UK RETAIL AMAZON.C,8.98,Communities & Service Support-Customer Services and Communications
2017-08-06,AMAZON UK RETAIL AMAZON.C,11.66,Communities & Service Support-Libraries Info & Tourism
2017-08-10,AMAZON UK RETAIL AMAZON.C,23.33,Communities & Service Support-Libraries Info & Tourism
2017-07-10,AMAZON UK RETAIL AMAZON.C,6.66,Communities & Service Support-Libraries Info & Tourism
2017-09-14,AMAZON.CO.UK,2.48,Economy and Environment-Environmental Services
2017-09-15,AMAZON.CO.UK,29.80,Economy and Environment-Environmental Services
2017-09-25,AMAZON.CO.UK,4.05,Communities & Service Support-Libraries Info & Tourism
2017-08-09,AMAZON.CO.UK,10.82,Children and Young People-Childrens Care Services
2017-09-26,AMAZON.CO.UK,9.21,Communities & Service Support-Museums & Arts
2017-06-28,AMAZON.CO.UK,8.89,Communities & Service Support-Libraries Info & Tourism
2017-07-05,AMAZON.CO.UK,15.98,Communities & Service Support-Libraries Info & Tourism
2017-07-06,AMAZON.CO.UK,14.41,Communities & Service Support-Libraries Info & Tourism
2017-07-17,AMAZON.CO.UK,8.80,Communities & Service Support-Libraries Info & Tourism
2017-09-13,AMAZON.CO.UK,45.80,Communities & Service Support-Sport & Leisure Management DSO
2017-07-07,AMAZON.CO.UK,21.70,Communities & Service Support-Sport & Leisure Management DSO
2017-08-01,AMAZON.CO.UK,54.16,Communities & Service Support-Customer Services and Communications
2017-09-10,AMAZON.CO.UK,19.85,Communities & Service Support-Libraries Info & Tourism
2017-07-30,AMAZON.CO.UK,38.98,Communities & Service Support-Libraries Info & Tourism
2017-07-31,AMAZON.CO.UK,3.33,Communities & Service Support-Libraries Info & Tourism
2017-08-02,AMAZON.CO.UK,63.05,Communities & Service Support-Libraries Info & Tourism
2017-07-09,AMAZON.CO.UK,16.95,Communities & Service Support-Libraries Info & Tourism
2017-09-27,AMZ*Amazon.co.uk,40.50,Economy and Environment-Environmental Services
2017-07-08,AMZ*Amazon.co.uk,7.80,Communities & Service Support-Libraries Info & Tourism
2017-08-22,AMZ*Amazon.co.uk,0.83,Communities & Service Support-Libraries Info & Tourism
2017-08-29,ANCESTRY.CO.UK,10.95,Communities & Service Support-Customer Services and Communications
2017-09-19,ANDREW PAGE,37.96,Communities & Service Support-Safer Cleaner Greener
2017-07-31,AO RETAIL LIMITED,90.83,Communities & Service Support-Customer Services and Communications
2017-08-22,AO RETAIL LIMITED,107.50,Communities & Service Support-Customer Services and Communications
2017-05-26,APPLIANCE WORLD,145.83,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-29,APPLIANCE WORLD,362.50,Communities & Service Support-Customer Services and Communications
2017-09-13,APPLIANCE WORLD,116.67,Communities & Service Support-Customer Services and Communications
2017-09-13,APPLIANCE WORLD,150.00,Communities & Service Support-Customer Services and Communications
2017-09-18,APPLIANCE WORLD,441.67,Communities & Service Support-Customer Services and Communications
2017-09-18,APPLIANCE WORLD,104.17,Communities & Service Support-Customer Services and Communications
2017-09-27,APPLIANCE WORLD,82.50,Communities & Service Support-Customer Services and Communications
2017-07-31,APPLIANCE WORLD,216.67,Communities & Service Support-Customer Services and Communications
2017-08-02,APPLIANCE WORLD,291.67,Communities & Service Support-Customer Services and Communications
2017-08-03,APPLIANCE WORLD,233.33,Communities & Service Support-Customer Services and Communications
2017-08-11,APPLIANCE WORLD,195.83,Communities & Service Support-Customer Services and Communications
2017-08-11,APPLIANCE WORLD,345.83,Communities & Service Support-Customer Services and Communications
2017-08-15,APPLIANCE WORLD,5.04,Communities & Service Support-Customer Services and Communications
2017-08-18,APPLIANCE WORLD,498.33,Communities & Service Support-Customer Services and Communications
2017-09-27,ARCO LTD,50.76,Communities & Service Support-Safer Cleaner Greener
2017-08-21,ARGOS HALIFAX INSI,349.99,Communities & Service Support-Customer Services and Communications
2017-06-09,ARGOS HALIFAX INSI,95.03,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-07,ARGOS HALIFAX INSI,12.49,Children and Young People-Childrens Care Services
2017-08-23,ARGOS HALIFAX INSI,24.99,Communities & Service Support-Sport & Leisure Management DSO
2017-09-02,ARGOS LTD,13.74,Children and Young People-Childrens Care Services
2017-07-26,ARGOS LTD,7.49,Children and Young People-Childrens Care Services
2017-06-07,ARGOS LTD,59.97,"Adults, Health and Social Care-Adult Health & Social Care"
2017-06-23,ARGOS LTD,95.80,"Adults, Health and Social Care-Adult Health & Social Care"
2017-06-23,ARGOS LTD,7.49,"Adults, Health and Social Care-Adult Health & Social Care"
2017-08-06,ARGOS LTD,35.79,Children and Young People-Childrens Care Services
2017-08-25,ARGOS LTD,14.98,Children and Young People-Childrens Care Services
2017-07-05,ARGOS LTD,21.65,Communities & Service Support-Sport & Leisure Management DSO
2017-09-01,ARGOS RETAIL GROUP,165.00,Economy and Environment-Environmental Services
2017-09-20,ARGOS RETAIL GROUP,24.98,Economy and Environment-Environmental Services
2017-08-31,ARGOS RETAIL GROUP,34.99,Children and Young People-Childrens Care Services
2017-07-26,ARGOS RETAIL GROUP,63.32,"Adults, Health and Social Care-Adult Health & Social Care"
2017-09-06,ARGOS RETAIL GROUP,169.48,Children and Young People-Childrens Services Unit
2017-09-12,ARGOS RETAIL GROUP,33.98,Children and Young People-Childrens Services Unit
2017-09-19,ARGOS RETAIL GROUP,33.98,Children and Young People-Childrens Services Unit
2017-09-12,ARGOS RETAIL GROUP,20.82,Communities & Service Support-Libraries Info & Tourism
2017-08-02,ARGOS RETAIL GROUP,58.32,Communities & Service Support-Sport & Leisure Management DSO
2017-09-12,ASDA GEORGE COM LEEDS,27.46,Communities & Service Support-Customer Services and Communications
2017-08-28,ASDA PETROL 4839,37.52,Children and Young People-Childrens Care Services
2017-06-29,ASDA STORE,105.53,Children and Young People-Childrens Care Services
2017-06-29,ASDA STORE,5.00,Children and Young People-Childrens Care Services
2017-07-11,ASDA STORE,0.62,Children and Young People-Childrens Care Services
2017-07-17,ASDA STORE,84.38,Children and Young People-Childrens Care Services
2017-07-26,ASDA STORE,20.67,Children and Young People-Childrens Care Services
2017-08-29,ASDA STORE,116.31,Children and Young People-Childrens Care Services
2017-08-29,ASDA STORE,14.17,Children and Young People-Childrens Care Services
2017-09-13,ASDA STORE,10.00,Children and Young People-Childrens Care Services
2017-09-13,ASDA STORE,5.00,Children and Young People-Childrens Care Services
2017-09-16,ASDA STORE,22.12,Children and Young People-Childrens Care Services
2017-09-13,ASDA STORE,6.25,Children and Young People-Childrens Care Services
2017-09-25,ASDA STORE,86.48,Children and Young People-Childrens Care Services
2017-09-02,ASDA STORE,7.08,Children and Young People-Childrens Care Services
2017-09-03,ASDA STORE,11.25,Children and Young People-Childrens Care Services
2017-09-14,ASDA STORE,114.82,Children and Young People-Childrens Care Services
2017-09-07,ASDA STORE,37.85,Children and Young People-Childrens Care Services
2017-09-07,ASDA STORE,12.08,Children and Young People-Childrens Care Services
2017-09-19,ASDA STORE,11.07,Children and Young People-Childrens Care Services
2017-07-31,ASDA STORE,2.00,Children and Young People-Childrens Care Services
2017-08-27,ASDA STORE,5.00,Children and Young People-Childrens Care Services
2017-07-09,ASDA STORE,24.73,Children and Young People-Childrens Care Services
2017-07-10,ASDA STORE,75.18,Children and Young People-Childrens Care Services
2017-07-10,ASDA STORE,11.49,Children and Young People-Childrens Care Services
2017-07-19,ASDA STORE,5.50,Children and Young People-Childrens Care Services
2017-07-19,ASDA STORE,3.00,Children and Young People-Childrens Care Services
2017-07-20,ASDA STORE,79.53,Children and Young People-Childrens Care Services
2017-07-24,ASDA STORE,90.80,Children and Young People-Childrens Care Services
2017-07-27,ASDA STORE,102.15,Children and Young People-Childrens Care Services
