Payment Date,Benificiary Name,Amount,Organisational Unit
2018-02-16,3C CONTACTLESS STOCK,2.33,Children and Young People (obsolete)-Childrens Care Services
2018-01-17,A ONE TOOL & FIXING LT,196.26,Economy and Environment (obsolete)-Housing Services
2018-02-01,ADAGIO BIRMINGHAM,92.50,Chief Executive's Office (obsolete)-Public Health
2018-02-01,ADRENALINE INTERNA,3.17,Children and Young People (obsolete)-Childrens Care Services
2018-02-24,AINLEY TOP,0.67,Children and Young People (obsolete)-Childrens Care Services
2018-02-24,AINLEY TOP,34.12,Children and Young People (obsolete)-Childrens Care Services
2017-07-31,ALDI,1.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-08-01,ALDI,13.74,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-08-01,ALDI,16.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-08-08,ALDI,31.38,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-08-08,ALDI,5.09,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-08-11,ALDI,7.62,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-08-15,ALDI,5.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-08-15,ALDI,19.25,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-08-21,ALDI,42.39,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-08-21,ALDI,4.59,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-02-08,ALDI 15 779,17.11,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-01-25,ALDI 15 779,13.79,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-01-02,ALDI 15 779,30.39,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-01-02,ALDI 15 779,5.92,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-01-09,ALDI 15 779,7.54,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-01-09,ALDI 15 779,38.74,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-01-16,ALDI 15 779,10.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-01-16,ALDI 15 779,6.33,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-01-23,ALDI 15 779,5.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-01-23,ALDI 15 779,23.62,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-12-05,ALDI 15 779,15.85,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-12-05,ALDI 15 779,32.11,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-12-11,ALDI 15 779,65.69,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-12-12,ALDI 15 779,21.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-12-13,ALDI 15 779,40.75,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-12-19,ALDI 15 779,3.05,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-01-28,ALDI 15 779,29.13,Children and Young People (obsolete)-Childrens Care Services
2018-01-30,ALDI 15 779,13.84,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-01-30,ALDI 15 779,35.82,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-02-13,ALDI 15 779,32.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-02-13,ALDI 15 779,2.31,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-02-20,ALDI 15 779,12.59,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-02-20,ALDI 15 779,24.03,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-02-27,ALDI 15 779,15.15,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-02-27,ALDI 15 779,7.31,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-11-01,ALDI 15 779,33.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-11-01,ALDI 15 779,4.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-11-07,ALDI 15 779,10.09,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-11-07,ALDI 15 779,5.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-11-07,ALDI 15 779,4.63,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-11-14,ALDI 15 779,37.54,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-11-14,ALDI 15 779,10.97,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-11-21,ALDI 15 779,4.82,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-11-21,ALDI 15 779,15.06,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-01-17,ALDI 60 779,14.08,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-01-22,ALDI 60 779,24.88,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-01-24,ALDI 60 779,16.25,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-01-26,ALDI 60 779,0.96,Children and Young People (obsolete)-Childrens Care Services
2017-11-14,ALTHAMS TRAVEL HEAD OF,603.62,Chief Executive's Office (obsolete)-Other Services
2017-11-14,ALTHAMS TRAVEL HEAD OF,603.62,Chief Executive's Office (obsolete)-Other Services
2018-01-29,ALTHAMS TRAVEL HEAD OF,209.20,Children and Young People (obsolete)-Childrens Care Services
2018-01-31,ALTHAMS TRAVEL HEAD OF,142.60,Children and Young People (obsolete)-Childrens Care Services
2018-01-31,ALTHAMS TRAVEL HEAD OF,15.20,Children and Young People (obsolete)-Childrens Care Services
2018-02-05,ALTHAMS TRAVEL HEAD OF,22.30,Children and Young People (obsolete)-Childrens Care Services
2018-02-07,ALTHAMS TRAVEL HEAD OF,142.60,Children and Young People (obsolete)-Childrens Care Services
2018-02-12,ALTHAMS TRAVEL HEAD OF,158.40,Children and Young People (obsolete)-Childrens Care Services
2018-02-14,ALTHAMS TRAVEL HEAD OF,192.90,Children and Young People (obsolete)-Childrens Care Services
2018-02-14,ALTHAMS TRAVEL HEAD OF,72.60,Children and Young People (obsolete)-Childrens Care Services
2018-02-14,ALTHAMS TRAVEL HEAD OF,9.30,Children and Young People (obsolete)-Childrens Care Services
2018-02-19,ALTHAMS TRAVEL HEAD OF,142.60,Children and Young People (obsolete)-Childrens Care Services
2018-02-26,ALTHAMS TRAVEL HEAD OF,20.00,Children and Young People (obsolete)-Childrens Care Services
2017-10-29,AMAZON EU AMAZON.CO.UK,14.98,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-10-31,AMAZON EU AMAZON.CO.UK,41.65,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-10-31,AMAZON EU AMAZON.CO.UK,45.13,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-09,AMAZON EU AMAZON.CO.UK,76.96,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-10,AMAZON EU AMAZON.CO.UK,12.68,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-16,AMAZON EU AMAZON.CO.UK,17.60,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-17,AMAZON EU AMAZON.CO.UK,22.58,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-17,AMAZON EU AMAZON.CO.UK,6.99,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-19,AMAZON EU AMAZON.CO.UK,33.32,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-20,AMAZON EU AMAZON.CO.UK,16.66,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-22,AMAZON EU AMAZON.CO.UK,63.73,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-01-11,AMAZON EU AMAZON.CO.UK,20.59,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-01-03,AMAZON EU AMAZON.CO.UK,43.99,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-01-11,AMAZON EU AMAZON.CO.UK,4.99,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-01-16,AMAZON EU AMAZON.CO.UK,4.99,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-01-21,AMAZON EU AMAZON.CO.UK,27.87,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-01-23,AMAZON EU AMAZON.CO.UK,8.76,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-02-02,AMAZON EU AMAZON.CO.UK,19.92,Children and Young People (obsolete)-Childrens Care Services
2018-02-04,AMAZON EU AMAZON.CO.UK,74.99,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-02-08,AMAZON SVCS EU-UK AMAZON.,2.92,Children and Young People (obsolete)-Childrens Care Services
2018-02-08,AMAZON SVCS EU-UK AMAZON.,6.40,Children and Young People (obsolete)-Childrens Care Services
2017-10-26,AMAZON SVCS EU-UK AMAZON.,7.51,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-10-28,AMAZON SVCS EU-UK AMAZON.,3.61,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-10-29,AMAZON SVCS EU-UK AMAZON.,44.94,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-10-30,AMAZON SVCS EU-UK AMAZON.,16.95,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-10-31,AMAZON SVCS EU-UK AMAZON.,9.07,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-13,AMAZON SVCS EU-UK AMAZON.,27.79,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-14,AMAZON SVCS EU-UK AMAZON.,14.80,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-15,AMAZON SVCS EU-UK AMAZON.,5.60,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-21,AMAZON SVCS EU-UK AMAZON.,14.06,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-22,AMAZON SVCS EU-UK AMAZON.,3.16,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-22,AMAZON SVCS EU-UK AMAZON.,37.55,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-23,AMAZON SVCS EU-UK AMAZON.,7.80,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-01-31,AMAZON SVCS EU-UK AMAZON.,49.99,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-01-31,AMAZON SVCS EU-UK AMAZON.,49.99,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-02-14,AMAZON SVCS EU-UK AMAZON.,73.33,Chief Executive's Office (obsolete)-Law & Administration Service
2018-02-14,AMAZON SVCS EU-UK AMAZON.,110.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-02-08,AMAZON SVCS EU-UK AMAZON.,8.26,Economy and Environment (obsolete)-Highways and Engineering Services
2018-02-10,AMAZON SVCS EU-UK AMAZON.,7.66,Economy and Environment (obsolete)-Highways and Engineering Services
2018-02-06,AMAZON SVCS EU-UK AMAZON.,3.39,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-02-13,AMAZON SVCS EU-UK AMAZON.,8.99,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-02-14,AMAZON SVCS EU-UK AMAZON.,9.94,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-02-05,AMAZON SVCS EU-UK AMAZON.,33.07,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-02-13,AMAZON SVCS EU-UK AMAZON.,16.53,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-01-12,AMAZON SVCS EU-UK AMAZON.,13.22,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-01-12,AMAZON SVCS EU-UK AMAZON.,19.12,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-07,AMAZON SVCS EU-UK AMAZON.,4.00,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-13,AMAZON SVCS EU-UK AMAZON.,11.09,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-01-03,AMAZON SVCS EU-UK AMAZON.,28.66,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-02-05,AMAZON SVCS EU-UK AMAZON.,5.57,Children and Young People (obsolete)-Childrens Care Services
2018-02-14,AMAZON SVCS EU-UK AMAZON.,52.43,Children and Young People (obsolete)-Childrens Care Services
2018-02-14,AMAZON SVCS EU-UK AMAZON.,97.37,Children and Young People (obsolete)-Childrens Care Services
2018-02-14,AMAZON SVCS EU-UK AMAZON.,6.64,Children and Young People (obsolete)-Childrens Care Services
2018-02-14,AMAZON SVCS EU-UK AMAZON.,11.62,Children and Young People (obsolete)-Childrens Care Services
2018-02-26,AMAZON SVCS EU-UK AMAZON.,20.55,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-02-23,AMAZON SVCS EU-UK AMAZON.,13.97,Children and Young People (obsolete)-Childrens Care Services
2018-02-26,AMAZON SVCS EU-UK AMAZON.,2.91,Children and Young People (obsolete)-Childrens Care Services
2017-12-30,AMAZON SVCS EU-UK AMAZON.,6.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-01-01,AMAZON SVCS EU-UK AMAZON.,5.93,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-10-30,AMAZON SVCS EU-UK AMAZON.,3.87,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-11-04,AMAZON UK RETAIL AMAZON.C,18.99,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-11-14,AMAZON UK RETAIL AMAZON.C,9.09,Communities & Service Support (obsolete)-Libraries Info & Tourism
2017-08-03,AMAZON.CO.UK,21.22,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-10-06,AMAZON.CO.UK,17.50,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-10-07,AMAZON.CO.UK,51.79,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-02-26,AMERISUITES,95.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-02-05,AMZ*Just Gloves,14.35,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2017-11-12,AMZ*World of Books Ltd,7.17,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-01-29,ANCESTRY.CO.UK,10.95,Communities & Service Support (obsolete)-Customer Services and Communications
2018-02-02,APPLIANCE WORLD,125.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-12-11,APPLIANCE WORLD,166.67,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-12-13,APPLIANCE WORLD,258.33,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-12-13,APPLIANCE WORLD,258.33,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-01-11,ARCO LTD,196.21,Economy and Environment (obsolete)-Housing Services
2018-01-18,ARGOS HALIFAX INSI,355.77,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-02-19,ARGOS HALIFAX INSI,250.00,Children and Young People (obsolete)-Childrens Services Unit
2018-02-16,ARGOS HALIFAX INSI,54.16,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-02-07,ARGOS LTD,49.99,Children and Young People (obsolete)-Childrens Care Services
2018-02-20,ARGOS LTD,199.99,Children and Young People (obsolete)-Childrens Care Services
2018-01-30,ARGOS LTD,80.80,Children and Young People (obsolete)-Childrens Care Services
2018-02-22,ARGOS LTD,99.98,Economy and Environment (obsolete)-Highways and Engineering Services
2018-02-09,ARGOS LTD,9.16,Children and Young People (obsolete)-Childrens Care Services
2018-01-23,ARGOS LTD,24.99,Children and Young People (obsolete)-Childrens Care Services
2017-12-12,ARGOS LTD,54.16,Children and Young People (obsolete)-Childrens Care Services
2018-02-06,ARGOS LTD,10.82,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-01-10,ARGOS LTD,12.49,Children and Young People (obsolete)-Childrens Care Services
2018-02-07,ARGOS LTD,27.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-01-27,ARGOS LTD,14.99,Children and Young People (obsolete)-Childrens Care Services
2018-01-02,ARGOS RETAIL GROUP,12.49,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-02-08,ARGOS RETAIL GROUP,55.82,Children and Young People (obsolete)-Childrens Services Unit
2018-02-15,ARGOS RETAIL GROUP,42.88,Children and Young People (obsolete)-Childrens Services Unit
2018-02-15,ARGOS RETAIL GROUP,16.99,Children and Young People (obsolete)-Childrens Services Unit
2018-02-05,ARGOS RETAIL GROUP,110.81,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-01-31,ARGOS RETAIL GROUP,43.32,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-02-05,ARGOS RETAIL GROUP,72.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-12-04,ARGOS RETAIL GROUP,45.75,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2017-12-19,ARGOS RETAIL GROUP,0.55,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-02-01,ARNOLD LAVER BFD C,68.40,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-01-29,ASDA,35.01,Children and Young People (obsolete)-Childrens Care Services
2018-02-21,ASDA  STORES LTD 5883,6.00,Children and Young People (obsolete)-Childrens Care Services
2018-01-10,ASDA GEORGE COM LEEDS,31.67,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-02-05,ASDA GEORGE COM LEEDS,80.93,Children and Young People (obsolete)-Childrens Care Services
2018-01-31,ASDA STORE,17.68,Children and Young People (obsolete)-Childrens Care Services
2018-02-11,ASDA STORE,120.15,Children and Young People (obsolete)-Childrens Care Services
2018-02-11,ASDA STORE,17.12,Children and Young People (obsolete)-Childrens Care Services
2018-02-11,ASDA STORE,6.25,Children and Young People (obsolete)-Childrens Care Services
