Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2018-04-18,100991.89,PEOPLE,1ST SAFARI DAY NURSERIES LTD,,
2018-04-12,4688.00,PLACE,4 GLOBAL CONSULTING,,
2018-04-30,604.00,PEOPLE,7 HILLS LEISURE TRUST,,
2018-04-11,1801.44,PEOPLE,7 HILLS LEISURE TRUST,,
2018-04-05,2089.75,PEOPLE,7 HILLS LEISURE TRUST,,
2018-04-26,910.00,PEOPLE,A MIND APART THEATRE COMPANY LTD,,
2018-04-11,1400.00,PEOPLE,A MIND APART THEATRE COMPANY LTD,,
2018-04-05,1720.00,PEOPLE,A MIND APART THEATRE COMPANY LTD,,
2018-04-18,666.67,PEOPLE,A PASTORELLI FOOT T/A MYFIRSTFOOTSTEP,,
2018-04-25,267.93,"POLICY, PERFORMANCE AND COMMS",A PINDER LTD,,
2018-04-23,350.00,PLACE,A PINDER LTD,,
2018-04-23,540.91,PLACE,A PINDER LTD,,
2018-04-19,1004.90,"POLICY, PERFORMANCE AND COMMS",A PINDER LTD,,
2018-04-24,3371.14,PEOPLE,AARON HOUSE,,
2018-04-25,1371.43,PEOPLE,AARON HOUSE,,
2018-04-25,1086.00,PEOPLE,AARON HOUSE,,
2018-04-24,814.00,PEOPLE,AARON HOUSE,,
2018-04-25,744.80,PEOPLE,AARON HOUSE,,
2018-04-25,637.88,PEOPLE,AARON HOUSE,,
2018-04-25,584.44,PEOPLE,AARON HOUSE,,
2018-04-25,576.44,PEOPLE,AARON HOUSE,,
2018-04-25,572.28,PEOPLE,AARON HOUSE,,
2018-04-25,563.20,PEOPLE,AARON HOUSE,,
2018-04-25,552.40,PEOPLE,AARON HOUSE,,
2018-04-25,552.40,PEOPLE,AARON HOUSE,,
2018-04-25,552.40,PEOPLE,AARON HOUSE,,
2018-04-25,552.40,PEOPLE,AARON HOUSE,,
2018-04-25,408.80,PEOPLE,AARON HOUSE,,
2018-04-24,275.63,PEOPLE,AARON HOUSE,,
2018-04-24,225.51,PEOPLE,AARON HOUSE,,
2018-04-24,6.12,PEOPLE,AARON HOUSE,,
2018-04-24,3.10,PEOPLE,AARON HOUSE,,
2018-04-24,310.00,PEOPLE,AARON HOUSE,,
2018-04-24,595.29,PEOPLE,AARON HOUSE,,
2018-04-24,727.57,PEOPLE,AARON HOUSE,,
2018-04-25,1115.20,PEOPLE,AARON HOUSE,,
2018-04-24,1473.31,PEOPLE,AARON HOUSE,,
2018-04-25,1556.00,PEOPLE,AARON HOUSE,,
2018-04-25,1596.00,PEOPLE,AARON HOUSE,,
2018-04-25,1704.00,PEOPLE,AARON HOUSE,,
2018-04-25,1736.00,PEOPLE,AARON HOUSE,,
2018-04-25,1736.00,PEOPLE,AARON HOUSE,,
2018-04-25,1736.00,PEOPLE,AARON HOUSE,,
2018-04-25,1736.00,PEOPLE,AARON HOUSE,,
2018-04-25,1736.00,PEOPLE,AARON HOUSE,,
2018-04-25,1736.00,PEOPLE,AARON HOUSE,,
2018-04-25,1736.00,PEOPLE,AARON HOUSE,,
2018-04-25,1736.00,PEOPLE,AARON HOUSE,,
2018-04-25,1736.00,PEOPLE,AARON HOUSE,,
2018-04-24,2604.00,PEOPLE,AARON HOUSE,,
2018-04-06,421.00,PEOPLE,AB CASTLE LTD,,
2018-04-20,600.00,PEOPLE,ABBEY LANE SURGERY,,
2018-04-04,309.80,PEOPLE,ABBEYCARE & NURSING,,
2018-04-26,371.76,PEOPLE,ABBEYCARE & NURSING,,
2018-04-04,600.80,PEOPLE,ABBEYCARE & NURSING,,
2018-04-26,600.80,PEOPLE,ABBEYCARE & NURSING,,
2018-04-26,726.72,PEOPLE,ABBEYCARE & NURSING,,
2018-04-04,738.08,PEOPLE,ABBEYCARE & NURSING,,
2018-04-26,744.35,PEOPLE,ABBEYCARE & NURSING,,
2018-04-04,744.68,PEOPLE,ABBEYCARE & NURSING,,
2018-04-04,744.68,PEOPLE,ABBEYCARE & NURSING,,
2018-04-26,744.68,PEOPLE,ABBEYCARE & NURSING,,
2018-04-26,744.68,PEOPLE,ABBEYCARE & NURSING,,
2018-04-04,867.16,PEOPLE,ABBEYCARE & NURSING,,
2018-04-26,867.16,PEOPLE,ABBEYCARE & NURSING,,
2018-04-04,1033.60,PEOPLE,ABBEYCARE & NURSING,,
2018-04-26,1033.60,PEOPLE,ABBEYCARE & NURSING,,
