Organisational Unit,Payment Date,Amount,Beneficiary Name
Soc Serv Adults,2013-04-26,619.92,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,618.80,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,612.36,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,612.08,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,580.72,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,580.16,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,578.62,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,578.06,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,577.22,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,576.94,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,554.54,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,553.42,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,503.16,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,502.18,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,924.42,WESTBANK
Soc Serv Adults,2013-04-12,919.66,WESTBANK
Soc Serv Adults,2013-04-12,919.66,WESTBANK
Soc Serv Adults,2013-04-26,855.26,WESTBANK
Soc Serv Adults,2013-04-26,855.26,WESTBANK
Soc Serv Adults,2013-04-26,855.12,WESTBANK
Soc Serv Adults,2013-04-12,850.36,WESTBANK
Soc Serv Adults,2013-04-12,850.36,WESTBANK
Soc Serv Adults,2013-04-12,850.36,WESTBANK
Soc Serv Adults,2013-04-12,850.36,WESTBANK
Soc Serv Adults,2013-04-12,850.36,WESTBANK
Soc Serv Adults,2013-04-12,850.36,WESTBANK
Soc Serv Adults,2013-04-26,816.62,WESTBANK
Soc Serv Adults,2013-04-12,811.72,WESTBANK
Soc Serv Adults,2013-04-12,811.72,WESTBANK
Soc Serv Adults,2013-04-26,697.62,WESTBANK
Soc Serv Adults,2013-04-12,694.68,WESTBANK
Soc Serv Adults,2013-04-12,694.68,WESTBANK
Soc Serv Adults,2013-04-26,647.36,WESTBANK
Soc Serv Adults,2013-04-12,644.28,WESTBANK
Soc Serv Adults,2013-04-12,644.28,WESTBANK
Soc Serv Adults,2013-04-26,504.56,WESTBANK
Soc Serv Adults,2013-04-12,501.48,WESTBANK
Soc Serv Adults,2013-04-12,501.48,WESTBANK
Soc Serv Adults,2013-04-19,1505.00,WHARFEDALE HOUSE
Soc Serv Adults,2013-04-26,1505.00,WHARFEDALE HOUSE
Soc Serv Adults,2013-04-26,574.14,WHITE GABLES CARE HOME
Soc Serv Adults,2013-04-19,573.72,WHITE GABLES CARE HOME
Soc Serv Adults,2013-04-05,1088.00,WHO CARE HOMECARE LTD
Soc Serv Adults,2013-04-12,3279.96,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,2798.08,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,942.62,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-19,937.58,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,855.26,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,855.26,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,850.36,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,850.36,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,626.36,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,626.08,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,620.34,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,620.06,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,612.36,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,612.36,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,612.36,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,612.36,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,612.36,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,612.36,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,612.36,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,612.36,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,612.36,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,612.08,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,612.08,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,612.08,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,612.08,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,612.08,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,612.08,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,612.08,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,612.08,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,612.08,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,608.72,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,607.88,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,607.88,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,607.60,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,607.60,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,606.90,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,606.62,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,606.34,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,606.06,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,599.90,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,599.62,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,599.48,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,594.30,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,582.40,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,581.70,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,543.48,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,541.94,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,535.78,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,531.02,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,530.18,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,529.90,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,529.76,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,529.62,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,529.34,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,524.16,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,516.88,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,516.74,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,513.80,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-12,513.52,WILLOW BANK CARE HOME
Soc Serv Adults,2013-04-26,5441.52,WILLOW VIEW
Soc Serv Adults,2013-04-26,1334.48,WILLOW VIEW
Soc Serv Adults,2013-04-12,4796.50,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-12,1267.00,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-12,1267.00,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-26,895.30,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-12,890.40,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-26,855.26,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-26,855.26,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-12,850.36,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-12,850.36,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-26,662.90,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-12,662.48,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-26,655.48,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-12,655.06,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-26,637.42,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-12,637.00,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-26,636.02,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-12,634.62,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-26,627.20,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-12,625.24,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-26,616.42,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-12,615.16,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-26,612.36,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-26,612.36,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-12,612.08,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-12,612.08,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-26,609.70,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-12,609.42,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-12,527.94,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-26,519.96,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-12,516.60,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-26,515.62,WINGFIELD NURSING HOME
Soc Serv Adults,2013-04-26,3857.15,WOODLEIGH COMMUNITY CARE
Soc Serv Adults,2013-04-12,6320.86,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,2396.80,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,1067.78,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,1067.78,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,1026.76,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,1026.76,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,758.24,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,612.36,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,612.36,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,612.36,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,612.08,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,612.08,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,612.08,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,607.88,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,607.32,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,607.04,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,605.22,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,603.82,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,603.40,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,602.28,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,602.00,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,600.18,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,593.32,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,588.84,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,587.02,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,585.76,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,585.06,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,576.10,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,575.68,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,574.14,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,566.72,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,565.88,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,527.52,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,527.10,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,508.06,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,507.08,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,506.80,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-26,506.66,WOODLEIGH REST HOME
Soc Serv Adults,2013-04-12,648.00,YORKSHIRE HOUSING LTD
Soc Serv Adults,2013-04-19,648.00,YORKSHIRE HOUSING LTD
Soc Serv Adults,2013-04-26,648.00,YORKSHIRE HOUSING LTD
Soc Serv Adults,2013-04-19,520.00,YORKSHIRE HOUSING LTD
Soc Serv Adults,2013-04-19,520.00,YORKSHIRE HOUSING LTD
Soc Serv Adults,2013-04-19,520.00,YORKSHIRE HOUSING LTD
Soc Serv Adults,2013-04-05,525.00,Yorkshire Purchasing Organization
Soc Serv Children & Young Peop,2013-04-12,10723.70,24-SEVEN HAS FOR YOUNG PEOPLE
Soc Serv Children & Young Peop,2013-04-08,1126.00,A D WOODHEAD T/A WINDSTRUMENTS
Soc Serv Children & Young Peop,2013-04-19,2432.00,A&K SAFETY SERVICES LTD
Soc Serv Children & Young Peop,2013-04-05,650.00,ABOVE AND BELOW (DUNCAN MORRISON)
Soc Serv Children & Young Peop,2013-04-10,14999.00,Ackworth School
Soc Serv Children & Young Peop,2013-04-10,14999.00,Ackworth School
Soc Serv Children & Young Peop,2013-04-03,967.80,ACS BUSINESS SUPPLIES LIMITED
Soc Serv Children & Young Peop,2013-04-08,595.22,ACTION FOR CHILDREN SERVICES LTD
Soc Serv Children & Young Peop,2013-04-24,750.00,ADOPTION MATTERS
Soc Serv Children & Young Peop,2013-04-08,16633.36,ADVANCED CHILDCARE
Soc Serv Children & Young Peop,2013-04-08,8409.68,ADVANCED CHILDCARE
Soc Serv Children & Young Peop,2013-04-08,8409.68,ADVANCED CHILDCARE
Soc Serv Children & Young Peop,2013-04-08,8409.68,ADVANCED CHILDCARE
Soc Serv Children & Young Peop,2013-04-08,8409.68,ADVANCED CHILDCARE
Soc Serv Children & Young Peop,2013-04-08,8409.68,ADVANCED CHILDCARE
Soc Serv Children & Young Peop,2013-04-17,8409.68,ADVANCED CHILDCARE
Soc Serv Children & Young Peop,2013-04-08,-16633.36,ADVANCED CHILDCARE
Soc Serv Children & Young Peop,2013-04-15,1155.00,AILIE KERRANE
Soc Serv Children & Young Peop,2013-04-26,5120.00,AIREDALE NHS TRUST
Soc Serv Children & Young Peop,2013-04-08,1600.00,ANEW YOUNG PEOPLE SERVICES LTD
Soc Serv Children & Young Peop,2013-04-19,1000.00,ANEW YOUNG PEOPLE SERVICES LTD
Soc Serv Children & Young Peop,2013-04-05,2000.00,ANITA DUDGEON
Soc Serv Children & Young Peop,2013-04-19,49779.00,APPLETREE TREATMENT CENTRE
Soc Serv Children & Young Peop,2013-04-19,17580.27,APPLETREE TREATMENT CENTRE
Soc Serv Children & Young Peop,2013-04-17,1696.00,APPRIS MANAGEMENT LTD
Soc Serv Children & Young Peop,2013-04-15,808.30,ASCO EDUCATIONAL SUPPLIES
Soc Serv Children & Young Peop,2013-04-15,505.80,ASCO EDUCATIONAL SUPPLIES
Soc Serv Children & Young Peop,2013-04-24,8669.38,BAAF REGISTERED CHARITY
Soc Serv Children & Young Peop,2013-04-29,2540.00,BAAF REGISTERED CHARITY
Soc Serv Children & Young Peop,2013-04-05,2046.60,BAAF REGISTERED CHARITY
Soc Serv Children & Young Peop,2013-04-24,924.62,BAAF REGISTERED CHARITY
Soc Serv Children & Young Peop,2013-04-24,921.84,BAAF REGISTERED CHARITY
Soc Serv Children & Young Peop,2013-04-24,921.84,BAAF REGISTERED CHARITY
Soc Serv Children & Young Peop,2013-04-08,537.54,BANNER BUSINESS SERVICES LTD
Soc Serv Children & Young Peop,2013-04-22,1595.00,BARNARDOS
Soc Serv Children & Young Peop,2013-04-08,1108.20,BARNARDOS
Soc Serv Children & Young Peop,2013-04-08,1100.00,BARNARDOS
Soc Serv Children & Young Peop,2013-04-05,825.00,BARNARDOS
Soc Serv Children & Young Peop,2013-04-24,3849.27,BARNARDOS NORTH EAST
Soc Serv Children & Young Peop,2013-04-24,2274.42,BAYFORD OIL
Soc Serv Children & Young Peop,2013-04-05,1985.40,BAYFORD OIL
Soc Serv Children & Young Peop,2013-04-26,1260.00,BB CONSULTANCY & TRAINING
Soc Serv Children & Young Peop,2013-04-05,1000.00,BECCY OWEN
Soc Serv Children & Young Peop,2013-04-22,15920.25,BELMONT SCHOOL
Soc Serv Children & Young Peop,2013-04-22,15920.25,BELMONT SCHOOL
Soc Serv Children & Young Peop,2013-04-22,15857.74,BELMONT SCHOOL
Soc Serv Children & Young Peop,2013-04-22,15857.74,BELMONT SCHOOL
Soc Serv Children & Young Peop,2013-04-22,15060.04,BELMONT SCHOOL
Soc Serv Children & Young Peop,2013-04-05,10347.67,BELMONT SCHOOL
Soc Serv Children & Young Peop,2013-04-05,10097.64,BELMONT SCHOOL
Soc Serv Children & Young Peop,2013-04-05,9810.51,BELMONT SCHOOL
Soc Serv Children & Young Peop,2013-04-19,11550.00,BETTERCARE KEYS LTD
Soc Serv Children & Young Peop,2013-04-19,11418.00,BETTERCARE KEYS LTD
Soc Serv Children & Young Peop,2013-04-19,11418.00,BETTERCARE KEYS LTD
Soc Serv Children & Young Peop,2013-04-22,597.00,BMI SOLUTIONS LTD
Soc Serv Children & Young Peop,2013-04-29,639.94,BRADFORD ASSOCIATION OF FOSTERING &
Soc Serv Children & Young Peop,2013-04-29,638.03,BRADFORD ASSOCIATION OF FOSTERING &
Soc Serv Children & Young Peop,2013-04-29,638.03,BRADFORD ASSOCIATION OF FOSTERING &
Soc Serv Children & Young Peop,2013-04-08,16041.71,BRADFORD CHRISTIAN SCHOOL
Soc Serv Children & Young Peop,2013-04-15,14937.66,BRADFORD CITY CENTRE PROJECT
Soc Serv Children & Young Peop,2013-04-12,11866.93,BRADFORD CITY CENTRE PROJECT
Soc Serv Children & Young Peop,2013-04-12,6428.79,BRADFORD CITY CENTRE PROJECT
Soc Serv Children & Young Peop,2013-04-12,1897.51,BRADFORD CITY CENTRE PROJECT
Soc Serv Children & Young Peop,2013-04-19,1324.32,BRADFORD CITY CENTRE PROJECT
Soc Serv Children & Young Peop,2013-04-22,1324.32,BRADFORD CITY CENTRE PROJECT
Soc Serv Children & Young Peop,2013-04-08,735.80,BRADFORD COMM ADVICE & DEBT SOLUTIO
Soc Serv Children & Young Peop,2013-04-08,730.00,BRADFORD COMM ADVICE & DEBT SOLUTIO
Soc Serv Children & Young Peop,2013-04-29,5000.00,BRADFORD COMM ENVIRONMENT PROJECT
Soc Serv Children & Young Peop,2013-04-22,10000.00,BRADFORD COMMUNITY BROADCASTING
Soc Serv Children & Young Peop,2013-04-05,13242.50,BRADFORD DISTRICT CARE TRUST
Soc Serv Children & Young Peop,2013-04-26,1160.53,BRADFORD GIRLS GRAMMAR SCHOOL
Soc Serv Children & Young Peop,2013-04-26,967.00,BRADFORD GIRLS GRAMMAR SCHOOL
Soc Serv Children & Young Peop,2013-04-29,840.00,BRADFORD HOSPITAL NHS TRUST
Soc Serv Children & Young Peop,2013-04-08,5000.00,BRADFORD HOSPITALS NHS TRUST
Soc Serv Children & Young Peop,2013-04-19,10000.00,BRADFORD TEACHING HOSPITALS NHS FT
Soc Serv Children & Young Peop,2013-04-05,7994.00,BRADFORD UNDER FIVES ASSOCIATION
Soc Serv Children & Young Peop,2013-04-15,15675.00,BRADFORD YMCA
Soc Serv Children & Young Peop,2013-04-15,7658.00,BRADFORD YMCA
Soc Serv Children & Young Peop,2013-04-12,877.63,BRADFORD YMCA
Soc Serv Children & Young Peop,2013-04-26,1495.75,BRADNET
Soc Serv Children & Young Peop,2013-04-26,1116.00,BRADNET
Soc Serv Children & Young Peop,2013-04-12,2422.50,BRATHAY TRUST
Soc Serv Children & Young Peop,2013-04-24,2158.00,BRENDA TOWARD
Soc Serv Children & Young Peop,2013-04-24,1768.50,BRENDA TOWARD
Soc Serv Children & Young Peop,2013-04-26,2800.00,BRIGHT FUTURE PROJECT
Soc Serv Children & Young Peop,2013-04-26,700.00,BRIGHT FUTURE PROJECT
Soc Serv Children & Young Peop,2013-04-26,11418.00,BROADWOOD EDUCATIONAL SERVICES LTD
Soc Serv Children & Young Peop,2013-04-26,11418.00,BROADWOOD EDUCATIONAL SERVICES LTD
Soc Serv Children & Young Peop,2013-04-24,1520.00,C E Waddington
Soc Serv Children & Young Peop,2013-04-22,925.00,CALDERDALE MBC
Soc Serv Children & Young Peop,2013-04-03,762.18,CANON (UK) LTD
Soc Serv Children & Young Peop,2013-04-03,203280.28,CAPITA BUSINESS SERVICES LTD
Soc Serv Children & Young Peop,2013-04-05,184222.85,CAPITA BUSINESS SERVICES LTD
Soc Serv Children & Young Peop,2013-04-05,13650.00,CAPITA BUSINESS SERVICES LTD
Soc Serv Children & Young Peop,2013-04-12,1911.50,Care and Health Law
Soc Serv Children & Young Peop,2013-04-15,2912.00,CARE UNIQUE LTD
Soc Serv Children & Young Peop,2013-04-19,2080.00,CARE UNIQUE LTD
Soc Serv Children & Young Peop,2013-04-19,1326.00,CARE UNIQUE LTD
Soc Serv Children & Young Peop,2013-04-15,1927.20,CARLTON HOME CARE
Soc Serv Children & Young Peop,2013-04-08,1664.40,CARLTON HOME CARE
Soc Serv Children & Young Peop,2013-04-15,1182.60,CARLTON HOME CARE
Soc Serv Children & Young Peop,2013-04-15,675.00,CARLTON HOME CARE
Soc Serv Children & Young Peop,2013-04-26,2392.85,CARRWOOD PRIMARY SCHOOL
Soc Serv Children & Young Peop,2013-04-26,2392.85,CARRWOOD PRIMARY SCHOOL
Soc Serv Children & Young Peop,2013-04-26,1802.85,CARRWOOD PRIMARY SCHOOL
Soc Serv Children & Young Peop,2013-04-24,6642.86,CATHOLIC CARE
Soc Serv Children & Young Peop,2013-04-05,4457.14,CCATS
Soc Serv Children & Young Peop,2013-04-05,2400.00,CCATS
Soc Serv Children & Young Peop,2013-04-05,1229.00,CCATS
Soc Serv Children & Young Peop,2013-04-24,23994.11,CEFM LTD
Soc Serv Children & Young Peop,2013-04-24,22554.24,CEFM LTD
Soc Serv Children & Young Peop,2013-04-26,3266.00,CHESHIRE WEST AND CHESTER COUNCIL
Soc Serv Children & Young Peop,2013-04-26,2806.00,CHESHIRE WEST AND CHESTER COUNCIL
Soc Serv Children & Young Peop,2013-04-26,2576.00,CHESHIRE WEST AND CHESTER COUNCIL
Soc Serv Children & Young Peop,2013-04-15,2900.00,CHILD AND FAMILY TRAINING LTD
Soc Serv Children & Young Peop,2013-04-19,1740.00,CHILDRENS PLACE
Soc Serv Children & Young Peop,2013-04-19,1897.51,CITY CENTRE PROJECT
Soc Serv Children & Young Peop,2013-04-17,1240.00,CLIFTON LODGE GUEST HOUSE
Soc Serv Children & Young Peop,2013-04-08,630.00,CLIFTON LODGE GUEST HOUSE
Soc Serv Children & Young Peop,2013-04-03,600.00,CLIFTON LODGE GUEST HOUSE
Soc Serv Children & Young Peop,2013-04-26,4900.00,COAST TO COAST CONCERT PRODUCTION
Soc Serv Children & Young Peop,2013-04-17,1720.00,Commonwealth Theatre Company
Soc Serv Children & Young Peop,2013-04-03,3088.92,COMPUTACENTER (UK) LTD
Soc Serv Children & Young Peop,2013-04-15,1029.64,COMPUTACENTER (UK) LTD
Soc Serv Children & Young Peop,2013-04-08,916.28,COMPUTACENTER (UK) LTD
Soc Serv Children & Young Peop,2013-04-26,31534.00,CORAM FAMILY
Soc Serv Children & Young Peop,2013-04-24,3533.22,CORE ASSETS FOSTERING LTD
Soc Serv Children & Young Peop,2013-04-24,3425.50,CORE ASSETS FOSTERING LTD
Soc Serv Children & Young Peop,2013-04-22,3322.73,CORE ASSETS FOSTERING LTD
Soc Serv Children & Young Peop,2013-04-24,3322.73,CORE ASSETS FOSTERING LTD
Soc Serv Children & Young Peop,2013-04-24,3196.10,CORE ASSETS FOSTERING LTD
Soc Serv Children & Young Peop,2013-04-24,3191.30,CORE ASSETS FOSTERING LTD
Soc Serv Children & Young Peop,2013-04-24,3094.00,CORE ASSETS FOSTERING LTD
Soc Serv Children & Young Peop,2013-04-22,3001.18,CORE ASSETS FOSTERING LTD
Soc Serv Children & Young Peop,2013-04-24,3001.18,CORE ASSETS FOSTERING LTD
Soc Serv Children & Young Peop,2013-04-24,2886.80,CORE ASSETS FOSTERING LTD
Soc Serv Children & Young Peop,2013-04-26,2500.00,COTTINGLEY CORNERSTONE CENTRE
Soc Serv Children & Young Peop,2013-04-19,510.00,COTTINGLEY MANOR PRIVATE NURSERY
Soc Serv Children & Young Peop,2013-04-12,56237.84,CROSSFLATTS PRIMARY SCHOOL
Soc Serv Children & Young Peop,2013-04-17,500.00,CRUCIAL TRAINING
Soc Serv Children & Young Peop,2013-04-19,500.00,CRUCIAL TRAINING
Soc Serv Children & Young Peop,2013-04-17,1540.00,D & A SAFETY LTD
Soc Serv Children & Young Peop,2013-04-05,852.50,D & A SAFETY LTD
Soc Serv Children & Young Peop,2013-04-05,565.00,DALES MOUNTAIN BIKING
Soc Serv Children & Young Peop,2013-04-15,2300.00,DEBBIE BARRIE
Soc Serv Children & Young Peop,2013-04-22,10632.38,DELL  CORPORATION LTD
Soc Serv Children & Young Peop,2013-04-22,3922.56,DELL  CORPORATION LTD
Soc Serv Children & Young Peop,2013-04-22,1501.66,DELL  CORPORATION LTD
Soc Serv Children & Young Peop,2013-04-22,-10589.97,DELL  CORPORATION LTD
Soc Serv Children & Young Peop,2013-04-05,1894.10,DENISA FRANCIS
Soc Serv Children & Young Peop,2013-04-05,890.00,DO THE RIGHT THING
Soc Serv Children & Young Peop,2013-04-26,960.00,E A OGDEN FIRST AID
Soc Serv Children & Young Peop,2013-04-15,998.14,EARLY EXCELLENCE LTD
Soc Serv Children & Young Peop,2013-04-15,717.00,EARLY EXCELLENCE LTD
Soc Serv Children & Young Peop,2013-04-26,6377.01,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-26,5225.67,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-26,5225.67,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-26,4719.96,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-29,3365.67,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-08,3277.01,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-22,3277.01,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-22,3277.01,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-08,3188.66,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-08,3100.00,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-08,3100.00,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-08,3100.00,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-22,2959.88,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-08,2878.66,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-29,2878.66,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-08,2219.91,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-29,-2878.66,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-08,-3100.00,EDEN FOSTER CARE
Soc Serv Children & Young Peop,2013-04-24,33982.74,EDUCATIONAL RECORDING AGENCY
Soc Serv Children & Young Peop,2013-04-15,516.89,ETHICAL CARE RESOURCES
Soc Serv Children & Young Peop,2013-04-10,1500.00,FAMILY ACTION
Soc Serv Children & Young Peop,2013-04-10,1500.00,FAMILY ACTION
Soc Serv Children & Young Peop,2013-04-10,-1500.00,FAMILY ACTION
Soc Serv Children & Young Peop,2013-04-08,11500.00,FAMILY LINKS (EDUCATIONAL PROGRAMME
