Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2018-03-01,528,Children's Services,Argus Fire & Security Ltd,,
2018-03-01,595.28,Environment and Community Safety,Brake Bros Ltd,,
2018-03-01,1670.55,"Community, Health & Social Care",Bridgewater Community Health Nhs,,
2018-03-01,3104.85,"Community, Health & Social Care",Bridgewater Community Health Nhs,,
2018-03-01,805.9,Service Reform,Bristow & Sutor,,
2018-03-01,4995.05,Service Reform,Bristow & Sutor,,
2018-03-01,554.88,Sustainable Regeneration,Churches Fire Security Limited,,
2018-03-01,1056,"Community, Health & Social Care",Ee Ltd,,
2018-03-01,1452,"Community, Health & Social Care",Ee Ltd,,
2018-03-01,1500,Capital Expenditure,Greater Manchester Combined,,
2018-03-01,5469.78,Capital Expenditure,Greater Manchester Combined,,
2018-03-01,14338.64,Capital Expenditure,Greater Manchester Combined,,
2018-03-01,37944.99,Capital Expenditure,Greater Manchester Combined,,
2018-03-01,720,Children's Services,Hawthorn Hotel,,
2018-03-01,1445,Children's Services,Hawthorn Hotel,,
2018-03-01,149743.56,Capital Expenditure,Horticon Ltd,,
2018-03-01,549.49,Service Reform,Jacobs,,
2018-03-01,600,Children's Services,Mds Mini Buses (Manchester) Ltd,,
2018-03-01,2000,Children's Services,Mds Mini Buses (Manchester) Ltd,,
2018-03-01,6202650.16,"Community, Health & Social Care",NHS CCG,,
2018-03-01,1470,Service Reform,North West Local Authorities,,
2018-03-01,509.28,Environment and Community Safety,North West Timber Treatments,,
2018-03-01,2041.68,"Community, Health & Social Care",Northgate Public Services (Uk) Ltd,,
2018-03-01,4326.39,Capital Expenditure,Portakabin Limited,,
2018-03-01,4326.39,Capital Expenditure,Portakabin Limited,,
2018-03-01,4326.39,Capital Expenditure,Portakabin Limited,,
2018-03-01,4326.39,Capital Expenditure,Portakabin Limited,,
2018-03-01,4326.39,Capital Expenditure,Portakabin Limited,,
2018-03-01,762,Children's Services,Reach Publishing Services Ltd,,
2018-03-01,1020,Children's Services,Redacted Data,,
2018-03-01,562.38,Children's Services,Rm Education Plc,,
2018-03-01,13191.5,Children's Services,Swinton Travel Ltd,,
2018-03-01,43705.75,Children's Services,T/A Kedleston Schools (London) Ltd,,
2018-03-01,10500,Children's Services,Unlimited Potential,,
2018-03-01,524.48,Sustainable Regeneration,Viridor Waste (Greater Manchester),,
2018-03-01,2268,Environment and Community Safety,Wainwright Stump Removal Ltd,,
2018-03-02,8638.46,Capital Expenditure,A E Yates Ltd,,
2018-03-02,2478.2,Children's Services,Adoption Matters,,
2018-03-02,598.8,Sustainable Regeneration,Bilway Marine,,
2018-03-02,858,Environment and Community Safety,Compressor Engineering Norwest Ltd,,
2018-03-02,19874,Children's Services,Cumberland School,,
2018-03-02,8640,Capital Expenditure,Direct Healthcare Services Ltd,,
2018-03-02,3288,Capital Expenditure,Dolphin Mobility Ltd,,
2018-03-02,525,Environment and Community Safety,Dunn And Co,,
2018-03-02,15871.32,Environment and Community Safety,Egbert H Taylor & Co Ltd,,
2018-03-02,3814.16,Service Reform,Equita Limited,,
2018-03-02,500.68,Environment and Community Safety,G Jones Builders Ltd,,
2018-03-02,1695.9,Sustainable Regeneration,G Jones Builders Ltd,,
2018-03-02,5040,Capital Expenditure,Harvest Healthcare,,
