Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2020-02-03,878.31,Manchester Leisure,Banner Group Limited,,
2020-02-03,103175.89,Hospitality + Trading Services,Conlon Construction Ltd,,
2020-02-03,29372.38,Hospitality + Trading Services,Conlon Construction Ltd,,
2020-02-03,1251.74,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2020-02-03,1174.08,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2020-02-03,1069.58,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2020-02-03,1031.10,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2020-02-03,883.22,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2020-02-03,755.29,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2020-02-03,659.74,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2020-02-03,608.37,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2020-02-03,597.73,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2020-02-03,588.68,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2020-02-03,573.34,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2020-02-03,558.78,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2020-02-03,504.72,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2020-02-03,3415.62,Adult Social Care,Northwards Housing Limited,,
2020-02-03,2860.91,Adult Social Care,Northwards Housing Limited,,
2020-02-03,2701.14,Adult Social Care,Northwards Housing Limited,,
2020-02-03,2385.89,Adult Social Care,Northwards Housing Limited,,
2020-02-03,2381.86,Adult Social Care,Northwards Housing Limited,,
2020-02-03,1858.70,Adult Social Care,Northwards Housing Limited,,
2020-02-03,87845.00,Adult Social Care,APTSL,,
2020-02-03,82564.00,Adult Social Care,Communitytransportservices.co.uk,,
2020-02-03,1800.00,Adult Social Care,Redacted Personal Information,,
2020-02-03,4129.58,Adult Social Care,Millennium Translations Ltd,,
2020-02-03,600.00,Adult Social Care,Redacted Personal Information,,
2020-02-03,2950.00,Adult Social Care,18 St John Street Chambers,,
2020-02-03,650.00,Adult Social Care,18 St John Street Chambers,,
2020-02-03,650.00,Adult Social Care,Redacted Personal Information,,
2020-02-03,802.02,Adult Social Care,Redacted Personal Information,,
2020-02-03,1000.00,Adult Social Care,Central Chambers,,
2020-02-03,650.00,Adult Social Care,Central Chambers,,
2020-02-03,850.00,Adult Social Care,Redacted Personal Information,,
2020-02-03,1000.00,Adult Social Care,Redacted Personal Information,,
2020-02-03,1104.17,Adult Social Care,Redacted Personal Information,,
2020-02-03,550.00,Adult Social Care,Redacted Personal Information,,
2020-02-03,782.00,Adult Social Care,Redacted Personal Information,,
2020-02-03,1938.00,Adult Social Care,Sharples School Multi Acad Trust,,
2020-02-03,26072.64,Adult Social Care,Seashell trust,,
2020-02-03,26072.64,Adult Social Care,Seashell trust,,
2020-02-03,1330.00,Adult Social Care,Randstad Hr Solutions Ltd,,
2020-02-03,12491.00,Adult Social Care,Royal Nat. College for the Blind,,
2020-02-03,7440.00,Adult Social Care,National Offender Mgt Services,,
2020-02-03,7440.00,Adult Social Care,National Offender Mgt Services,,
2020-02-03,4560.00,Adult Social Care,National Offender Mgt Services,,
2020-02-03,2160.00,Adult Social Care,National Offender Mgt Services,,
2020-02-03,1920.00,Adult Social Care,National Offender Mgt Services,,
2020-02-03,3684.74,Adult Social Care,Northwards Housing Limited,,
2020-02-03,2849.24,Adult Social Care,Northwards Housing Limited,,
2020-02-03,2487.33,Adult Social Care,Northwards Housing Limited,,
2020-02-03,2442.21,Adult Social Care,Northwards Housing Limited,,
2020-02-03,1670.98,Adult Social Care,Northwards Housing Limited,,
2020-02-03,642.68,Adult Social Care,Northwards Housing Limited,,
2020-02-03,550.00,Adult Social Care,Central Chambers,,
2020-02-03,64691.54,Chief Executives,Cadence Resourcing Ltd,,
2020-02-03,2425.50,Chief Executives,BT PLC,,
2020-02-03,9468.05,Chief Executives,Vodafone (Ex C&W),,
2020-02-03,36501.19,Chief Executives,Lexis Nexis Axxia,,
2020-02-03,2000.00,Chief Executives,Trans Creative,,
2020-02-03,12014.54,Chief Executives,Clear Channel Uk Ltd,,
2020-02-03,6500.00,Chief Executives,Global Outdoor Media Ltd,,
2020-02-03,6500.00,Chief Executives,Global Outdoor Media Ltd,,
2020-02-03,4028.00,Chief Executives,Global Outdoor Media Ltd,,
2020-02-03,2688.00,Chief Executives,Global Outdoor Media Ltd,,
2020-02-03,2000.00,Chief Executives,Global Outdoor Media Ltd,,
2020-02-03,1600.00,Chief Executives,Global Outdoor Media Ltd,,
2020-02-03,929.20,Regeneration Finance,Redgate Holdings Ltd,,
2020-02-03,6558.00,Highways Services,Marshalls Mono Ltd,,
2020-02-03,7392.00,Highways Services,Marshalls Mono Ltd,,
2020-02-04,7730.18,Manchester Leisure,Community Security (North West),,
2020-02-04,5817.37,Manchester Leisure,Community Security (North West),,
2020-02-04,4823.06,Manchester Leisure,Community Security (North West),,
2020-02-04,4315.19,Manchester Leisure,Community Security (North West),,
2020-02-04,3758.22,Manchester Leisure,Community Security (North West),,
2020-02-04,3730.18,Manchester Leisure,Community Security (North West),,
2020-02-04,3595.13,Manchester Leisure,Community Security (North West),,
2020-02-04,3463.22,Manchester Leisure,Community Security (North West),,
2020-02-04,3371.21,Manchester Leisure,Community Security (North West),,
2020-02-04,960.00,Manchester Leisure,King William IV Angling Society,,
2020-02-04,1500.00,Manchester Leisure,Canada Street Resident,,
2020-02-04,1231.36,Manchester Leisure,Daly Drains Ltd,,
2020-02-04,2000.00,Manchester Leisure,Zion Arts Centre Ltd,,
2020-02-04,3156.11,Manchester Leisure,The Chatterbox Project,,
2020-02-04,1989.00,Manchester Leisure,Broadhurst Park Ladies Bowling Club,,
2020-02-04,769.00,Manchester Leisure,Friends of Ancoats Green,,
2020-02-04,1671.11,Hospitality + Trading Services,Manchester Van Hire Ltd,,
2020-02-04,650.00,Adult Social Care,Greater Manchester Police Sports &,,
2020-02-04,2206.22,Adult Social Care,Diversity Travel Ltd,,
2020-02-04,600.00,Adult Social Care,KBW Barristers Chambers,,
2020-02-04,14033.16,Adult Social Care,DISC Ltd,,
2020-02-04,5241.92,Adult Social Care,Rossendale School Priory,,
2020-02-04,1684.00,Adult Social Care,Hulme Hall Grammar School,,
2020-02-04,8568.00,Adult Social Care,National Offender Mgt Services,,
2020-02-04,7440.00,Adult Social Care,National Offender Mgt Services,,
2020-02-04,6732.00,Adult Social Care,National Offender Mgt Services,,
2020-02-04,4080.00,Adult Social Care,National Offender Mgt Services,,
2020-02-04,2880.00,Adult Social Care,National Offender Mgt Services,,
2020-02-04,960.00,Adult Social Care,National Offender Mgt Services,,
2020-02-04,758.33,Adult Social Care,Albert Kennedy Trust,,
2020-02-04,805.22,Adult Social Care,Otten Penna Solicitors,,
2020-02-04,709.75,Adult Social Care,Otten Penna Solicitors,,
2020-02-04,212063.00,Housing Revenue Account,Northwards Housing Limited,,
2020-02-04,205443.00,Housing Revenue Account,Northwards Housing Limited,,
2020-02-04,205443.00,Housing Revenue Account,Northwards Housing Limited,,
2020-02-04,14206.74,Housing Revenue Account,Northwards Housing Limited,,
2020-02-04,205443.00,Housing Revenue Account,Northwards Housing Limited,,
2020-02-04,25273.95,Housing Revenue Account,Northwards Housing Limited,,
2020-02-04,54551.17,Chief Executives,Price Waterhouse Coopers LLP,,
2020-02-04,5977.50,Chief Executives,WSP UK Ltd,,
2020-02-04,1000.00,Chief Executives,Keelagher Okey Associates Ltd t/a,,
2020-02-04,4537.50,Chief Executives,Vectos (North) Limited,,
2020-02-04,3817.50,Chief Executives,Vectos (North) Limited,,
2020-02-04,2409.30,Chief Executives,Vectos (North) Limited,,
2020-02-04,4850.00,Chief Executives,Redacted Personal Information,,
2020-02-04,775.00,Chief Executives,Redacted Personal Information,,
2020-02-04,1487.20,Regeneration Finance,Cheshire Scaffolds Ltd,,
2020-02-04,3605.72,Regeneration Finance,The East Manchester Academy,,
2020-02-04,3377.34,Regeneration Finance,The East Manchester Academy,,
2020-02-04,2731.32,Regeneration Finance,The East Manchester Academy,,
2020-02-04,2731.32,Regeneration Finance,The East Manchester Academy,,
2020-02-04,2597.03,Regeneration Finance,The East Manchester Academy,,
2020-02-04,2035.14,Regeneration Finance,The East Manchester Academy,,
2020-02-04,6105.03,Regeneration Finance,Diversity Travel Ltd,,
2020-02-04,3735.62,Highways Services,Waterman Aspen Ltd,,
2020-02-04,593.56,Collection Fund,Redacted Personal Information,,
2020-02-04,10000.00,GMIST (Greater Mcr Integrated),Warrington Borough Council,,
2020-02-05,3371.21,Manchester Leisure,Community Security (North West),,
2020-02-05,3463.22,Manchester Leisure,Community Security (North West),,
2020-02-05,3595.13,Manchester Leisure,Community Security (North West),,
2020-02-05,3758.22,Manchester Leisure,Community Security (North West),,
2020-02-05,4315.19,Manchester Leisure,Community Security (North West),,
2020-02-05,4823.06,Manchester Leisure,Community Security (North West),,
2020-02-05,5817.37,Manchester Leisure,Community Security (North West),,
2020-02-05,7730.18,Manchester Leisure,Community Security (North West),,
2020-02-05,521.50,Manchester Leisure,Smart Platform Rental Ltd,,
2020-02-05,1028.62,Manchester Leisure,Moston Brook Friends Group,,
2020-02-05,2000.00,Manchester Leisure,The Generation Project,,
2020-02-05,758.22,Manchester Leisure,Motion Picture Licensing Company,,
2020-02-05,15617.83,Manchester Leisure,Oldham Borough Council,,
2020-02-05,15356.91,Manchester Leisure,Oldham Borough Council,,
2020-02-05,559.30,Hospitality + Trading Services,Carlton Fuels Ltd,,
2020-02-05,2025.00,Hospitality + Trading Services,CBRE Ltd,,
2020-02-05,8867.89,Hospitality + Trading Services,G E Robinson & Co Ltd,,
2020-02-05,8867.89,Hospitality + Trading Services,G E Robinson & Co Ltd,,
2020-02-05,2406.50,Hospitality + Trading Services,Redacted Personal Information,,
2020-02-05,645.00,Hospitality + Trading Services,The Clatterbridge Clinic LLP,,
2020-02-05,6076.65,Environment and Operations,Transport for Greater Manchester,,
2020-02-05,6679.57,Adult Social Care,Eeven Homes Ltd.,,
2020-02-05,1770.90,Adult Social Care,Frontier Therapeutics,,
2020-02-05,1102.37,Adult Social Care,Brake Bros Foodservice Ltd,,
2020-02-05,983.68,Adult Social Care,Brake Bros Foodservice Ltd,,
2020-02-05,816.72,Adult Social Care,Brake Bros Foodservice Ltd,,
2020-02-05,725.16,Adult Social Care,Brake Bros Foodservice Ltd,,
2020-02-05,705.09,Adult Social Care,Brake Bros Foodservice Ltd,,
2020-02-05,638.04,Adult Social Care,Brake Bros Foodservice Ltd,,
2020-02-05,603.77,Adult Social Care,Brake Bros Foodservice Ltd,,
2020-02-05,585.04,Adult Social Care,Brake Bros Foodservice Ltd,,
2020-02-05,559.87,Adult Social Care,Brake Bros Foodservice Ltd,,
2020-02-05,544.37,Adult Social Care,Brake Bros Foodservice Ltd,,
2020-02-05,523.77,Adult Social Care,Brake Bros Foodservice Ltd,,
2020-02-05,508.75,Adult Social Care,Brake Bros Foodservice Ltd,,
2020-02-05,505.10,Adult Social Care,Brake Bros Foodservice Ltd,,
2020-02-05,650.00,Adult Social Care,18 St John Street Chambers,,
2020-02-05,3345.81,Adult Social Care,Virtual College Ltd,,
2020-02-05,1000.00,Adult Social Care,Virtual College Ltd,,
2020-02-05,34569.90,Adult Social Care,Redacted Personal Information,,
2020-02-05,34569.90,Adult Social Care,Redacted Personal Information,,
2020-02-05,34569.90,Adult Social Care,Redacted Personal Information,,
2020-02-05,8939.00,Adult Social Care,The Orchards School,,
2020-02-05,4899.00,Adult Social Care,Delphi Medical,,
2020-02-05,4899.00,Adult Social Care,Delphi Medical,,
2020-02-05,1150.00,Adult Social Care,Barret Gray Rentals,,
2020-02-05,2650.00,Corporate Services,Thomas Telford Training Ltd (NEC),,
2020-02-05,3805.98,Corporate Services,Cyclescheme Ltd,,
2020-02-05,999.00,Corporate Services,Transport for Greater Manchester,,
2020-02-05,999.00,Corporate Services,Transport for Greater Manchester,,
2020-02-05,999.00,Corporate Services,Transport for Greater Manchester,,
2020-02-05,837.00,Corporate Services,Transport for Greater Manchester,,
2020-02-05,837.00,Corporate Services,Transport for Greater Manchester,,
2020-02-05,837.00,Corporate Services,Transport for Greater Manchester,,
2020-02-05,585.00,Corporate Services,Transport for Greater Manchester,,
2020-02-05,585.00,Corporate Services,Transport for Greater Manchester,,
2020-02-05,585.00,Corporate Services,Transport for Greater Manchester,,
2020-02-05,585.00,Corporate Services,Transport for Greater Manchester,,
2020-02-05,585.00,Corporate Services,Transport for Greater Manchester,,
2020-02-05,585.00,Corporate Services,Transport for Greater Manchester,,
2020-02-05,7140.00,Corporate Services,Turner & Townsend Cost,,
2020-02-05,7140.00,Corporate Services,Turner & Townsend Cost,,
2020-02-05,6720.00,Corporate Services,Turner & Townsend Cost,,
2020-02-05,3611.50,Corporate Services,Turner & Townsend Cost,,
2020-02-05,4750.00,Corporate Services,Redacted Personal Information,,
2020-02-05,2037.00,Corporate Services,Tameside Metropolitan Bouough,,
2020-02-05,499250.00,Corporate Services,Capital and Centric (Cinnamon2) Ltd,,
2020-02-05,1500.00,Housing Revenue Account,Martin & CO Estate Agents,,
2020-02-05,16332.00,Housing Revenue Account,The Guinness Partnership Ltd,,
2020-02-05,1538.46,Housing Revenue Account,Northwards Housing Limited,,
2020-02-05,9350.00,Chief Executives,Sanctuary Social Care,,
2020-02-05,5175.00,Chief Executives,Sanctuary Social Care,,
2020-02-05,750.75,Chief Executives,Manchester Van Hire Ltd,,
2020-02-05,750.75,Chief Executives,Manchester Van Hire Ltd,,
2020-02-05,750.75,Chief Executives,Manchester Van Hire Ltd,,
2020-02-05,750.75,Chief Executives,Manchester Van Hire Ltd,,
2020-02-05,500.00,Chief Executives,Manchester Van Hire Ltd,,
2020-02-05,500.00,Chief Executives,Manchester Van Hire Ltd,,
2020-02-05,500.00,Chief Executives,Manchester Van Hire Ltd,,
2020-02-05,500.00,Chief Executives,Manchester Van Hire Ltd,,
2020-02-05,1440.88,Chief Executives,Vodafone (Ex C&W),,
2020-02-05,30153.00,Chief Executives,Reach Publishing Services Ltd,,
2020-02-05,1234.05,Chief Executives,TES Global Ltd,,
2020-02-05,949.05,Chief Executives,TES Global Ltd,,
2020-02-05,1500.00,Chief Executives,Indiespring Ltd,,
2020-02-05,1500.00,Chief Executives,Indiespring Ltd,,
2020-02-05,1500.00,Chief Executives,Buro Happold Limited,,
2020-02-05,1500.00,Chief Executives,Buro Happold Limited,,
2020-02-05,5739.00,Chief Executives,Buro Happold Limited,,
2020-02-05,8980.00,Chief Executives,Office for Metropolitan Architectur,,
2020-02-05,24595.07,Regeneration Finance,ENGIE Services Ltd,,
2020-02-05,209140.33,Regeneration Finance,ENGIE Services Ltd,,
2020-02-05,190403.62,Regeneration Finance,ENGIE Services Ltd,,
2020-02-05,7028.00,Regeneration Finance,Regus Management (UK) Ltd,,
2020-02-05,8125.00,Regeneration Finance,Derby City Council,,
2020-02-05,7504.00,Highways Services,Turner & Townsend Cost,,
2020-02-06,4537.64,Manchester Leisure,Gazprom Energy,,
2020-02-06,4179.22,Manchester Leisure,Gazprom Energy,,
2020-02-06,3992.05,Manchester Leisure,Gazprom Energy,,
2020-02-06,2197.01,Manchester Leisure,Gazprom Energy,,
2020-02-06,1664.49,Manchester Leisure,Gazprom Energy,,
2020-02-06,1591.15,Manchester Leisure,Gazprom Energy,,
2020-02-06,1393.99,Manchester Leisure,Gazprom Energy,,
2020-02-06,981.60,Manchester Leisure,Gazprom Energy,,
2020-02-06,646.66,Manchester Leisure,Gazprom Energy,,
2020-02-06,591.90,Manchester Leisure,Gazprom Energy,,
2020-02-06,560.17,Manchester Leisure,Gazprom Energy,,
2020-02-06,7649.92,Manchester Leisure,The Helping Hand Company Ltd,,
2020-02-06,5152.70,Manchester Leisure,The Helping Hand Company Ltd,,
2020-02-06,2788.00,Manchester Leisure,The Helping Hand Company Ltd,,
2020-02-06,2715.60,Manchester Leisure,The Helping Hand Company Ltd,,
2020-02-06,2148.00,Manchester Leisure,The Helping Hand Company Ltd,,
2020-02-06,1945.50,Manchester Leisure,The Helping Hand Company Ltd,,
2020-02-06,1388.00,Manchester Leisure,The Helping Hand Company Ltd,,
2020-02-06,1000.00,Manchester Leisure,The Helping Hand Company Ltd,,
2020-02-06,694.00,Manchester Leisure,The Helping Hand Company Ltd,,
2020-02-06,525.01,Manchester Leisure,Ulverscroft Large Print Books Ltd,,
2020-02-06,1013.95,Manchester Leisure,Peters Bookselling Services,,
2020-02-06,7225.00,Manchester Leisure,Tim Parry Jonathan Ball Foundation,,
2020-02-06,3318.53,Hospitality + Trading Services,Gazprom Energy,,
2020-02-06,2757.80,Hospitality + Trading Services,Gazprom Energy,,
2020-02-06,596.61,Hospitality + Trading Services,Gazprom Energy,,
2020-02-06,510.26,Hospitality + Trading Services,Gazprom Energy,,
2020-02-06,3974.40,Hospitality + Trading Services,Specialist Vehicle rental,,
2020-02-06,3628.80,Hospitality + Trading Services,Specialist Vehicle rental,,
2020-02-06,7729.30,Hospitality + Trading Services,Fast Hire UK,,
2020-02-06,912.10,Hospitality + Trading Services,Image@Work Ltd,,
