Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2022-04-08,79.20,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-08,354.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-08,25.00,"Economy, Innovation and Growth",Barclaycard - Global Commercial Payments,,
2022-04-08,115.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-08,130.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-20,156.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-08,130.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-20,156.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-08,138.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-20,156.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-20,222.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-20,138.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-20,156.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-20,156.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-08,138.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-08,205.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-08,185.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-08,115.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-08,156.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-08,130.00,Corporate Services & Governance,Barclaycard - Global Commercial Payments,,
2022-04-05,10962.00,"Economy, Innovation and Growth",Barclaycard - Global Commercial Payments,,
2022-04-05,294.93,"Housing, Environment and Healthy Communities",Barclaycard - Global Commercial Payments,,
2022-04-05,20.00,"Housing, Environment and Healthy Communities",Barclaycard - Global Commercial Payments,,
2022-04-05,15.20,"Housing, Environment and Healthy Communities",Barclaycard - Global Commercial Payments,,
2022-04-20,54.00,"Housing, Environment and Healthy Communities",Barclaycard - Global Commercial Payments,,
2022-04-05,203.00,Resources and Digital,Barclaycard - Global Commercial Payments,,
2022-04-20,30.00,Schools,Barclaycard - Global Commercial Payments,,
2022-04-05,35.00,Schools,Barclaycard - Global Commercial Payments,,
2022-04-05,199.00,Schools,Barclaycard - Global Commercial Payments,,
2022-04-08,250.00,"Children, Adults and Families",Barclaycard - Global Commercial Payments,,
2022-04-20,250.00,"Housing, Environment and Healthy Communities",Barclaycard - Global Commercial Payments,,
2022-04-05,40.78,Schools,Barclaycard - Global Commercial Payments,,
2022-04-08,14.89,Schools,Barclaycard - Global Commercial Payments,,
2022-04-08,289.00,"Housing, Environment and Healthy Communities",Barclaycard - Global Commercial Payments,,
2022-04-08,92.16,Public Health and Wellbeing,Barclaycard - Global Commercial Payments,,
2022-04-08,65.00,Public Health and Wellbeing,Barclaycard - Global Commercial Payments,,
2022-04-08,59.99,Schools,Barclaycard - Global Commercial Payments,,
2022-04-08,19.99,Schools,Barclaycard - Global Commercial Payments,,
2022-04-08,5.84,Schools,Barclaycard - Global Commercial Payments,,
2022-04-08,120.00,Schools,Barclaycard - Global Commercial Payments,,
2022-04-08,7.03,Schools,Barclaycard - Global Commercial Payments,,
2022-04-05,82.50,Schools,Barclaycard - Global Commercial Payments,,
2022-04-05,16.99,Schools,Barclaycard - Global Commercial Payments,,
2022-04-20,19.17,Schools,Barclaycard - Global Commercial Payments,,
2022-04-08,7.40,Schools,Barclaycard - Global Commercial Payments,,
2022-04-08,14.95,Schools,Barclaycard - Global Commercial Payments,,
2022-04-08,14.52,Schools,Barclaycard - Global Commercial Payments,,
2022-04-08,91.81,Schools,Barclaycard - Global Commercial Payments,,
2022-04-05,18.23,Schools,Barclaycard - Global Commercial Payments,,
2022-04-05,60.00,"Housing, Environment and Healthy Communities",Barclaycard - Global Commercial Payments,,
2022-04-05,30.00,"Housing, Environment and Healthy Communities",Barclaycard - Global Commercial Payments,,
