Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2022-05-03,-2500,Manchester Leisure,Redacted Personal Information,,
2022-05-05,-1466.53,Regeneration Finance,SEFE ENERGY Ltd,,
2022-05-09,-4582.5,Corporate Services,Cyclescheme Ltd,,
2022-05-31,-114746,Environment and Operations,Biffa Waste Services Ltd,,
2022-05-31,-83750,Environment and Operations,Biffa Waste Services Ltd,,
2022-05-31,-627340,Environment and Operations,Biffa Waste Services Ltd,,
2022-05-31,-4000,Manchester Leisure,Bolinda UK Limited,,
2022-05-31,-4000,Manchester Leisure,Bolinda UK Limited,,
2022-05-16,-1120,Manchester Leisure,THOMSON REUTERS UK LTD,,
2022-05-17,-1636.2,Environment and Operations,Environmental Analyst Ltd,,
2022-05-17,-2250,Manchester Leisure,Redacted Personal Information,,
2022-05-17,-34000,Adult Social Care,HSBC Bank Plc,,
2022-05-17,-9233.1,Corporate Services,Street Cars,,
2022-05-19,-19069.93,Regeneration Finance,Anglian Water Business (National),,
2022-05-19,-565.07,Regeneration Finance,Anglian Water Business (National),,
2022-05-19,-4596.74,Regeneration Finance,Scottish & Southern Energy Plc,,
2022-05-19,-3186.57,Regeneration Finance,Scottish & Southern Energy Plc,,
2022-05-19,-3649.87,Regeneration Finance,Scottish & Southern Energy Plc,,
2022-05-19,-2902.78,Regeneration Finance,Scottish & Southern Energy Plc,,
2022-05-19,-4157.8,Regeneration Finance,Scottish & Southern Energy Plc,,
2022-05-19,-4157.8,Regeneration Finance,Scottish & Southern Energy Plc,,
2022-05-19,-5045.06,Regeneration Finance,Scottish & Southern Energy Plc,,
2022-05-19,-5640.4,Regeneration Finance,Scottish & Southern Energy Plc,,
2022-05-19,-552.08,Regeneration Finance,Scottish & Southern Energy Plc,,
2022-05-19,-2044.74,Manchester Leisure,Npower,,
2022-05-19,-2157.98,Manchester Leisure,Npower,,
2022-05-19,-1214.99,Manchester Leisure,Npower,,
2022-05-19,-2167.88,Manchester Leisure,Npower,,
2022-05-19,-2237.3,Manchester Leisure,Npower,,
2022-05-19,-2363.69,Manchester Leisure,Npower,,
2022-05-19,-24152.72,Hospitality + Trading Services,Npower,,
2022-05-19,-22126.33,Manchester Leisure,Npower,,
2022-05-19,-22929.41,Manchester Leisure,Npower,,
2022-05-19,-20055.44,Manchester Leisure,Npower,,
2022-05-19,-3392.21,Childrens & Education Services,Npower,,
2022-05-19,-2999.22,Childrens & Education Services,Npower,,
2022-05-19,-1648.93,Adult Social Care,Npower,,
2022-05-19,-1522.14,Adult Social Care,Npower,,
2022-05-19,-3437.44,Adult Social Care,Npower,,
2022-05-19,-629.86,Chief Executives,Amazon Co.Uk,,
2022-05-19,-700,Chief Executives,HBH MANCHESTER NORTHERN,,
2022-05-24,-3750,Regeneration Finance,Jones Lang LaSalle Limited,,
