Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2014-08-27,1108800.00,HSG GRANTS TO REGISTERED PROVIDERS,HEXAGON HOUSING ASSOCIATION LIMITED,,
2014-09-03,721169.74,PROPERTY MANAGEMENT FEES,GREENWICH LEISURE LTD,,
2014-08-27,682506.00,HSG GRANTS TO REGISTERED PROVIDERS,HEXAGON HOUSING ASSOCIATION LIMITED,,
2014-08-20,610428.00,HSG GRANTS TO REGISTERED PROVIDERS,NOTTING HILL HOUSING TRUST,,
2014-08-28,500000.00,GRANTS TO EXTERNAL ORGANISATIONS,R B KINGSTON UPON THAMES,,
2014-09-12,443246.00,HSG GRANTS TO REGISTERED PROVIDERS,NOTTING HILL HOUSING TRUST,,
2014-09-09,432352.31,GRANTS TO EXTERNAL ORGANISATIONS,POCKET LIVING 2013 LLP,,
2014-08-28,399935.56,MANAGEMENT & SUPPORT CONSULTANCY,LONDON COUNCILS,,
2014-08-26,367500.00,HSG GRANTS TO REGISTERED PROVIDERS,OCTAVIA HOUSING AND CARE,,
2014-09-11,358240.39,GRANTS TO EXTERNAL ORGANISATIONS,ROCKET SCIENCE UK LTD,,
2014-09-02,326040.00,HSG GRANTS TO REGISTERED PROVIDERS,AFFINITY HOMES GROUP LIMITED,,
2014-09-02,293436.00,HSG GRANTS TO REGISTERED PROVIDERS,AFFINITY HOMES GROUP LIMITED,,
2014-08-26,281910.00,MISCELLANEOUS FINANCE EXPENSES,HMRC VAT,,
2014-08-20,258954.59,GRANTS TO EXTERNAL ORGANISATIONS,LONDON BOROUGH OF  WALTHAM FOREST,,
2014-09-01,256500.00,HSG GRANTS TO REGISTERED PROVIDERS,FAMILY MOSAIC HOUSING ASSOCIATION,,
2014-08-21,229045.00,CONSULTANCY-PROJECT MANAGEMENT,"MCKINSEY & COMPANY, INC.",,
2014-09-03,222021.00,GRANTS TO EXTERNAL ORGANISATIONS,LONDON BOROUGH OF EALING,,
2014-08-27,218765.00,HSG-ROUGH SLEEPING,STREET IMPACT LIMITED,,
2014-09-08,217425.00,HSG GRANTS TO REGISTERED PROVIDERS,NOTTING HILL HOUSING TRUST,,
2014-08-27,195000.00,HSG GRANTS TO LOCAL AUTHORITIES,WANDSWORTH COUNCIL,,
2014-09-01,193500.00,HSG GRANTS TO REGISTERED PROVIDERS,FAMILY MOSAIC HOUSING ASSOCIATION,,
