Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2013-12-19,6614919.00,HSG Grants to Registered Providers,HYDE HOUSING ASSOCIATION LIMITED,,
2013-12-23,2972500.00,HSG Grants to Registered Providers,NEWLON HOUSING TRUST,,
2013-12-23,2074000.00,HSG Grants to Registered Providers,NEWLON HOUSING TRUST,,
2013-12-19,1988237.00,HSG Grants to Registered Providers,HYDE HOUSING ASSOCIATION LIMITED,,
2013-12-20,1673907.50,Commercial Property Rent,AMAS LTD,,
2013-12-18,1405638.00,Grants to External Organisations,LONDON BOROUGH OF TOWER HAMLETS,,
2013-12-23,1204434.00,HSG Grants to Registered Providers,OCTAVIA HOUSING AND CARE,,
2013-12-17,836000.00,HSG Grants to Registered Providers,HYDE HOUSING ASSOCIATION LIMITED,,
2013-12-20,762435.61,Grants to External Organisations,LONDON BOROUGH OF HAVERING,,
2013-12-20,651818.00,HSG Grants to Registered Providers,EAST THAMES GROUP LIMITED,,
2013-12-23,646300.00,HSG Grants to Non-Registered Providers,TELFORD HOMES PLC,,
2013-12-23,513000.00,Event Management Fee,JACK MORTON WORLDWIDE,,
2013-12-23,480320.00,HSG Grants to Local Authorities,LONDON BOROUGH OF BARKING AND DAGEN,,
2013-12-18,474003.00,Grants to External Organisations,ROCKET SCIENCE UK LTD,,
2013-12-09,429745.64,Grants to External Organisations,L B OF HARINGEY,,
2013-12-10,418848.50,Grants to External Organisations,LONDON BOROUGH OF HACKNEY - BSP,,
2013-12-30,370000.00,Grants to External Organisations,LONDON BOROUGH OF HACKNEY - BSP,,
2013-12-11,354436.00,Grants to External Organisations,LONDON BOROUGH OF LEWISHAM,,
2013-12-18,288911.37,Grants to External Organisations,LONDON BOROUGH OF HILLINGDON,,
2013-12-09,246144.74,Grants to External Organisations,L B OF HARINGEY,,
2013-12-23,229535.00,HSG Grants to Non-Registered Providers,TRIATHLON HOMES,,
2013-12-10,207822.38,Grants to External Organisations,POCKET LIVING 2013 LLP,,
2013-12-09,200000.00,Hsg-Rough Sleeping,ST MUNGOS,,
2013-12-23,200000.00,HSG Grants to Registered Providers,OCTAVIA HOUSING AND CARE,,
2014-01-03,199095.98,Claim Settlements,EVERSHEDS LLP,,
2013-12-30,180510.00,Hsg-Rough Sleeping,THAMES REACH,,
2013-12-11,180180.00,Grants to External Organisations,CITY OF WESTMINSTER,,
2013-12-23,165376.00,HSG Grants to Registered Providers,HEXAGON HOUSING ASSOCIATION LIMITED,,
2013-12-17,164766.00,HSG Grants to Registered Providers,FAMILY MOSAIC HOUSING ASSOCIATION,,
2013-12-23,156672.00,HSG Grants to Registered Providers,HEXAGON HOUSING ASSOCIATION LIMITED,,
2013-12-18,139335.00,Grants to External Organisations,ROCKET SCIENCE UK LTD,,
2013-12-23,136818.00,HSG Grants to Registered Providers,OCTAVIA HOUSING AND CARE,,
2013-12-30,135386.47,Grants to External Organisations,LONDON BOROUGH OF REDBRIDGE,,
2013-12-23,135000.00,HSG Grants to Non-Registered Providers,TELFORD HOMES PLC,,
2013-12-23,131267.00,HSG Grants to Registered Providers,HEXAGON HOUSING ASSOCIATION LIMITED,,
2013-12-30,125961.11,Grants to External Organisations,LONDON BOROUGH OF LAMBETH,,
2013-12-23,120000.00,HSG Grants to Registered Providers,ISLINGTON AND SHOREDITCH HA LTD,,
