Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2016-04-01,2970.00,External Affairs,400 COMMUNICATIONS LIMITED,,
2016-04-01,160000.00,Housing,A2 DOMINION LONDON LTD,,
2016-04-01,259707.00,Housing,A2 DOMINION LONDON LTD,,
2016-04-01,1372737.00,Housing,A2 DOMINION LONDON LTD,,
2016-04-20,500,Communities and Intelligence,ABBOTSFIELD SCHOOL,,
2016-04-11,316.8,Resources,ABM GROUP UK LTD,,
2016-04-11,344.4,Resources,ABM GROUP UK LTD,,
2016-04-11,356.4,Resources,ABM GROUP UK LTD,,
2016-04-11,714.55,Resources,ABM GROUP UK LTD,,
2016-04-27,3797.90,Resources,ABM GROUP UK LTD,,
2016-04-27,41987.57,Resources,ABM GROUP UK LTD,,
2016-04-25,17000.00,Communities and Intelligence,ACCESS SPORT,,
2016-04-04,24000.00,Communities and Intelligence,ACCESS SPORT,,
2016-04-20,30000.00,Development & Environment,AECOM INFRASTRUCTURE & ENV UK LTD,,
2016-04-01,1353.13,Communities and Intelligence,AFFINITY HEALTH AT WORK LTD,,
2016-04-01,8118.76,Communities and Intelligence,AFFINITY HEALTH AT WORK LTD,,
2016-04-27,8500.00,Communities and Intelligence,AGE UK LONDON,,
2016-04-29,5000.00,Communities and Intelligence,AGL COMMUNICATIONS OR AGL,,
2016-04-04,868.72,Resources,AHREND LIMITED,,
2016-04-27,13942.60,Resources,ALL CLEAN GROUP,,
2016-04-29,3000.00,Development & Environment,ALTERNATIVE NETWORKS PLC,,
2016-04-13,4280.00,Communities and Intelligence,AMATEUR SWIMMING ASSOCIATION,,
2016-04-26,3153.00,"Development, Enterprise & Environment",AMEC FOSTER WHEELER ENV & INFRAST U,,
2016-04-26,4253.00,"Development, Enterprise & Environment",AMEC FOSTER WHEELER ENV & INFRAST U,,
2016-04-06,25995.00,"Development, Enterprise & Environment",ANTHESIS (UK) LTD,,
2016-04-06,39000.00,"Development, Enterprise & Environment",ANTHESIS (UK) LTD,,
2016-04-01,34599.15,Resources,AOS SECURITY LTD,,
2016-04-14,1000.00,Communities and Intelligence,ARC SEVEN COMMUNICATIONS,,
2016-04-13,18962.50,"Development, Enterprise & Environment",ARCADIS UK LIMITED,,
2016-04-22,675,"Development, Enterprise & Environment",ARCHBISHOP SUMNER CE PRIMARY SCHOOL,,
2016-04-05,20000.00,Communities and Intelligence,ART BOOKS PUBLISHING LTD,,
2016-04-27,50000.00,Communities and Intelligence,ARTICHOKE,,
2016-04-20,6000.00,Resources,ARUP ASSOCIATES LTD,,
2016-04-01,1600.00,Communities and Intelligence,ASSOCIATION OF ILLUSTRATORS LTD,,
2016-04-04,486.48,Communities and Intelligence,ATIYA HASSAN,,
2016-04-25,2500.00,Communities and Intelligence,ATIYA HASSAN,,
2016-04-20,22989.20,Development & Environment,ATKINS LTD,,
2016-04-18,400,Development & Environment,B4B TELECOMS,,
2016-04-25,666,Development & Environment,BAC ENTERPRISES LTD,,
2016-04-15,500000.00,Communities and Intelligence,BARBICAN CENTRE,,
2016-04-07,1038370.47,Development & Environment,BARNET AND SOUTHGATE COLLEGE,,
2016-04-26,1500.00,External Affairs,BEN BROOMFIELD PHOTOGRAPHY,,
2016-04-29,1097.46,Resources,BENENDEN HEALTHCARE SOCIETY LTD,,
2016-04-01,19832.99,Communities and Intelligence,BEST PRACTICE NETWORK LTD,,
2016-04-15,44574.55,Communities and Intelligence,BETHNAL GREEN ACADEMY,,
2016-04-29,2675.00,Development & Environment,BEYOND TELECOMMUNICATIONS LTD,,
2016-04-20,36139.00,External Affairs,BLISS EVENTS MANAGEMENT LIMITED,,
2016-04-20,2000.00,Communities and Intelligence,BOP CONSULTING,,
2016-04-01,373,Resources,BOW TIE,,
2016-04-06,1200.00,Resources,BOW TIE,,
2016-04-22,6047.00,External Affairs,BOW TIE,,
2016-04-27,670.83,Resources,BPP PROFESSIONAL EDUCATION,,
2016-04-27,1245.83,Resources,BPP PROFESSIONAL EDUCATION,,
2016-04-05,75000.00,Communities and Intelligence,BRITISH AMATEUR BOXING ASSOCIATION,,
2016-04-27,506.41,Resources,BRITISH GAS BUSINESS,,
2016-04-05,535.73,Resources,BRITISH GAS BUSINESS,,
2016-04-27,1416.78,Resources,BRITISH GAS BUSINESS,,
2016-04-27,400,Assembly & Secretariat,BSI,,
2016-04-21,398.56,Resources,BT CONFERENCING,,
2016-04-21,1728.13,Resources,BT CONFERENCING,,
2016-04-22,7255.69,Resources,BT GLOBAL SERVICES,,
2016-04-18,3000.00,Development & Environment,BT PLC,,
2016-04-18,3000.00,Development & Environment,BT PLC,,
2016-04-18,3000.00,Development & Environment,BT PLC,,
2016-04-18,3000.00,Development & Environment,BT PLC,,
2016-04-18,3000.00,Development & Environment,BT PLC,,
2016-04-18,3000.00,Development & Environment,BT PLC,,
2016-04-18,3000.00,Development & Environment,BT PLC,,
2016-04-18,3000.00,Development & Environment,BT PLC,,
2016-04-18,3000.00,Development & Environment,BT PLC,,
2016-04-07,471.5,Resources,BT SERVICE AGILITY,,
2016-04-13,1426.00,Communities and Intelligence,BUCKHILL LTD,,
2016-04-04,1310.00,Resources,BYDAND SECURITY SOLUTIONS LTD,,
2016-04-28,17386.68,Development & Environment,CAMDEN TOWN UNLIMITED,,
2016-04-04,900,Resources,CAPITA RESOURCING LTD,,
2016-04-12,900,Resources,CAPITA RESOURCING LTD,,
2016-04-13,1019.96,Housing,CAPITA SYMONDS LTD,,
2016-04-20,1272.82,Housing,CAPITA SYMONDS LTD,,
2016-04-27,51901.09,Housing,CAPITA SYMONDS LTD,,
2016-04-20,58994.12,Housing,CAPITA SYMONDS LTD,,
2016-04-13,4725.00,Communities and Intelligence,CAVILL ASSOCIATES LTD,,
2016-04-27,405,Housing,CBRE LTD,,
2016-04-27,2336.25,Housing,CBRE LTD,,
2016-04-13,278.16,Resources,CBRE MANAGED SERVICES LIMITED,,
2016-04-13,602.68,Resources,CBRE MANAGED SERVICES LIMITED,,
2016-04-13,885.68,Resources,CBRE MANAGED SERVICES LIMITED,,
2016-04-27,1125.14,Resources,CBRE MANAGED SERVICES LIMITED,,
2016-04-13,1755.59,Resources,CBRE MANAGED SERVICES LIMITED,,
2016-04-13,1900.36,Resources,CBRE MANAGED SERVICES LIMITED,,
2016-04-28,1922.53,Resources,CBRE MANAGED SERVICES LIMITED,,
2016-04-13,2577.14,Resources,CBRE MANAGED SERVICES LIMITED,,
2016-04-13,14313.76,Resources,CBRE MANAGED SERVICES LIMITED,,
2016-04-20,49263.25,Resources,CBRE MANAGED SERVICES LIMITED,,
2016-04-15,146893.68,Communities and Intelligence,CEIIA,,
2016-04-20,15000.00,Communities and Intelligence,CIPD ENTERPRISES LTD,,
2016-04-20,4115.00,Resources,CIPFA,,
2016-04-06,5720.00,Resources,CIPFA,,
2016-04-25,3775.00,Resources,CIPFA BUSINESS LTD,,
2016-04-25,4040.00,Resources,CIPFA BUSINESS LTD,,
2016-04-06,300,"Development, Enterprise & Environment",CIRIA,,
2016-04-14,538.46,Communities and Intelligence,CITY GATEWAY,,
2016-04-13,875.24,Communities and Intelligence,CITY OF LONDON,,
2016-04-13,6128.92,Communities and Intelligence,CITY OF LONDON,,
2016-04-26,247565.11,Development & Environment,CITY OF WESTMINSTER COLLEGE,,
2016-04-27,277.96,Housing,CITY SPRINT (UK) LTD,,
2016-04-21,14539.80,"Development, Enterprise & Environment",CITYMART.COM,,
2016-04-01,2000.00,Assembly & Secretariat,CIVIL SERVICE COLLEGE LIMITED,,
2016-04-26,2000.00,Assembly & Secretariat,CIVIL SERVICE COLLEGE LIMITED,,
2016-04-13,24000.00,Communities and Intelligence,CLASSICS FOR ALL,,
2016-04-22,31584.88,Communities and Intelligence,CLOUDRED,,
2016-04-01,2018.00,Communities and Intelligence,CODE ENIGMA LIMITED,,
2016-04-01,6282.00,Communities and Intelligence,CODE ENIGMA LIMITED,,
2016-04-01,10000.00,External Affairs,COG DESIGN LIMITED,,
2016-04-29,3000.00,Development & Environment,COLT TECHNOLOGY SERVICES,,
2016-04-26,4143.00,Resources,COMPUTACENTER,,
2016-04-26,3118.37,Resources,COMPUTACENTER,,
2016-04-26,2258.13,Resources,COMPUTACENTER,,
2016-04-26,1199.74,Assembly & Secretariat,COMPUTACENTER,,
2016-04-06,312.24,Development & Environment,COMPUTACENTER,,
2016-04-26,282.6,Resources,COMPUTACENTER,,
2016-04-26,311.04,Development & Environment,COMPUTACENTER,,
2016-04-05,313.78,Resources,COMPUTACENTER,,
2016-04-26,355.88,Resources,COMPUTACENTER,,
2016-04-06,398.67,External Affairs,COMPUTACENTER,,
2016-04-26,407.9,Resources,COMPUTACENTER,,
2016-04-26,407.9,Resources,COMPUTACENTER,,
2016-04-29,434.51,Resources,COMPUTACENTER,,
2016-04-27,438.8,Resources,COMPUTACENTER,,
2016-04-26,475.97,Resources,COMPUTACENTER,,
2016-04-06,573.18,Development & Environment,COMPUTACENTER,,
2016-04-26,593.3,External Affairs,COMPUTACENTER,,
2016-04-06,611.93,Resources,COMPUTACENTER,,
2016-04-26,702.13,External Affairs,COMPUTACENTER,,
2016-04-26,885.8,Resources,COMPUTACENTER,,
2016-04-27,1013.00,"Development, Enterprise & Environment",COMPUTACENTER,,
2016-04-06,1336.00,Resources,COMPUTACENTER,,
2016-04-26,1903.88,Resources,COMPUTACENTER,,
2016-04-26,1930.85,External Affairs,COMPUTACENTER,,
2016-04-04,1934.84,Resources,COMPUTACENTER,,
2016-04-27,3045.75,Development & Environment,COMPUTACENTER,,
2016-04-06,3087.78,Development & Environment,COMPUTACENTER,,
2016-04-27,4689.99,Resources,COMPUTACENTER,,
2016-04-26,5604.10,External Affairs,COMPUTACENTER,,
2016-04-29,3000.00,Development & Environment,COMPUTER & NETWORK CONSULTANTS LTD,,
2016-04-05,466.38,Development & Environment,CONSTRUCTION IND TRG BRD (CITB),,
