Body,Body Name,Date,Transaction number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Registration Number,Expense Area,Expense Type,Expense Code,BVACOP,Proclass,Extended Description,SOURCE,SUBSOURCE,Definition,Explanation
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-08-07,25068344,TP53378,11366.97,Eshton Gregory (Hebden Bridge) Limited,S285290,,Economy and Environment-Highways and Engineering Services,Miscellaneous Expenses,560448111442,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-08-11,25115135,2015:05D  Demen,26291.97,2015:05D  Dementia,Personal Budgets,,,,884A6501,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-08-11,25115136,2015:05FTIFrail,243744.38,2015:05FTIFrailty And/Or Temporary Illness,Personal Budgets,,,,884A6501,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-08-11,25115137,2015:05LD Learn,87890.17,2015:05LD Learning Disabilities,Personal Budgets,,,,884B6503,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-08-11,25115138,2015:05MH Menta,2194.88,2015:05MH Mental Health (Except Dementia),Personal Budgets,,,,884C6504,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-08-11,25115139,2015:05OV Other,18432.49,2015:05OV Other Vulnerable People,Personal Budgets,,,,884A6505,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-08-11,25115140,2015:05PD Physi,74463.26,2015:05PD Physically Disabled,Personal Budgets,,,,884A6502,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-08-11,25115141,2015:05SM Subst,1086.12,2015:05SM Substance Misuse,Personal Budgets,,,,884D6505,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-08-11,25115142,2015:05VI Visua,3163.00,2015:05VI Visual Impairment,Personal Budgets,,,,884A6502,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2015-08-11,25115117,2015:06D  Demen,29903.76,2015:06D  Dementia,Personal Budgets,,"Adults, Health and Social Care-Adult Health & Social Care",Transfer Payments - School Children And Students,884A6001,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
