Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2020-01-28,529,Balance Sheet,BEACHCROFT LLP,,
2020-01-31,1000.00,Balance Sheet,BEACHCROFT LLP,,
2020-02-10,4550.24,Balance Sheet,BEACHCROFT LLP,,
2020-02-21,529,Balance Sheet,BEACHCROFT LLP,,
2020-02-04,17452.42,Balance Sheet,DARLINGTON CREDIT UNION LIMITED,,
2020-02-19,6401.00,Balance Sheet,KIDDIVOUCHERS LTD,,
2020-02-04,3772.46,Balance Sheet,NHS PENSIONS,,
2020-02-04,17370.15,Balance Sheet,PRUDENTIAL LOCAL GOVERNMENT,,
2019-10-11,511,Balance Sheet,RIDER INDUSTRIAL & SPECIALIST CLEANING,,
2020-02-04,1680.86,Balance Sheet,STANDARD LIFE,,
2020-02-04,1313.23,Balance Sheet,THE DARLINGTON LABOUR GROUP,,
2020-02-04,5659.22,Balance Sheet,UNISON L04007,,
2020-02-04,535.05,Balance Sheet,UNITE,,
2020-01-23,50000.00,CHILDREN'S SERVICES,AECOM LIMITED,,
2020-02-07,727.95,CHILDREN'S SERVICES,DPH (DARLINGTON) LTD,,
2020-01-20,1404.57,CHILDREN'S SERVICES,DTA CONSULTING ENGINEERS LLP,,
2020-01-31,530,CHILDREN'S SERVICES,ELLIOTT CONSULTANCY LTD,,
2020-01-23,50000.00,CHILDREN'S SERVICES,PERFECT CIRCLE JV LTD,,
2020-02-04,640,CHILDREN'S SERVICES,UNIVERSITY OF DURHAM,,
2020-02-04,850,CHILDREN'S SERVICES,UNIVERSITY OF DURHAM,,
2020-02-19,1522.50,COMMISSIONING,AVENSWAY LTD,,
2020-02-20,2846.00,COMMISSIONING,CARE-ABILITY,,
2020-02-14,624,COMMISSIONING,CUMMINGS ARCHITECTS LTD,,
2020-02-14,624,COMMISSIONING,CUMMINGS ARCHITECTS LTD,,
2020-02-27,1713.00,COMMISSIONING,DURHAM COUNTY COUNCIL,,
2020-02-27,591.7,COMMISSIONING,DURHAM COUNTY COUNCIL,,
2020-02-19,1985.48,COMMISSIONING,DURHAM COUNTY COUNCIL,,
2020-02-06,702.08,COMMISSIONING,DURHAM COUNTY COUNCIL,,
2020-02-03,1190.46,COMMISSIONING,EASIBATHE LTD,,
2020-02-12,775.56,COMMISSIONING,EASIBATHE LTD,,
2020-02-27,4178.00,COMMISSIONING,HES GROUP UK LTD,,
2020-02-27,4330.00,COMMISSIONING,HES GROUP UK LTD,,
2020-02-27,6218.75,COMMISSIONING,M & R DEVELOPMENTS & CONTRACTORS LTD,,
2020-02-21,5382.00,COMMISSIONING,SUNTER LTD,,
2020-02-27,3667.66,COMMISSIONING,SUNTER LTD,,
2020-02-27,3644.28,COMMISSIONING,SUNTER LTD,,
2020-02-27,2995.00,COMMISSIONING,SUNTER LTD,,
2020-02-03,3861.96,COMMISSIONING,SUNTER LTD,,
2020-02-27,2822.73,COMMISSIONING,THYSSENKRUPP ENCASA LIMITED,,
2020-01-28,2220.00,COMMISSIONING,THYSSENKRUPP ENCASA LIMITED,,
2020-02-19,1340.00,COMMISSIONING,THYSSENKRUPP ENCASA LIMITED,,
2020-02-06,2877.00,COMMISSIONING,THYSSENKRUPP ENCASA LIMITED,,
2020-02-06,4230.00,COMMISSIONING,THYSSENKRUPP ENCASA LIMITED,,
2020-02-12,7500.00,ECONOMIC GROWTH,NORTH YORKSHIRE COUNTY COUNCIL,,
2020-02-12,30051.00,ECONOMIC GROWTH,NORTH YORKSHIRE COUNTY COUNCIL,,
2020-02-03,140987.72,ECONOMIC GROWTH,NORTHERN GAS NETWORKS LIMITED,,
2020-01-31,1782.00,ECONOMIC GROWTH,ROSE PROJECT MANAGEMENT LTD,,
2020-01-20,2000.00,ECONOMIC GROWTH,TOURISM UK LTD,,
2020-01-17,900,ECONOMIC GROWTH,WYG ENGINEERING LTD,,
2020-02-10,603282.25,ECONOMIC GROWTH,WILLMOTT DIXON CONSTRUCTION LTD,,
