Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2020-09-02,18501.01,Balance Sheet,DARLINGTON CREDIT UNION LIMITED,,
2020-09-15,3476.00,Balance Sheet,KIDDIVOUCHERS LTD,,
2020-07-30,1911.68,Balance Sheet,MIDDLESBROUGH BOROUGH COUNCIL,,
2020-09-02,3772.46,Balance Sheet,NHS PENSIONS,,
2020-09-02,16827.60,Balance Sheet,PRUDENTIAL LOCAL GOVERNMENT,,
2020-09-02,1180.86,Balance Sheet,STANDARD LIFE,,
2020-09-02,1188.60,Balance Sheet,THE DARLINGTON LABOUR GROUP,,
2020-09-02,5684.98,Balance Sheet,UNISON L04007,,
2020-09-02,520.55,Balance Sheet,UNITE,,
2020-09-21,501.63,CHILDREN'S SERVICES,DTA CONSULTING ENGINEERS LLP,,
2020-08-24,501.63,CHILDREN'S SERVICES,DTA CONSULTING ENGINEERS LLP,,
2020-08-14,8795.00,CHILDREN'S SERVICES,THOMPSON TIMBERWORKS LTD,,
2020-09-01,1500.00,CHILDREN'S SERVICES,WESTWOOD TIMBER & FENCING,,
2020-09-09,3901.82,COMMISSIONING,EASIBATHE LTD,,
2020-09-09,4457.00,COMMISSIONING,HES GROUP UK LTD,,
2020-09-09,2872.37,COMMISSIONING,HES GROUP UK LTD,,
2020-09-09,2830.00,COMMISSIONING,HES GROUP UK LTD,,
2020-09-09,5160.00,COMMISSIONING,HES GROUP UK LTD,,
2020-09-09,5250.00,COMMISSIONING,HES GROUP UK LTD,,
2020-09-09,5031.50,COMMISSIONING,SUNTER LTD,,
2020-07-21,1875.00,COMMISSIONING,THYSSENKRUPP ENCASA LIMITED,,
2020-07-02,2137.50,ECONOMIC GROWTH,DENNIS EAGLE LTD,,
2020-07-31,59319.00,ECONOMIC GROWTH,NORTH EAST TRUCK & VAN LTD,,
2020-07-31,71402.80,ECONOMIC GROWTH,NORTH EAST TRUCK & VAN LTD,,
2020-09-15,1172.00,ECONOMIC GROWTH,ARNET LTD,,
2020-08-24,610,ECONOMIC GROWTH,BARRETT ENVIRONMENTAL,,
2020-09-02,2344.84,ECONOMIC GROWTH,BT TELEPHONE PAYMENT CENTRE,,
2020-07-23,49549.70,ECONOMIC GROWTH,DARLINGTON ARENA LTD,,
2020-08-31,5776.20,ECONOMIC GROWTH,ELECTRONIC SECURITY SOLUTIONS LTD,,
2020-06-10,9000.00,ECONOMIC GROWTH,GRANT THORNTON UK LLP,,
