Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2012-02-01,71523.00,Central Office of Information,London Borough of Lambeth - Cashiers,,
2012-02-02,71523.00,Central Office of Information,London Borough of Lambeth - Cashiers,,
2012-02-07,62755.89,Central Office of Information,Inventures - Capita Symonds,,
2012-02-07,65000.00,Central Office of Information,National Audit Office,,
2012-02-07,38172.30,Central Office of Information,Rogue Films Ltd,,
2012-02-07,48121.20,Central Office of Information,Smuggler,,
2012-02-14,60405.00,Central Office of Information,EMO Ltd,,
2012-02-14,34785.00,Central Office of Information,EMO Ltd,,
2012-02-14,32240.00,Central Office of Information,EMO Ltd,,
2012-02-14,61759.00,Central Office of Information,EMO Ltd,,
2012-02-14,65188.00,Central Office of Information,EMO Ltd,,
2012-02-14,104354.45,Central Office of Information,Golley Slater Group,,
2012-02-14,69621.00,Central Office of Information,Golley Slater Group,,
2012-02-14,189713.04,Central Office of Information,Golley Slater Group,,
2012-02-14,98311.96,Central Office of Information,Golley Slater Group,,
2012-02-14,27985.01,Central Office of Information,Experian Ltd,,
2012-02-14,38659.00,Central Office of Information,Haymarket Network/Publishing Services,,
2012-02-14,53229.00,Central Office of Information,Haymarket Network/Publishing Services,,
2012-02-14,49747.00,Central Office of Information,PSP Rare Ltd.,,
2012-02-14,90825.32,Central Office of Information,M4C,,
2012-02-14,99752.53,Central Office of Information,M4C,,
2012-02-14,25383.58,Central Office of Information,M4C,,
2012-02-14,59204.89,Central Office of Information,M4C,,
2012-02-14,92352.00,Central Office of Information,Because Experiential Marketing,,
2012-02-14,31831.01,Central Office of Information,The Listening Company Ltd,,
2012-02-14,31502.88,Central Office of Information,The Listening Company Ltd,,
2012-02-14,30500.00,Central Office of Information,Solutions Strategy Research Facilitation Ltd,,
2012-02-14,70365.00,Central Office of Information,TNS-BMRB,,
2012-02-14,25539.56,Central Office of Information,M4C,,
2012-02-14,25587.17,Central Office of Information,M4C,,
2012-02-14,26523.19,Central Office of Information,M4C,,
2012-02-14,46931.67,Central Office of Information,M4C,,
2012-02-14,22716.09,Central Office of Information,M4C,,
2012-02-14,46238.00,Central Office of Information,Newman Thomson Ltd,,
2012-02-14,42129.00,Central Office of Information,Polestar UK Print Limited (Digital),,
2012-02-14,29307.00,Central Office of Information,Howitt Ltd,,
2012-02-14,26005.00,Central Office of Information,Define Research & Insight Ltd,,
2012-02-14,45150.00,Central Office of Information,GfK NOP Ltd,,
2012-02-14,31057.00,Central Office of Information,GfK NOP Ltd,,
2012-02-14,28650.00,Central Office of Information,HPI Research Ltd,,
2012-02-14,24062.00,Central Office of Information,Ipsos MORI,,
2012-02-14,45781.00,Central Office of Information,TNS-BMRB,,
2012-02-14,39075.00,Central Office of Information,TNS-BMRB,,
2012-02-14,80191.82,Central Office of Information,23 RED Ltd,,
2012-02-14,74655.14,Central Office of Information,23 RED Ltd,,
2012-02-14,76686.47,Central Office of Information,23 RED Ltd,,
2012-02-14,30045.33,Central Office of Information,23 RED Ltd,,
2012-02-14,24384.60,Central Office of Information,23 RED Ltd,,
2012-02-14,21036.80,Central Office of Information,23 RED Ltd,,
2012-02-14,100000.00,Central Office of Information,Mother Advertising Ltd,,
2012-02-14,80320.59,Central Office of Information,M4C,,
2012-02-14,746457.76,Central Office of Information,M4C,,
2012-02-14,505175.55,Central Office of Information,M4C,,
2012-02-14,108532.34,Central Office of Information,M4C,,
2012-02-14,732929.84,Central Office of Information,M4C,,
