Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2012-01-03,81164.76,Cabinet Office,ECOVERT FM LTD,,
2012-01-04,2919750.00,Cabinet Office,COMMUNITY DEVELOPMENT FOUNDATION,,
2012-01-04,46833.00,Government Procurement Service,CESG,,
2012-01-04,1015115.00,Government Procurement Service,Siemens,,
2012-01-06,55305.06,Cabinet Office,AON HEWITT,,
2012-01-06,26326.26,Cabinet Office,CAPITA RESOURCING LTD,,
2012-01-06,37343.86,Cabinet Office,CIMEX MEDIA LTD,,
2012-01-06,976174.71,Cabinet Office,STERIA LTD,,
2012-01-06,26474.43,Cabinet Office,THE COPYRIGHT LICENSING AGENCY LTD,,
2012-01-06,151229.10,Cabinet Office,TREASURY SOLICITOR TSOL,,
2012-01-09,50620.05,Cabinet Office,BT,,
2012-01-09,33844.50,Cabinet Office,CAPITA RESOURCING LTD,,
2012-01-09,47367.00,Cabinet Office,COI CENTRAL OFFICE OF INFORMATION,,
2012-01-09,80896.80,Cabinet Office,COI CENTRAL OFFICE OF INFORMATION,,
2012-01-09,125000.00,Cabinet Office,COI CENTRAL OFFICE OF INFORMATION,,
2012-01-09,57317.68,Cabinet Office,ECOVERT FM LTD,,
2012-01-09,916349.76,Cabinet Office,ECOVERT FM LTD,,
2012-01-09,162106.49,Government Procurement Service,Global Crossing,,
2012-01-09,40662.36,Government Procurement Service,Global Crossing,,
2012-01-09,102955.95,Government Procurement Service,Global Crossing,,
2012-01-10,290845.50,Cabinet Office,AIRSCAPE LTD,,
2012-01-10,166725.51,Cabinet Office,BRIDGES VENTURES LTD,,
2012-01-10,39290.00,Cabinet Office,COI CENTRAL OFFICE OF INFORMATION,,
2012-01-10,529327.00,Cabinet Office,FUJITSU SERVICES,,
2012-01-10,97416.00,Cabinet Office,LEXIS NEXIS BUTTERWORTHS,,
2012-01-10,33800.22,National School of Government,ING Lease (UK) Limited,,
2012-01-10,206653.51,National School of Government,De Vere Venues Ltd,,
2012-01-11,48346.12,Cabinet Office,CAPITA RESOURCING LTD,,
2012-01-11,31402.57,Cabinet Office,CORPORATE DOCUMENT SERVICES LTD,,
2012-01-12,42603.94,Cabinet Office,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,,
2012-01-12,198352.00,Cabinet Office,PRICEWATERHOUSE COOPERS LLP,,
2012-01-12,134194.00,Cabinet Office,TREASURY SOLICITORS DEPT 3861,,
2012-01-13,40000.00,Government Procurement Service,Unipart Expert Practices,,
2012-01-16,26547.43,Cabinet Office,ECOVERT FM LTD,,
2012-01-16,33420.00,Government Procurement Service,Bravosolution UK Ltd,,
2012-01-17,41084.50,Cabinet Office,CABLE & WIRELESS PLC,,
2012-01-17,29415.24,Cabinet Office,CAPITA RESOURCING LTD,,
2012-01-17,29940.00,Cabinet Office,KABLE GUARDIAN NEWS & MEDIA LTD,,
2012-01-17,36781.68,Cabinet Office,RICOH UK LTD,,
2012-01-17,45643.23,Cabinet Office,SPECIALIST COMPUTER CENTRES PLC,,
