Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2016-02-29,60.83,Children's & Education Services,HOBBY CRAFT,,
2016-02-29,1.67,Children's & Education Services,HOBBY CRAFT,,
2016-02-29,420.83,Adult Social Care,TRAVELODGE,,
2016-02-29,1211.20,Children's & Education Services,CITY ELECTRICAL FACTORS LTD,,
2016-02-29,1059.80,Children's & Education Services,CITY ELECTRICAL FACTORS LTD,,
2016-02-29,423.92,Children's & Education Services,CITY ELECTRICAL FACTORS LTD,,
2016-02-29,136.70,Children's & Education Services,CITY ELECTRICAL FACTORS LTD,,
2016-02-29,74.54,Children's & Education Services,CITY ELECTRICAL FACTORS LTD,,
2016-02-29,136.70,Children's & Education Services,CITY ELECTRICAL FACTORS LTD,,
2016-02-29,184.71,Children's & Education Services,CITY ELECTRICAL FACTORS LTD,,
2016-02-29,423.92,Children's & Education Services,CITY ELECTRICAL FACTORS LTD,,
2016-02-29,1059.80,Children's & Education Services,CITY ELECTRICAL FACTORS LTD,,
2016-02-29,1211.20,Children's & Education Services,CITY ELECTRICAL FACTORS LTD,,
2016-02-29,5.00,Central Services,MARKS & SPENCER PLC,,
2016-02-29,3.80,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,3.80,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,9.42,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,10.89,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,14.40,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,21.78,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,21.96,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,29.68,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,34.56,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,4.16,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,10.89,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,14.13,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,14.84,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,16.34,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,17.28,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,55.60,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,116.89,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,1.90,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,7.13,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,9.42,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,10.89,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,11.15,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,21.96,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,7.88,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,10.89,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,14.40,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,16.34,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,20.63,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,21.96,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,44.52,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,75.97,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,116.89,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,1.01,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,5.45,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,8.64,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,14.40,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,21.78,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,116.89,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,5.06,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,7.20,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,8.64,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,9.42,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,10.89,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,10.89,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,14.84,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,21.96,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,3.80,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,7.20,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,17.26,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
2016-02-29,42.10,Children's & Education Services,THOMAS OWEN AND SONS LTD,,
