Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2018-02-01,892.41,Transport,LEEDS COMMERCIAL LTD,,
2018-02-01,1135.6,Transport,LEEDS COMMERCIAL LTD,,
2018-01-31,4176,Transport,ACCESS HIRE NATIONWIDE LTD,,
2018-02-09,560.4,Property & Regeneration,DIRECT FABRICATIONS (YORKSHIRE) LTD,,
2018-03-20,573,Property & Regeneration,DIRECT FABRICATIONS (YORKSHIRE) LTD,,
2018-03-12,621.8,Property & Regeneration,DIRECT FABRICATIONS (YORKSHIRE) LTD,,
2018-03-08,672,Property & Regeneration,DIRECT FABRICATIONS (YORKSHIRE) LTD,,
2018-01-11,1396,Property & Regeneration,DIRECT FABRICATIONS (YORKSHIRE) LTD,,
2018-02-21,7752,Property & Regeneration,DIRECT FABRICATIONS (YORKSHIRE) LTD,,
2018-01-04,660,Property & Regeneration,CAULTON CONSTRUCTION,,
2018-01-04,850,Property & Regeneration,CAULTON CONSTRUCTION,,
2018-02-26,920,Property & Regeneration,CAULTON CONSTRUCTION,,
2018-03-02,650,Adult Services,SAFESPACES CORNHOLME LTD,,
2018-01-19,560,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-03-08,610,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-01-10,635,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-01-15,635,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-01-19,709,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-02-07,785,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-02-06,890,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-01-24,898,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-02-21,951,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-03-01,973,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-03-28,975,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-01-19,1039,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-03-08,1102,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-01-10,1134,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-01-15,1660,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-02-28,2004,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-01-05,2049,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-02-13,2210,Adult Services,HANDICARE ACCESSIBILITY LTD,,
