Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2016-02-23,80,Citizens And Communities,(Aq) Limited,,
2016-03-04,63.75,Central & Corporate,A & A Electrical Distributors Ltd,,
2016-03-11,76.52,Central & Corporate,A & A Electrical Distributors Ltd,,
2016-03-11,35.25,Central & Corporate,A & A Electrical Distributors Ltd,,
2016-03-11,61.17,Central & Corporate,A & A Electrical Distributors Ltd,,
2016-03-03,1200,Environment & Housing,A & G Hoare,,
2016-03-01,5000,Citizens and Communities,REDACTED PERSONAL DATA,,
2016-03-31,380,Environment & Housing,REDACTED PERSONAL DATA,,
2016-03-23,701.63,City Development,A C Entertainment Technologies Ltd,,
2016-03-02,216.57,Childrens Services,REDACTED PERSONAL DATA,,
2016-03-11,800.25,Childrens Services,A Clarkson,,
2016-03-04,1389.04,Environment & Housing,REDACTED COMMERCIAL CONFIDENTIALITY,,
2016-03-11,593.64,Childrens Services,A E Speight,,
2016-03-18,2939.31,Childrens Services,A E Speight,,
2016-03-30,218.25,Childrens Services,A E Speight,,
2016-03-15,380,Environment & Housing,REDACTED PERSONAL DATA,,
2016-03-18,461.17,Childrens Services,A Foley,,
2016-03-11,1120.35,Childrens Services,A Green,,
2016-03-31,260,Environment & Housing,REDACTED PERSONAL DATA,,
2016-03-18,125.4,Childrens Services,A Hayes,,
2016-03-18,250.8,Childrens Services,A Hodgson,,
2016-03-01,123.82,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2016-03-01,61.84,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2016-03-01,146.88,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2016-03-01,395.26,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2016-03-01,24.5,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2016-03-01,34.51,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2016-03-01,157.84,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
