Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2018-01-02,80.00,Communities and Environment,(Aq) Limited,,
2018-02-05,124.00,Resources and Housing,A & A Electrical Distributors Ltd,,
2018-02-08,52.50,Resources and Housing,A & A Electrical Distributors Ltd,,
2018-02-08,70.00,Resources and Housing,A & A Electrical Distributors Ltd,,
2018-02-19,112.57,Resources and Housing,A & A Electrical Distributors Ltd,,
2018-02-19,181.20,Resources and Housing,A & A Electrical Distributors Ltd,,
2018-02-23,150.36,Resources and Housing,A & A Electrical Distributors Ltd,,
2018-02-01,16.10,Resources and Housing,A Andrews & Sons (Marbles & Tiles),,
2018-02-01,7.80,Resources and Housing,A Andrews & Sons (Marbles & Tiles),,
2018-02-02,84.28,Resources and Housing,A Andrews & Sons (Marbles & Tiles),,
2018-02-02,15.86,Resources and Housing,A Andrews & Sons (Marbles & Tiles),,
2018-02-02,10.83,Resources and Housing,A Andrews & Sons (Marbles & Tiles),,
2018-02-02,22.60,Resources and Housing,A Andrews & Sons (Marbles & Tiles),,
2018-02-14,13.29,Resources and Housing,A Andrews & Sons (Marbles & Tiles),,
2018-02-16,200.00,Resources and Housing,A Andrews & Sons (Marbles & Tiles),,
2018-02-21,50.17,Resources and Housing,A Andrews & Sons (Marbles & Tiles),,
2018-02-22,550.00,Resources and Housing,REDACTED PERSONAL DATA,,
2018-02-07,44.15,City Development,A C Entertainment Technologies Ltd,,
2018-02-19,296.99,Children and Families,REDACTED PERSONAL DATA,,
2018-02-12,107882.56,City Development,A E Yates Ltd,,
2018-01-23,250.85,Resources and Housing,A F Blakemore & Son Ltd,,
2018-02-19,111.37,Children and Families,REDACTED PERSONAL DATA,,
2018-02-19,95.46,Children and Families,REDACTED PERSONAL DATA,,
2018-02-15,307.50,City Development,REDACTED COMMERCIAL CONFIDENTIALITY,,
2018-02-01,671.40,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-01,18220.00,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-06,294.20,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-06,763.65,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-06,79.60,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-06,120.00,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-06,43.07,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-06,34.00,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-06,836.09,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-06,45.45,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-06,235.00,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-06,24.55,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-06,7.20,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-06,57.50,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-06,50.65,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-06,99.00,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-06,872.00,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-06,987.00,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-08,228.00,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-08,91.88,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-08,324.95,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-08,61.75,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-08,105.66,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-08,66.10,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-08,106.68,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-08,9.00,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-08,306.20,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-09,114.79,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-09,91.45,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-09,116.00,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-09,609.95,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-09,305.00,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-09,95.00,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-09,14.49,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-09,1810.00,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-09,1459.00,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-09,275.60,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-09,74.00,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-09,138.90,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
2018-02-09,190.36,Resources and Housing,A J H  Pump Supply & Repair Ltd,,
