Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2017-11-01,1110,Children's Services,Hays Recruitment,,
2017-11-01,1110,Children's Services,Hays Recruitment,,
2017-11-01,754.5,Children's Services,Teaching Personnel Ltd,,
2017-11-01,2236.55,Children's Services,Teaching Personnel Ltd,,
2017-11-01,570.72,Children's Services,Teaching Personnel Ltd,,
2017-11-01,644.4,Children's Services,Teaching Personnel Ltd,,
2017-11-01,713.4,Children's Services,Teaching Personnel Ltd,,
2017-11-01,570.72,Children's Services,Teaching Personnel Ltd,,
2017-11-01,570.72,Children's Services,Teaching Personnel Ltd,,
2017-11-01,702,Children's Services,Teaching Personnel Ltd,,
2017-11-01,687.18,Environment and Community Safety,Enterprise Flex E-Rent,,
2017-11-01,799.2,Children's Services,Bookpoint Limited,,
2017-11-01,87841.2,Service Reform,Sap (Uk) Limited,,
2017-11-01,3537,"Community, Health & Social Care",Pitney Bowes Software Europe Ltd,,
2017-11-01,1550,Children's Services,Redacted Data,,
2017-11-01,600,Service Reform,Wakefield Machinery Ltd,,
2017-11-01,300690.3,Capital Expenditure,Ecf (General Partner) Limited,,
2017-11-01,665.89,Environment and Community Safety,Brake Bros Ltd,,
2017-11-01,848.19,Environment and Community Safety,Brake Bros Ltd,,
2017-11-01,511.59,Environment and Community Safety,Brake Bros Ltd,,
2017-11-01,641.01,Environment and Community Safety,Brake Bros Ltd,,
2017-11-01,589.02,Environment and Community Safety,Brake Bros Ltd,,
2017-11-01,647.07,Environment and Community Safety,Brake Bros Ltd,,
2017-11-01,610.76,Environment and Community Safety,Brake Bros Ltd,,
2017-11-01,892.8,Sustainable Regeneration,David Phillips Group,,
2017-11-01,1182.3,Sustainable Regeneration,David Phillips Group,,
2017-11-01,853.45,Sustainable Regeneration,David Phillips Group,,
2017-11-01,884.17,Sustainable Regeneration,David Phillips Group,,
2017-11-01,1262.35,Sustainable Regeneration,David Phillips Group,,
2017-11-01,797.46,Sustainable Regeneration,David Phillips Group,,
2017-11-01,1069.16,Sustainable Regeneration,David Phillips Group,,
2017-11-01,1279.39,Sustainable Regeneration,David Phillips Group,,
2017-11-01,1170.3,Sustainable Regeneration,David Phillips Group,,
2017-11-01,565.97,Children's Services,Www.Argos.Co.Uk,,
2017-11-01,8250,"Community, Health & Social Care",Salford Foundation Ltd,,
2017-11-01,1122,Children's Services,Applied Trading Ltd,,
2017-11-01,647,Service Reform,Department Of Work & Pensions,,
2017-11-01,637,Service Reform,Department Of Work & Pensions,,
2017-11-01,630,Capital Expenditure,Transport For Greater Manchester,,
2017-11-01,723.6,Children's Services,Www.Impressionltd.Co.U,,
2017-11-01,3541.32,Capital Expenditure,Glowarm Dsp Ltd,,
2017-11-01,16508.59,Capital Expenditure,Rm Education Plc,,
2017-11-01,6202650.16,"Community, Health & Social Care",NHS CCG,,
2017-11-01,5623.53,Children's Services,Salford Foundation Ltd,,
2017-11-01,10000,Children's Services,Salford Foundation Ltd,,
2017-11-01,7562.14,Environment and Community Safety,Cleggs Chilled Food Service,,
2017-11-01,1837.5,Children's Services,Cheadle Royal School Priory,,
2017-11-01,570,Children's Services,Footlights Theatre Group,,
2017-11-01,592.68,Service Reform,North West Local Authorities,,
2017-11-01,5239.2,Capital Expenditure,Pitney Bowes Software Europe Ltd,,
2017-11-01,3234,Sustainable Regeneration,Ijm Electrical Contractors Ltd,,
2017-11-01,29435.52,Environment and Community Safety,Ford Retail Ltd T/A Trust Ford,,
2017-11-01,22914.77,Environment and Community Safety,Carlton Fuels,,
2017-11-01,22905.6,Environment and Community Safety,Carlton Fuels,,
2017-11-01,639.6,Capital Expenditure,Expert Security Systems Ltd,,
2017-11-01,1908,Capital Expenditure,Expert Security Systems Ltd,,
2017-11-02,552,Children's Services,Axcis Education Recruitment,,
2017-11-02,48683.75,Capital Expenditure,Reed Specialist Recruitment Ltd,,
2017-11-02,51904.11,Capital Expenditure,Reed Specialist Recruitment Ltd,,
2017-11-02,64735.65,Capital Expenditure,Reed Specialist Recruitment Ltd,,
2017-11-02,550.96,Children's Services,Tts Group Ltd,,
2017-11-02,635.76,Children's Services,Wnw,,
2017-11-02,930.6,Sustainable Regeneration,Assoc. Cleaning Contractors,,
