Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2017-09-01,780,Environment and Community Safety,Pde Waste Technologies Ltd,,
2017-09-01,697.37,Environment and Community Safety,Killgerm Chemicals Ltd,,
2017-09-01,1338,Environment and Community Safety,National Retail Systems Ltd,,
2017-09-01,4000,Children's Services,Redacted Data,,
2017-09-01,3250,Children's Services,Tipp,,
2017-09-01,600,Sustainable Regeneration,The Court Service,,
2017-09-01,1448,Sustainable Regeneration,The Court Service,,
2017-09-01,543.6,Office of the Chief Executive,Osborne Delta,,
2017-09-01,1440,Environment and Community Safety,Enventure Research,,
2017-09-01,5760,Environment and Community Safety,F. R. Sharrock Limited,,
2017-09-01,22041.5,Capital Expenditure,Harry Fairclough Construction Ltd,,
2017-09-01,566.28,Capital Expenditure,Hub Security Systems Ltd,,
2017-09-01,735.96,Environment and Community Safety,Brake Bros Ltd,,
2017-09-01,4384.5,Corporate Business,Carpenters Solicitors,,
2017-09-01,540,Children's Services,Thinking Communities Ltd,,
2017-09-01,609.1,"Community, Health & Social Care",Langworthy Medical Practice,,
2017-09-01,959.04,"Community, Health & Social Care",Langworthy Medical Practice,,
2017-09-01,684,Capital Expenditure,Horticon Limited,,
2017-09-01,931,Children's Services,Better Tuition,,
2017-09-01,2914,Children's Services,Langworthy Cornerstone Assoc.,,
2017-09-01,999.52,Corporate Business,Eurowings Nge82u_130289,,
2017-09-01,613.6,Environment and Community Safety,Iccm National Office,,
2017-09-01,1027.2,Corporate Business,North West Local Authorities,,
2017-09-01,255280.15,Children's Services,Eccles Special High Schools Co Ltd,,
2017-09-01,1496.94,Sustainable Regeneration,E.F.T. Systems Ltd,,
2017-09-01,672,Environment and Community Safety,Chrystal Consulting Ltd,,
2017-09-01,588,Environment and Community Safety,Societe Generale Equipment Fin Ltd,,
2017-09-01,1698,Environment and Community Safety,Societe Generale Equipment Fin Ltd,,
2017-09-01,840,Children's Services,Buddies Matchstick Club,,
2017-09-01,1412.4,Capital Expenditure,Ijm Electrical Contractors Ltd,,
2017-09-01,4331.94,Capital Expenditure,Ijm Electrical Contractors Ltd,,
2017-09-04,2043,Environment and Community Safety,Ingenitech Ltd,,
2017-09-04,1459.97,Capital Expenditure,Logotech Systems,,
2017-09-04,704.46,Sustainable Regeneration,G Jones Builders Ltd,,
2017-09-04,1242.44,Sustainable Regeneration,G Jones Builders Ltd,,
2017-09-04,601.74,"Community, Health & Social Care",Alere Ltd,,
2017-09-04,10431,Environment and Community Safety,Enventure Research,,
2017-09-04,17203.43,Capital Expenditure,Greater Manchester Combined,,
2017-09-04,501.8,Environment and Community Safety,Brake Bros Ltd,,
2017-09-04,528.04,Environment and Community Safety,Brake Bros Ltd,,
2017-09-04,682.38,Environment and Community Safety,Brake Bros Ltd,,
2017-09-04,809.56,Environment and Community Safety,Brake Bros Ltd,,
2017-09-04,1719,Corporate Business,Hmcourts-Service.G,,
2017-09-04,996,Children's Services,Signis Group Ltd,,
2017-09-04,42000,Capital Expenditure,Helping Hands Minor Repairs Service,,
2017-09-04,505,"Community, Health & Social Care",Blackpool Teaching Hospitals NHS FT,,
2017-09-04,1200,Children's Services,Chris Dennison Consulting Ltd,,
2017-09-04,913.38,Corporate Business,Whistl Uk Ltd,,
2017-09-04,6311.99,Corporate Business,Electoral Reform Services,,
2017-09-04,11317.27,Corporate Business,Electoral Reform Services,,
2017-09-04,23503.69,Corporate Business,Electoral Reform Services,,
2017-09-05,882.91,Environment and Community Safety,Alliance Disposables Ltd,,
2017-09-05,1123.21,Environment and Community Safety,Alliance Disposables Ltd,,
2017-09-05,1570.74,"Community, Health & Social Care",Krowmark Ltd,,
2017-09-05,11244.48,Corporate Business,Softcat Limited,,
2017-09-05,281071.91,Capital Expenditure,Idverde Ltd,,
2017-09-05,5316.11,Capital Expenditure,Maysand Limited,,
2017-09-05,512.37,Environment and Community Safety,Brake Bros Ltd,,
2017-09-05,539,Environment and Community Safety,Brake Bros Ltd,,
2017-09-05,647.27,Environment and Community Safety,Brake Bros Ltd,,
2017-09-05,799.6,Environment and Community Safety,Brake Bros Ltd,,
2017-09-05,1053.57,Environment and Community Safety,Brake Bros Ltd,,
