Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2021-05-18,420.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO,Dura-Sport (Leisure Care) Ltd,,
2021-05-11,3844.24,Adult Services and Wellbeing-Adult Health & Social Care,2021:02D  Dementia,,
2021-05-11,28478.00,Adult Services and Wellbeing-Adult Health & Social Care,2021:02FTIFrailty And/Or Temporary Illness,,
2021-05-11,1725.28,Adult Services and Wellbeing-Adult Health & Social Care,2021:02HI Hearing Impairment,,
2021-05-11,26497.24,Adult Services and Wellbeing-Adult Health & Social Care,2021:02LD Learning Disabilities,,
2021-05-11,16573.96,Adult Services and Wellbeing-Adult Health & Social Care,2021:02OV Other Vulnerable People,,
2021-05-11,17558.81,Adult Services and Wellbeing-Adult Health & Social Care,2021:02PD Physically Disabled,,
2021-05-11,26960.48,Adult Services and Wellbeing-Adult Health & Social Care,2021:03D  Dementia,,
2021-05-11,151161.76,Adult Services and Wellbeing-Adult Health & Social Care,2021:03FTIFrailty And/Or Temporary Illness,,
2021-05-11,9730.64,Adult Services and Wellbeing-Adult Health & Social Care,2021:03HI Hearing Impairment,,
2021-05-11,306349.57,Adult Services and Wellbeing-Adult Health & Social Care,2021:03LD Learning Disabilities,,
2021-05-11,22417.96,Adult Services and Wellbeing-Adult Health & Social Care,2021:03MH Mental Health (Except Dementia),,
2021-05-11,79354.48,Adult Services and Wellbeing-Adult Health & Social Care,2021:03OV Other Vulnerable People,,
2021-05-11,262531.32,Adult Services and Wellbeing-Adult Health & Social Care,2021:03PD Physically Disabled,,
2021-05-11,11114.36,Adult Services and Wellbeing-Adult Health & Social Care,2021:03VI Visual Impairment,,
2021-05-04,909.00,Children and Young People's Services-Childrens Services Unit,3Corners,,
2021-05-17,1025.00,Economy and Environment (obsolete)-Transport Services,A Class Taxis Ltd,,
2021-05-17,2009.10,Economy and Environment (obsolete)-Transport Services,A Class Taxis Ltd,,
2021-05-17,6805.50,Economy and Environment (obsolete)-Transport Services,A Class Taxis Ltd,,
2021-05-14,1776.66,Adult Services and Wellbeing-Adult Health & Social Care,A E Bussy trading as AHSL Care at Home,,
2021-05-20,625.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO,A-Field Transport Ltd,,
2021-05-11,2259.00,Economy and Environment (obsolete)-Transport Services,A1 GW Cars,,
2021-05-11,7145.00,Economy and Environment (obsolete)-Transport Services,A1 GW Cars,,
2021-05-11,179.95,Economy and Environment (obsolete)-Transport Services,A1 GW Cars,,
2021-05-11,644.00,Economy and Environment (obsolete)-Transport Services,A1 GW Cars,,
2021-05-11,512.00,Economy and Environment (obsolete)-Transport Services,A1 GW Cars,,
2021-05-11,13.00,Economy and Environment (obsolete)-Transport Services,A1 GW Cars,,
2021-05-11,5175.00,Economy and Environment (obsolete)-Transport Services,A1 GW Cars,,
2021-05-07,96755.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital,AECOM,,
2021-05-26,18914.00,Economy and Environment (obsolete)-Housing Services,AHR Architects Ltd,,
2021-05-05,13539.50,Economy and Environment (obsolete)-Regeneration - Capital,AHR Building Consultancy Limited,,
2021-05-10,55142.50,Economy and Environment (obsolete)-Housing Services - Capital,AHR Building Consultancy Limited,,
2021-05-28,5030.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital",AJI Installations Ltd,,
2021-05-12,1026.00,Adult Services and Wellbeing-Adult Health & Social Care,ALS Support,,
2021-05-12,958.77,Adult Services and Wellbeing-Adult Health & Social Care,ALS Support,,
2021-05-12,994.95,Adult Services and Wellbeing-Adult Health & Social Care,ALS Support,,
2021-05-14,467.54,Adult Services and Wellbeing-Adult Health & Social Care,ALS Support,,
2021-05-14,888.33,Adult Services and Wellbeing-Adult Health & Social Care,ALS Support,,
2021-05-26,24248.70,Economy and Environment (obsolete)-Highways & Engineering Services - Capital,ATG Access Ltd,,
2021-05-05,76039.50,Economy and Environment (obsolete)-Environmental Services,AWM Ltd,,
2021-05-05,1418.93,Economy and Environment (obsolete)-Environmental Services,AWM Ltd,,
2021-05-05,39730.20,Economy and Environment (obsolete)-Environmental Services,AWM Ltd,,
2021-05-05,90716.66,Economy and Environment (obsolete)-Environmental Services,AWM Ltd,,
2021-05-05,92940.04,Economy and Environment (obsolete)-Environmental Services,AWM Ltd,,
2021-05-05,108717.48,Economy and Environment (obsolete)-Environmental Services,AWM Ltd,,
2021-05-18,120.95,Communities & Service Support (obsolete)-Museums & Arts,Abacus Picture Framing,,
2021-05-18,35.53,Communities & Service Support (obsolete)-Museums & Arts,Abacus Picture Framing,,
2021-05-18,38.16,Communities & Service Support (obsolete)-Museums & Arts,Abacus Picture Framing,,
2021-05-18,56.32,Communities & Service Support (obsolete)-Museums & Arts,Abacus Picture Framing,,
2021-05-18,48.67,Communities & Service Support (obsolete)-Museums & Arts,Abacus Picture Framing,,
