Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2022-02-19,8.00,Children and Young People's Services-Childrens Care Services,0807da00bcbc494386a3b987c,,
2022-03-21,2.83,Children and Young People's Services-Schools and Children's Services - Non-School,1855 Station Buiding L,,
2021-04-21,-75.20,Economy and Environment (obsolete)-Housing Services,2BAA014253197 LTR FAMI,,
2021-09-01,23.00,Communities & Service Support (obsolete)-Libraries Info & Tourism,2CO.COM*TOMAHAWK,,
2021-12-01,174.00,Deputy Chief Executive (obsolete)-Executives Management,2co.Com*markzware.Com,,
2021-08-19,4.40,Children and Young People's Services-Childrens Care Services,3C_*LOWRY OUTLET,,
2021-10-12,3.00,Children and Young People's Services-Childrens Care Services,3c_*calderdale And Hudde,,
2022-03-16,2.00,Children and Young People's Services-Childrens Care Services,3c_*dewsbury & District,,
2022-02-19,8.00,Children and Young People's Services-Childrens Care Services,41b3153dc5c944c6b6d9ce77f,,
2021-10-28,2.20,Children and Young People's Services-Childrens Care Services,44241 Ole And Steen The S,,
2021-08-31,16.54,Communities & Service Support (obsolete)-Libraries Info & Tourism,AB* ABEBOOKS.UK IVL9LN,,
2021-08-11,17.99,Communities & Service Support (obsolete)-Libraries Info & Tourism,AB* ABEBOOKS.UK IZDQAX,,
2021-08-16,3.01,Communities & Service Support (obsolete)-Libraries Info & Tourism,AB* ABEBOOKS.UK IZMSRH,,
2021-05-27,18.15,Children and Young People's Services-Childrens Care Services,AINLEY TOP,,
2021-09-13,64.70,Children and Young People's Services-Childrens Care Services,ALDI 15 779,,
2021-07-10,12.04,Children and Young People's Services-Childrens Care Services,ALDI 15 779,,
2021-07-07,5.51,Economy and Environment (obsolete)-Economy and Investment,ALDI 60 779,,
2021-07-12,7.47,Economy and Environment (obsolete)-Economy and Investment,ALDI 60 779,,
2021-06-19,28.90,Economy and Environment (obsolete)-Economy and Investment,ALDI 60 779,,
2021-05-19,30.22,Economy and Environment (obsolete)-Economy and Investment,ALDI 60 779,,
2021-06-14,52.00,Economy and Environment (obsolete)-Housing Services,ALLPAY *TOGETHER HOUSING,,
2021-08-23,52.00,Economy and Environment (obsolete)-Housing Services,ALLPAY *TOGETHER HOUSING,,
2021-07-26,1.80,Children and Young People's Services-Childrens Care Services,ALLSTARZ DESSERTS SOWB,,
2021-07-26,6.99,Children and Young People's Services-Childrens Care Services,ALLSTARZ DESSERTS SOWB,,
2021-08-12,8.98,Children and Young People's Services-Childrens Care Services,ALLSTARZ DESSERTS SOWB,,
2021-08-31,3.70,Children and Young People's Services-Childrens Care Services,ALTON WATER PARK CAR PARK,,
2021-06-03,7.99,Economy and Environment (obsolete)-Housing Services,AMAZON PRIME*2T28R6UL4 AM,,
2021-05-25,35.05,Communities & Service Support (obsolete)-Sport & Leisure Management DSO,AMAZON.CO.UK*2T0HM5AT4 AM,,
2021-05-03,7.69,Economy and Environment (obsolete)-Economy and Investment,AMAZON.CO.UK*MK4QS8AD4 AM,,
2021-06-19,-15.29,Economy and Environment (obsolete)-Economy and Investment,AMZ*JINQIANSHANGMAO,,
