Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2012-03-01,71523,Central Office of Information,London Borough of Lambeth - Cashiers,,
2012-03-07,25000,Central Office of Information,Haymarket Network/Publishing Services,,
2012-03-07,61323.07,Central Office of Information,M4C,,
2012-03-07,29651.22,Central Office of Information,M4C,,
2012-03-07,74033.2,Central Office of Information,The Listening Company Limited,,
2012-03-07,72832.08,Central Office of Information,The Listening Company Limited,,
2012-03-07,24684.12,Central Office of Information,M4C,,
2012-03-07,37928.61,Central Office of Information,M4C,,
2012-03-07,49178.5,Central Office of Information,M4C,,
2012-03-07,27036.64,Central Office of Information,M4C,,
2012-03-07,31423.79,Central Office of Information,E C Group,,
2012-03-07,39176.34,Central Office of Information,M4C,,
2012-03-07,72611.35,Central Office of Information,M4C,,
2012-03-07,31334.73,Central Office of Information,M4C,,
2012-03-07,75613.08,Central Office of Information,M4C,,
2012-03-07,57302.49,Central Office of Information,M4C,,
2012-03-07,30253.72,Central Office of Information,Howitt Limited,,
2012-03-07,121051.25,Central Office of Information,Howitt Limited,,
2012-03-07,120810,Central Office of Information,EMO Limited,,
2012-03-07,21320.87,Central Office of Information,M4C,,
2012-03-07,66420.48,Central Office of Information,M4C,,
2012-03-07,58830.58,Central Office of Information,M4C,,
2012-03-07,48168.54,Central Office of Information,M4C,,
2012-03-07,44473.32,Central Office of Information,M4C,,
2012-03-07,29488.78,Central Office of Information,M4C,,
2012-03-07,282645.34,Central Office of Information,M-Integrated Solutions Public Limited Company,,
2012-03-07,38250,Central Office of Information,WCRS Limited,,
2012-03-07,74595.43,Central Office of Information,M4C,,
2012-03-07,36921.63,Central Office of Information,M4C,,
2012-03-07,49500,Central Office of Information,M-Integrated Solutions Public Limited Company,,
2012-03-07,32347.5,Central Office of Information,Knight Ayton Management,,
2012-03-07,22135.2,Central Office of Information,Define Research & Insight Limited,,
2012-03-07,30036.53,Central Office of Information,M4C,,
2012-03-07,34791.39,Central Office of Information,M4C,,
2012-03-07,25549.85,Central Office of Information,DDB London LTD,,
2012-03-07,42451.63,Central Office of Information,The Listening Company Limited,,
2012-03-07,26819.83,Central Office of Information,M4C,,
2012-03-07,83679.54,Central Office of Information,M4C,,
2012-03-07,23880,Central Office of Information,Framestore CFC,,
2012-03-07,33134.3,Central Office of Information,M4C,,
2012-03-07,32301.06,Central Office of Information,Experian Limited,,
2012-03-07,61563,Central Office of Information,M4C,,
2012-03-07,30504.18,Central Office of Information,M4C,,
2012-03-13,211423.02,Central Office of Information,Golley Slater Group,,
2012-03-13,429363.88,Central Office of Information,Golley Slater Group,,
2012-03-13,74621,Central Office of Information,Golley Slater Group,,
2012-03-13,35915,Central Office of Information,Diverse Ambition Limited,,
2012-03-13,903120.48,Central Office of Information,M4C,,
2012-03-13,94582,Central Office of Information,Because Experiential Marketing,,
2012-03-13,80240,Central Office of Information,Belmont Press,,
2012-03-13,29650,Central Office of Information,TNS-BMRB,,
2012-03-13,728122.84,Central Office of Information,M4C,,
2012-03-13,452239.89,Central Office of Information,M4C,,
2012-03-13,104766.01,Central Office of Information,M4C,,
2012-03-13,470512.85,Central Office of Information,M4C,,
2012-03-13,24150.63,Central Office of Information,Emprise Services Public Limited Company - t/aPerfectus Limited,,
2012-03-13,30878,Central Office of Information,Waddington & Ledger,,
2012-03-13,23785,Central Office of Information,TNS-BMRB,,
2012-03-13,29621.21,Central Office of Information,M4C,,
2012-03-13,114636.69,Central Office of Information,M4C,,
2012-03-13,79582,Central Office of Information,M4C,,
2012-03-13,197270.9,Central Office of Information,M4C,,
2012-03-13,21297.33,Central Office of Information,"Access A, M & D Limited",,
2012-03-13,211364.95,Central Office of Information,M4C,,
2012-03-13,575641.16,Central Office of Information,M4C,,
2012-03-13,111016.17,Central Office of Information,M4C,,
2012-03-13,26885,Central Office of Information,Ancient House Press Public Limited Company,,
2012-03-13,29475,Central Office of Information,Callcredit Marketing Solutions Limited,,
2012-03-13,371046.26,Central Office of Information,M4C,,
2012-03-13,41906.4,Central Office of Information,M4C,,
2012-03-13,41469.89,Central Office of Information,M4C,,
2012-03-20,22685.65,Central Office of Information,M4C,,
2012-03-20,121120.49,Central Office of Information,Golley Slater Group,,
2012-03-20,94991,Central Office of Information,Golley Slater Group,,
2012-03-20,161057,Central Office of Information,Golley Slater Group,,
2012-03-20,74621,Central Office of Information,Golley Slater Group,,
2012-03-20,347198.4,Central Office of Information,Golley Slater Group,,
2012-03-20,25720.52,Central Office of Information,Golley Slater Group,,
2012-03-20,78076,Central Office of Information,Haymarket Network/Publishing Services,,
2012-03-20,22000,Central Office of Information,Manning Gottlieb OMD,,
2012-03-20,27196.74,Central Office of Information,M&C Saatchi Limited,,
2012-03-20,73492.08,Central Office of Information,M4C,,
2012-03-20,69767.83,Central Office of Information,M4C,,
2012-03-20,36511.08,Central Office of Information,M4C,,
2012-03-20,72697.7,Central Office of Information,M4C,,
2012-03-20,125206.21,Central Office of Information,M4C,,
2012-03-20,192624.55,Central Office of Information,M4C,,
2012-03-20,74646.1,Central Office of Information,M4C,,
2012-03-20,37430.04,Central Office of Information,M4C,,
2012-03-20,217356.93,Central Office of Information,M4C,,
2012-03-20,30963.1,Central Office of Information,M4C,,
2012-03-20,47817.07,Central Office of Information,M4C,,
2012-03-20,23886.66,Central Office of Information,M4C,,
2012-03-20,50999.15,Central Office of Information,M4C,,
2012-03-20,130225.61,Central Office of Information,M4C,,
2012-03-20,103643.91,Central Office of Information,M4C,,
2012-03-20,349287.5,Central Office of Information,M4C,,
2012-03-20,86642.44,Central Office of Information,M4C,,
2012-03-20,23193.99,Central Office of Information,M4C,,
2012-03-20,26142.52,Central Office of Information,M4C,,
2012-03-20,29088.1,Central Office of Information,M4C,,
2012-03-20,208293.5,Central Office of Information,Howitt Limited,,
2012-03-20,34800,Central Office of Information,M&C Saatchi Limited,,
2012-03-20,34800,Central Office of Information,M&C Saatchi Limited,,
2012-03-20,59703.67,Central Office of Information,MCI UK Limited,,
2012-03-20,68000,Central Office of Information,GfK NOP Limited,,
2012-03-20,26064.57,Central Office of Information,M4C,,
2012-03-20,56866.2,Central Office of Information,M4C,,
2012-03-20,27532.08,Central Office of Information,M4C,,
2012-03-20,35766,Central Office of Information,Jigsaw Research Limited,,
2012-03-20,34193.68,Central Office of Information,M4C,,
2012-03-20,34889.68,Central Office of Information,M4C,,
2012-03-20,37175.09,Central Office of Information,M4C,,
2012-03-20,134182.52,Central Office of Information,Nelson Bostock Communications,,
2012-03-20,42865.89,Central Office of Information,M4C,,
2012-03-20,106374.04,Central Office of Information,M4C,,
2012-03-20,28139.27,Central Office of Information,M4C,,
2012-03-20,34253.24,Central Office of Information,M4C,,
2012-03-20,84137.6,Central Office of Information,M4C,,
2012-03-20,156647.38,Central Office of Information,M4C,,
2012-03-20,26909.16,Central Office of Information,M4C,,
2012-03-20,26963.28,Central Office of Information,M4C,,
2012-03-20,42414.26,Central Office of Information,M4C,,
